# Input data: Maddison_CRU_dataset.csv
iteration,approach,approach_name,h1,h2,T_opt,r_squared,total_r_squared,f1,h4
20,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.02179657217772113,0.02179657217772113,,
21,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,-0.02331235205192539,-0.02331235205192539,,
22,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.012253438562098484,0.012253438562098484,,
23,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,-0.018873343797547237,-0.018873343797547237,,
24,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.0037680691613088957,0.0037680691613088957,,
25,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.016066396653599546,0.016066396653599546,,
26,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,-0.006137275212595439,-0.006137275212595439,,
27,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.024645602755353213,0.024645602755353213,,
28,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,-0.015120282896869508,-0.015120282896869508,,
29,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,-0.02070753104382783,-0.02070753104382783,,
-1,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-0.0001275514172264331,22.785920261186966,0.1866131871306227,0.1866131871306227,,-0.0012598938141906142
0,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,1.4456984217822922e-05,5.0,-0.04251870477422903,-0.04251870477422903,,-2.1044775798867432e-05
1,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-3.10120514397995e-05,5.0,-0.012458982130762797,-0.012458982130762797,,-1.561975662037196e-05
2,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-1.253088085053389e-05,17.0,-0.011357659149242805,-0.011357659149242805,,-8.517753994610744e-05
3,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-3.60939831772899e-05,5.0,-0.026173924233299894,-0.026173924233299894,,-1.5362942005367475e-05
4,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,1.7535281247577078e-05,25.0,-0.06673369594670597,-0.06673369594670597,,0.0009279740902979478
5,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-5.075283568779018e-06,5.0,-0.028609189405815583,-0.028609189405815583,,-2.0039488838857755e-05
6,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,1.7300940268809485e-05,21.5,-0.023837590613843718,-0.023837590613843718,,-0.00023367881870381413
7,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,5.092362239412336e-06,5.0,-0.003464610233539389,-0.003464610233539389,,-1.876120475739762e-05
8,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,1.5557296958724717e-05,20.0,-0.006837829351693747,-0.006837829351693747,,-0.00011087346658661401
9,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-0.0002228556972195832,5.0,-0.05869686145846553,-0.05869686145846553,,-2.29638713357648e-05
10,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,2.4054783828006347e-05,21.5,-0.012226901426938053,-0.012226901426938053,,-7.392347645399089e-05
11,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,2.2876848647613967e-05,25.0,-0.0023004648406037553,-0.0023004648406037553,,-0.00040547154424043497
12,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-3.438801082122251e-05,5.0,-0.031456427929618114,-0.031456427929618114,,-1.8790189619796727e-05
13,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-3.5702240496935515e-05,5.0,-0.01954565917056139,-0.01954565917056139,,-2.280288009870457e-05
14,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,1.8260347665465615e-05,22.5,-0.01778498035899645,-0.01778498035899645,,-0.00024121865796752906
15,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,2.8292589542336003e-05,20.5,-0.02442792004475991,-0.02442792004475991,,-8.867526995336161e-05
16,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-7.933498178414568e-05,5.0,0.009160120085295542,0.009160120085295542,,-1.4961157008691606e-06
17,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,2.3725159971126366e-05,19.5,-0.03781959118438505,-0.03781959118438505,,-3.536494162739712e-05
18,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,2.3622683173510688e-05,22.0,-0.03224707645400526,-0.03224707645400526,,0.00010579446255210012
19,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-1.4156294157148751e-05,11.0,-0.012730602087287934,-0.012730602087287934,,-3.514707362436975e-05
20,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-3.7669512393184226e-05,5.0,-0.01593892377767414,-0.01593892377767414,,-2.736394964802935e-05
21,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-2.1184900746067444e-05,15.0,-0.025161808329410507,-0.025161808329410507,,-8.504238822817922e-05
22,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,3.234570271104135e-05,15.5,-0.020612967670325943,-0.020612967670325943,,-7.05871007548875e-06
23,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,1.5546921324748162e-05,20.5,-0.04504469770105346,-0.04504469770105346,,8.452300667105561e-05
24,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,3.2867996522161816e-05,25.0,-0.07032093595260136,-0.07032093595260136,,-6.9503893570105335e-06
25,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-8.237317628369697e-05,5.5,0.009260696463980977,0.009260696463980977,,-5.2426492628543375e-06
26,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,-2.082702821040486e-05,15.0,0.007727898793445265,0.007727898793445265,,-3.3696160282314924e-05
27,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,1.9149289933067188e-05,22.5,-0.010592791669582935,-0.010592791669582935,,-0.00011261091500749942
28,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,7.075570006518855e-05,16.0,-0.08733187318757096,-0.08733187318757096,,1.6140038316653227e-05
29,Approach PJ,Approach PJ: Piecewise (Joint OLS),0.0,1.803466816646898e-06,17.5,-0.027412636548738156,-0.027412636548738156,,-5.497105467303087e-05
-1,Approach DJ,Approach DJ: Decay (Joint OLS),0.009328599900383072,-0.00026689505946243385,17.4761569569183,0.1867068171237245,0.1867068171237245,,0.5969776484457612
0,Approach DJ,Approach DJ: Decay (Joint OLS),0.017281758682817294,-0.0006348436390628575,13.611035552256816,-0.04251870477422903,-0.04251870477422903,,0.3194736842105263
1,Approach DJ,Approach DJ: Decay (Joint OLS),0.013785538682449168,-0.0003928619150645338,17.54501792339005,-0.012458982130762797,-0.012458982130762797,,0.16473684210526315
2,Approach DJ,Approach DJ: Decay (Joint OLS),0.007720328092554796,-0.00015343983836730085,25.157508554180197,-0.011357659149242805,-0.011357659149242805,,0.99
3,Approach DJ,Approach DJ: Decay (Joint OLS),0.014819566755947092,-0.00040151151818684354,18.45472182575196,-0.026173924233299894,-0.026173924233299894,,0.47421052631578947
4,Approach DJ,Approach DJ: Decay (Joint OLS),0.00603676082737284,-4.802569410350326e-05,62.849282452457935,-0.06673369594670597,-0.06673369594670597,,0.01
5,Approach DJ,Approach DJ: Decay (Joint OLS),0.01630430131776277,-0.0005625200634611044,14.492195369392489,-0.028609189405815583,-0.028609189405815583,,0.1131578947368421
6,Approach DJ,Approach DJ: Decay (Joint OLS),0.015744349411474564,-0.0004167884650765313,18.887698113938402,-0.023837590613843718,-0.023837590613843718,,0.06157894736842105
7,Approach DJ,Approach DJ: Decay (Joint OLS),0.0025671215129802628,-0.00023245507456544655,5.521758382300884,-0.003464610233539389,-0.003464610233539389,,0.47421052631578947
8,Approach DJ,Approach DJ: Decay (Joint OLS),0.011788899262947001,-0.00031632663856917645,18.634060217424473,-0.006837829351693747,-0.006837829351693747,,0.06157894736842105
9,Approach DJ,Approach DJ: Decay (Joint OLS),0.008600870488945266,-0.00015358929996239632,27.99957578767219,-0.05869686145846553,-0.05869686145846553,,0.01
10,Approach DJ,Approach DJ: Decay (Joint OLS),0.010281653332719144,-2.944928043422125e-05,174.56544236597796,-0.012226901426938053,-0.012226901426938053,,0.01
11,Approach DJ,Approach DJ: Decay (Joint OLS),0.00876902702544519,-0.00012536224508858445,34.9747526428262,-0.0023004648406037553,-0.0023004648406037553,,0.01
12,Approach DJ,Approach DJ: Decay (Joint OLS),0.014779449356679453,-0.0004444346732974055,16.627246077613506,-0.031456427929618114,-0.031456427929618114,,0.06157894736842105
13,Approach DJ,Approach DJ: Decay (Joint OLS),0.006740975610801029,-0.00021148234091048417,15.937443244148541,-0.01954565917056139,-0.01954565917056139,,0.01
14,Approach DJ,Approach DJ: Decay (Joint OLS),0.010168475511834245,-0.00016080836574055532,31.616749119383,-0.01778498035899645,-0.01778498035899645,,0.01
15,Approach DJ,Approach DJ: Decay (Joint OLS),0.009859405797090793,-0.00010557324347122228,46.69462390713762,-0.02442792004475991,-0.02442792004475991,,0.01
16,Approach DJ,Approach DJ: Decay (Joint OLS),0.004216277482680863,-1.8358487305876724e-05,114.83183261322388,0.009160120085295542,0.009160120085295542,,0.99
17,Approach DJ,Approach DJ: Decay (Joint OLS),0.016483890727684865,-0.0003047029460496853,27.04911610043471,-0.03781959118438505,-0.03781959118438505,,0.4226315789473684
18,Approach DJ,Approach DJ: Decay (Joint OLS),0.017391666865487678,-0.0001982640908954899,43.859850734784025,-0.03224707645400526,-0.03224707645400526,,0.06157894736842105
19,Approach DJ,Approach DJ: Decay (Joint OLS),0.012942628533131722,-0.0004711955654678655,13.733818271698464,-0.012730602087287934,-0.012730602087287934,,0.16473684210526315
20,Approach DJ,Approach DJ: Decay (Joint OLS),0.020426845273848804,-0.0004036839218728367,25.30054352806675,-0.01593892377767414,-0.01593892377767414,,0.06157894736842105
21,Approach DJ,Approach DJ: Decay (Joint OLS),0.015587436036004938,-0.0006679157065265587,11.668714991795994,-0.025161808329410507,-0.025161808329410507,,0.5257894736842105
22,Approach DJ,Approach DJ: Decay (Joint OLS),0.00895007580202045,9.209616816546982e-06,-485.9092392389109,-0.020612967670325943,-0.020612967670325943,,0.9384210526315789
23,Approach DJ,Approach DJ: Decay (Joint OLS),0.005898971174141086,-0.00021417134749397097,13.771616145589094,-0.04504469770105346,-0.04504469770105346,,0.99
24,Approach DJ,Approach DJ: Decay (Joint OLS),0.013172370294290662,-0.00016461677812206184,40.0091972536465,-0.07032093595260136,-0.07032093595260136,,0.01
25,Approach DJ,Approach DJ: Decay (Joint OLS),0.013770969901957138,-6.275514690516038e-05,109.7198443561029,0.009260696463980977,0.009260696463980977,,0.99
26,Approach DJ,Approach DJ: Decay (Joint OLS),0.0033191235217185935,-0.00022001977600339556,7.5427845214863085,0.007727898793445265,0.007727898793445265,,0.06157894736842105
27,Approach DJ,Approach DJ: Decay (Joint OLS),0.01740379234873009,-0.00019968898782293798,43.57724614279142,-0.010592791669582935,-0.010592791669582935,,0.06157894736842105
28,Approach DJ,Approach DJ: Decay (Joint OLS),0.008342515840591307,-0.00013351886122613726,31.240963875739677,-0.08733187318757096,-0.08733187318757096,,0.01
29,Approach DJ,Approach DJ: Decay (Joint OLS),0.015317133831339166,-0.0003350873054306633,22.855437348862214,-0.027412636548738156,-0.027412636548738156,,0.7836842105263158
-1,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.006627829238296417,-0.00021482203994184818,15.426325064436021,0.0006939727110314431,0.18623247489284067,,
0,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-0.00011570043290922242,0.0,-0.5054847103218789,-0.4005599600207821,,
1,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-7.308096610836365e-05,0.0,-0.16061983395065282,-0.09723956389335586,,
2,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-0.0001300656737495081,0.0,-0.5266312737926271,-0.4578619626622631,,
3,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-0.0002009363022963709,0.0,-1.3828186594315302,-1.2249163665188831,,
4,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-3.870645665840835e-05,0.0,-0.09955544414369655,-0.029437935189665643,,
5,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-0.0001475982327876929,0.0,-0.7087927859817031,-0.5817228588008627,,
6,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.011024894626276906,-0.00027234941495925903,20.24034938339436,-0.7949268931678801,-0.6533979872315778,,
7,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-9.145213887572467e-05,0.0,-0.32222582470454864,-0.23828734571478272,,
8,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.007047119104491033,-0.00027336837993013213,12.889418860901444,-0.05503305659493529,0.046603746036538496,,
9,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,2.97238535068356e-05,-0.0,-0.0287672606164715,0.03505535980063601,,
10,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,0.00013769908580787797,-0.0,-0.4343464030416855,-0.332101331781286,,
11,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,8.038643871150752e-06,-0.0,-0.00855521585221708,0.09163201219833372,,
12,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.010721943632426312,-0.0003119567860764828,17.184982201024475,-0.37809717714727253,-0.3038108109019053,,
13,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-6.863441810337806e-05,0.0,-0.20392485512359304,-0.11938494923745391,,
14,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-2.1671706518198715e-05,0.0,-0.026542635593626906,0.04974947740050295,,
15,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,5.49448538316295e-05,-0.0,-0.07605775365219603,-0.0029967354855424677,,
16,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-0.0001642634277934414,0.0,-0.7748707949501865,-0.6694004224792898,,
17,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.012714342588109809,-0.00021960494927972737,28.948215032974037,-2.174152196142131,-1.941753757514273,,
18,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,9.683556185713953e-05,-0.0,-0.2071970340422593,-0.13285223159658255,,
19,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.00996289205763681,-0.0003497876444959845,14.24134359004093,-0.16991560039848674,-0.12149254919178465,,
20,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.011849198491190888,-0.00029207991124622273,20.284172301740465,-1.0565355375880126,-0.8740373081506312,,
21,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.009109633590599664,-0.00042226531883658773,10.786622988241424,-0.21691069653815243,-0.1804541637228514,,
22,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,8.328542214393928e-05,-0.0,-0.19864976734472806,-0.1136395248844726,,
23,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-5.9992656256164685e-06,0.0,-0.023917841386001504,0.0030220001865828294,,
24,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,0.00011587791759263793,-0.0,-0.25744436842528917,-0.17526445323938966,,
25,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,0.0001535219471063058,-0.0,-0.5487297510952354,-0.43749028557833314,,
26,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,-0.00012982480417903053,0.0,-0.6193622730989135,-0.5473577548953552,,
27,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,0.00011830035639080549,-0.0,-0.3285471639233293,-0.21808121428016047,,
28,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,7.116208745217606e-05,-0.0,-0.13489518998985317,-0.09401423225616035,,
29,Approach QP,Approach QP: Quadratic (Polynomial Detrending),0.0,7.21743975305781e-05,-0.0,-0.15413210786921128,-0.13396107513625322,,
-1,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.1856673502562165,0.1856673502562165,,
0,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.4005599600207821,,
1,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.09723956389335586,,
2,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.4578619626622631,,
3,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-1.2249163665188831,,
4,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.029437935189665643,,
5,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.5817228588008627,,
6,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.6533979872315778,,
7,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.23828734571478272,,
8,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,0.046603746036538496,,
9,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,0.03505535980063601,,
10,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.332101331781286,,
11,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,0.09163201219833372,,
12,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.3038108109019053,,
13,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.11938494923745391,,
14,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,0.04974947740050295,,
15,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.0029967354855424677,,
16,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.6694004224792898,,
17,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-1.941753757514273,,
18,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.13285223159658255,,
19,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.12149254919178465,,
20,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.8740373081506312,,
21,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.1804541637228514,,
22,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.1136395248844726,,
23,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,0.0030220001865828294,,
24,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.17526445323938966,,
25,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.43749028557833314,,
26,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.5473577548953552,,
27,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.21808121428016047,,
28,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.09401423225616035,,
29,Approach NP,Approach NP: No Climate Response (Precomputed k),0.0,0.0,,0.0,-0.13396107513625322,,
-1,Approach QL,Approach QL: Quadratic (LOESS Detrending),0.007911756899983486,-0.0002574614600677053,15.364934421452654,0.0009430819651525812,0.18643533269182488,,
0,Approach QL,Approach QL: Quadratic (LOESS Detrending),0.010837022875249376,-0.0003831154959148095,14.143284454433974,-0.01537948122604349,0.43962885519824324,,
1,Approach QL,Approach QL: Quadratic (LOESS Detrending),0.009609295526677962,-0.0003204870864848782,14.991704708094948,-0.011176411827352739,0.5092360343129371,,
2,Approach QL,Approach QL: Quadratic (LOESS Detrending),0.006402525618566281,-0.0002968165949793799,10.785322867495111,-0.01126927074072337,0.4312936502515716,,
3,Approach QL,Approach QL: Quadratic (LOESS Detrending),0.007212249462204795,-0.00038063773448385093,9.473902360185974,-0.012407490955124167,0.45748906129089295,,
4,Approach QL,Approach QL: Quadratic (LOESS Detrending),0.008148275353861633,-0.00027924477370590257,14.589843966862034,-0.014582388169456229,0.36746131017803574,,
