# Input data: Maddison_CRU_dataset.csv
iteration,approach,approach_name,h1,h2,T_opt,r_squared,total_r_squared,f1,h4,h3
8,approach1,1: Precomputed k Combined,0.00590810587292287,-0.00015278270509540802,19.334995637213787,0.00039826729989556053,0.18543621197868798,,,
9,approach1,1: Precomputed k Combined,0.007198777224536396,-0.00022976385242346871,15.665600024995692,0.0009726010755354286,0.20342076293647327,,,
10,approach1,1: Precomputed k Combined,0.00839366806928052,-0.0003141068389863137,13.361167328238672,0.0015284394591691397,0.19761320641659275,,,
11,approach1,1: Precomputed k Combined,0.007470611013293994,-0.00028934220727920145,12.909646130689136,0.0013199193583565139,0.1889296353085096,,,
12,approach1,1: Precomputed k Combined,0.004825719981181702,-0.00018868976747033196,12.787444825116069,0.0007464492690711921,0.2119945337005089,,,
13,approach1,1: Precomputed k Combined,0.0062638233325189386,-0.00014764870003403742,21.211914940920376,0.0003648392817778845,0.19510289022194227,,,
14,approach1,1: Precomputed k Combined,0.009869319065060568,-0.0003422686771795806,14.41750256901592,0.0017649511030269904,0.17050392580505902,,,
15,approach1,1: Precomputed k Combined,0.00402345497155121,-3.524780605508041e-05,57.07383553552113,0.0005633067164777517,0.22378467565297322,,,
16,approach1,1: Precomputed k Combined,0.0070344722827763604,-0.00022131512161119456,15.892434804194018,0.0008348506869843009,0.19317686182692106,,,
17,approach1,1: Precomputed k Combined,0.013606027894572327,-0.0004208152821191265,16.1662711321409,0.001452132739100942,0.162026030887096,,,
18,approach1,1: Precomputed k Combined,0.008176619746914934,-0.00021105352643544949,19.370962155933807,0.0005804255071923947,0.18674116184738632,,,
19,approach1,1: Precomputed k Combined,0.006496189346851414,-0.0002205062504025457,14.7301705393663,0.0007277776672022229,0.19548012275919724,,,
20,approach1,1: Precomputed k Combined,0.0046349074821853305,-0.00019085083544745444,12.142748737040309,0.0005650473346370255,0.19995613901579912,,,
21,approach1,1: Precomputed k Combined,0.009587162976860172,-0.00035560212085191723,13.48018250550949,0.001994225050442222,0.19303000425798966,,,
22,approach1,1: Precomputed k Combined,0.003988177777466541,-0.00017241481848681383,11.565646771166465,0.0006111132098877148,0.19266454961875634,,,
23,approach1,1: Precomputed k Combined,0.009454721908257215,-0.00021437806151083927,22.051514603744028,0.0006734173314869585,0.16369592157644508,,,
24,approach1,1: Precomputed k Combined,0.006418991414200957,-0.00023343705102008675,13.748870168961774,0.0010759027699643875,0.20109189347050616,,,
25,approach1,1: Precomputed k Combined,0.007660900309172521,-0.00023641724963813105,16.202075611865414,0.0010068218262222484,0.17423252918042886,,,
26,approach1,1: Precomputed k Combined,0.013592399166545113,-0.0003803327034351344,17.86909072475185,0.0014878742033205272,0.17468236458450903,,,
27,approach1,1: Precomputed k Combined,0.005858529907728387,-0.00017563092981746453,16.678525570118065,0.00045406489501853553,0.17263201217989899,,,
28,approach1,1: Precomputed k Combined,0.010589160350238424,-0.00025469905279709455,20.78759271765776,0.0005973173609576943,0.15999064452998013,,,
29,approach1,1: Precomputed k Combined,0.008162531833551074,-0.00027968742121302733,14.592239790673286,0.0011320119705188203,0.2286810002720685,,,
-1,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.1856673502562165,0.1856673502562165,,,
0,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.18542072504708584,0.18542072504708584,,,
1,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.25556544323373664,0.25556544323373664,,,
2,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.204022276067108,0.204022276067108,,,
3,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.20655046324083814,0.20655046324083814,,,
4,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.18913652779297874,0.18913652779297874,,,
5,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.1970327150505069,0.1970327150505069,,,
6,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.17377736621843343,0.17377736621843343,,,
7,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.17955325550146406,0.17955325550146406,,,
8,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.18511166860322614,0.18511166860322614,,,
9,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.20264525485376073,0.20264525485376073,,,
10,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.19638492943275476,0.19638492943275476,,,
11,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.18785767292926825,0.18785767292926825,,,
12,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.21140588820216355,0.21140588820216355,,,
13,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.19480912496139913,0.19480912496139913,,,
14,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.16903731730165628,0.16903731730165628,,,
15,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.22334718190416847,0.22334718190416847,,,
16,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.1925027221697866,0.1925027221697866,,,
17,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.16080741185544056,0.16080741185544056,,,
18,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.1862688515328189,0.1862688515328189,,,
19,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.19489418472710707,0.19489418472710707,,,
20,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.1995038207833456,0.1995038207833456,,,
21,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.1914175087986869,0.1914175087986869,,,
22,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.19217087456887338,0.19217087456887338,,,
23,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.16313236040378043,0.16313236040378043,,,
24,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.20023142024021223,0.20023142024021223,,,
25,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.17340029055140704,0.17340029055140704,,,
26,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.17345256597960923,0.17345256597960923,,,
27,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.17225616276134093,0.17225616276134093,,,
28,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.159488592474182,0.159488592474182,,,
29,approach1h0,approach1h0: No Climate Response (Precomputed k),0.0,0.0,,0.2278068684035488,0.2278068684035488,,,
-1,approach2,2: Precomputed k LOESS,0.007911756899983486,-0.0002574614600677053,15.364934421452654,0.0009430819651525812,0.18643533269182488,,,
0,approach2,2: Precomputed k LOESS,0.008757509829945645,-0.0002585392208285119,16.936520892036086,0.0011600824701644141,0.1862839123817469,,,
1,approach2,2: Precomputed k LOESS,0.007153682338616212,-0.00025101530280402593,14.249494470465162,0.0017052556763503812,0.25418947089552546,,,
2,approach2,2: Precomputed k LOESS,0.002860134742079152,-0.00010094093155639103,14.167368469753654,0.0001263948236296386,0.20668905344572597,,,
3,approach2,2: Precomputed k LOESS,0.006705951749263705,-0.0002609002877679881,12.851560660651963,0.0010275401572346077,0.2051980025442416,,,
4,approach2,2: Precomputed k LOESS,0.008781965446658106,-0.0002497972471310981,17.578187004697398,0.0007597798719261029,0.19054817119178646,,,
5,approach2,2: Precomputed k LOESS,0.00832022966999748,-0.00023519703786319267,17.687785836055294,0.0008883319586122651,0.19884115807948521,,,
6,approach2,2: Precomputed k LOESS,0.010055566195751436,-0.0002549346958228216,19.721847124998643,0.0007771428041432049,0.17632988729301335,,,
7,approach2,2: Precomputed k LOESS,0.0099114072874258,-0.0003956100149397176,12.526739608621996,0.00234476092744218,0.1792392087547079,,,
8,approach2,2: Precomputed k LOESS,0.007237412803154885,-0.00019435442594584336,18.619109824572714,0.0005833373536152653,0.18656760123302496,,,
9,approach2,2: Precomputed k LOESS,0.00842530456356505,-0.00026799026166993503,15.719422995194341,0.001259219121117816,0.20114597195662032,,,
10,approach2,2: Precomputed k LOESS,0.010004123924022322,-0.00036059667631714576,13.871625254836886,0.0018841042991616375,0.19614522519806876,,,
11,approach2,2: Precomputed k LOESS,0.00827835424931936,-0.0003078727927195717,13.444439465067905,0.0014073353324614013,0.18645505713060473,,,
12,approach2,2: Precomputed k LOESS,0.006064666165952282,-0.00023401264575552462,12.957988117206495,0.0010646701560727,0.2162094043104359,,,
13,approach2,2: Precomputed k LOESS,0.007758176974524822,-0.0001932565531911713,20.07222225176074,0.0005199379181881625,0.19248659422358472,,,
14,approach2,2: Precomputed k LOESS,0.010683997913954064,-0.0003676982981512903,14.528212351907744,0.0019300580555974278,0.1682217152236093,,,
15,approach2,2: Precomputed k LOESS,0.004952519794432992,-4.701049930785267e-05,52.67461383467713,0.000756821564025123,0.22275714082194042,,,
16,approach2,2: Precomputed k LOESS,0.008593987799462438,-0.00027489221666922905,15.631558986268733,0.0012070846376699418,0.19285537441091127,,,
17,approach2,2: Precomputed k LOESS,0.015525894386811932,-0.00048876029040869,15.88293350696467,0.0018462991457275368,0.16203024625784257,,,
18,approach2,2: Precomputed k LOESS,0.009896788443072058,-0.00025794523133048475,19.183894953250928,0.0008066321369777363,0.18291499123954846,,,
19,approach2,2: Precomputed k LOESS,0.00748135398583917,-0.00026361663784431165,14.18983651224919,0.0009773341236302135,0.19389791647532606,,,
20,approach2,2: Precomputed k LOESS,0.0058501670072241985,-0.00022652789918623653,12.912685431330846,0.0007346754498266383,0.1992743701095795,,,
21,approach2,2: Precomputed k LOESS,0.010687462777430004,-0.00039740539817593556,13.446549576936738,0.002302045303869349,0.1888917154497335,,,
22,approach2,2: Precomputed k LOESS,0.004107236561961543,-0.00017295934540979713,11.873416126287246,0.0005668130577840547,0.1916299444897973,,,
23,approach2,2: Precomputed k LOESS,0.011429299709485558,-0.0002785687240823384,20.51432684544178,0.0009148090071482429,0.16648212665012918,,,
24,approach2,2: Precomputed k LOESS,0.007533799255297328,-0.0002806138506065836,13.423783678196987,0.0014660325731853385,0.20245896831842414,,,
25,approach2,2: Precomputed k LOESS,0.008271380960629857,-0.00025898622030731737,15.968766505829727,0.0011421401392379682,0.17296830926480744,,,
26,approach2,2: Precomputed k LOESS,0.015192185990689054,-0.00043352829053258787,17.521562401412734,0.001812192563299786,0.1742108027311331,,,
27,approach2,2: Precomputed k LOESS,0.0065386488981666315,-0.00018951061071475881,17.251405801251558,0.0005256865149199097,0.17495583899817946,,,
28,approach2,2: Precomputed k LOESS,0.013874041598334733,-0.0003587670787835842,19.335722839140214,0.000993143996307233,0.1617843121097945,,,
29,approach2,2: Precomputed k LOESS,0.010840329733491163,-0.00035678121903957925,15.19184468660134,0.0017280682364443356,0.22834286793555048,,,
-1,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.1856673502562165,0.1856673502562165,,,
0,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.18533883824887576,0.18533883824887576,,,
1,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.25291550081257275,0.25291550081257275,,,
2,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.2065887703732916,0.2065887703732916,,,
3,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.2043804715288574,0.2043804715288574,,,
4,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.18993269836109572,0.18993269836109572,,,
5,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.19812883029274442,0.19812883029274442,,,
6,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.17568928014870278,0.17568928014870278,,,
7,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.17731019785122426,0.17731019785122426,,,
8,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.18609281877183892,0.18609281877183892,,,
9,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.20013877140333058,0.20013877140333058,,,
10,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.19462782001132695,0.19462782001132695,,,
11,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.18530851301591644,0.18530851301591644,,,
12,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.2153740364633786,0.2153740364633786,,,
13,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.19206651897142402,0.19206651897142402,,,
14,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.16661323037546705,0.16661323037546705,,,
15,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.22216846114015243,0.22216846114015243,,,
16,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.1918799050589155,0.1918799050589155,,,
17,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.16048024164517072,0.16048024164517072,,,
18,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.182255372142878,0.182255372142878,,,
19,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.1931093146745182,0.1931093146745182,,,
20,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.19868566413942867,0.19868566413942867,,,
21,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.18702019911697,0.18702019911697,,,
22,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.19117148992878075,0.19117148992878075,,,
23,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.1657189188025564,0.1657189188025564,,,
24,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.2012880305546242,0.2012880305546242,,,
25,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.1720226430911016,0.1720226430911016,,,
26,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.172711596839221,0.172711596839221,,,
27,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.1745218962906978,0.1745218962906978,,,
28,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.1609510156483781,0.1609510156483781,,,
29,approach2h0,approach2h0: No Climate Response (LOESS Precomputed k),0.0,0.0,,0.22700708342942844,0.22700708342942844,,,
-1,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00018979588635545684,16.83484610158724,0.0010394377821192347,0.1865137983795735,,-0.00038536937652763214,
0,approach3,3: Piecewise Quadratic LOESS,0.0,-0.0003150574901049859,15.000148503419487,0.0011777738219741485,0.18629832483896525,,-0.00018589934777693228,
1,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00022330085710947338,14.999909050537347,0.001720118772007062,0.25420057488390047,,-0.00028481676699613036,
2,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00010584337446603442,14.999931077360333,0.00012542273960314265,0.20668828218334334,,-9.935062946341118e-05,
3,approach3,3: Piecewise Quadratic LOESS,0.0,-0.0001961664872668241,13.602041164846773,0.001056845803869888,0.20522131868899907,,-0.0003010235253863752,
4,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00014557882686080372,22.988325669550722,0.001260329460527343,0.1909536500463611,,-0.0011978923992812065,
5,approach3,3: Piecewise Quadratic LOESS,0.0,-0.0002326545332079744,17.7494257215282,0.0008885515536748434,0.1988413341664349,,-0.00024224703557813613,
6,approach3,3: Piecewise Quadratic LOESS,0.0,-0.0001813904970473342,22.843141464750783,0.0011580929147009256,0.1766439085528747,,-0.0012702712153816094,
7,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00020928696224224328,15.836465066838064,0.002774705265740307,0.17959291957731738,,-0.000663814258045636,
8,approach3,3: Piecewise Quadratic LOESS,0.0,-0.0001273819349307586,23.011218042673445,0.0010905472023536866,0.1869804229713029,,-0.0012121578222628955,
9,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00012436763623366431,25.84882126633552,0.0017693039841503166,0.2015539690618542,,-0.003601141535587361,
10,approach3,3: Piecewise Quadratic LOESS,0.0,-0.000295527792433769,14.999712230215827,0.001910037931458719,0.19616611142404683,,-0.000422425494436887,
11,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00018971778690245083,15.81032187200398,0.0016647017714808143,0.18666473137750916,,-0.0005093216123564965,
12,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00016438875611641287,15.000153832489564,0.001120899827425137,0.2162535235705001,,-0.0003143892963919058,
13,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00012599224328607576,25.241444343246602,0.0009437700843483166,0.19282902242096234,,-0.002462547221675832,
14,approach3,3: Piecewise Quadratic LOESS,0.0,-0.0002564166489086051,16.345126176196565,0.002135665519575891,0.16839306576382496,,-0.0005470461846396599,
15,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00016970636929245,18.97304821269578,0.0007942747955541618,0.222786273126656,,0.00027871571527495327,
16,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00014107673095190725,22.718662077796377,0.0015568010387989606,0.1931379872621941,,-0.0010962839694466657,
17,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00023803976406860564,16.415772274015456,0.002175547180129467,0.16230665648812248,,-0.0006692104281426093,
18,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00026319652596973846,19.039653320188094,0.0008073037967948338,0.18291554048575565,,-0.00024055067069929706,
19,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00018691263594750537,15.629941108750177,0.001077945794724311,0.193979099095567,,-0.00038127625930987457,
20,approach3,3: Piecewise Quadratic LOESS,0.0,-7.7389155105497e-05,22.879494195213127,0.0019675736745763395,0.2002623091317285,,-0.0021199929852191907,
21,approach3,3: Piecewise Quadratic LOESS,0.0,-0.0002817970971926067,15.000097344346745,0.002385913377249693,0.1889598984993306,,-0.0004943412650499668,
22,approach3,3: Piecewise Quadratic LOESS,0.0,-0.0001474099160260152,12.219360904630003,0.0005724073593802448,0.19163446932042216,,-0.00018706584752556978,
23,approach3,3: Piecewise Quadratic LOESS,0.0,-0.0002082238668773199,23.06474253975143,0.0013139513456420504,0.16681512355183947,,-0.0012362373278060306,
24,approach3,3: Piecewise Quadratic LOESS,0.0,-0.00019970963279371254,15.91725452530736,0.001608581784356966,0.20257282407962196,,-0.0004397818834298362,
