# Input data: Maddison_CRU_dataset.csv
iteration,approach,approach_name,C_Delta_u,C_epsilon,C_j,C_k,C_v,Sigma_Delta_u_Delta_u,Sigma_Delta_u_epsilon,Sigma_Delta_u_j,Sigma_Delta_u_k,Sigma_Delta_u_v,Sigma_epsilon_epsilon,Sigma_h_epsilon,Sigma_h_h,Sigma_h_j,Sigma_h_k,Sigma_j_epsilon,Sigma_j_j,Sigma_j_k,Sigma_k_epsilon,Sigma_k_k,Sigma_v_epsilon,Sigma_v_j,Sigma_v_k,Sigma_v_v,cov_epsilon_Delta_u,cov_epsilon_j,cov_epsilon_k,cov_epsilon_v,s_Delta_u,s_epsilon,s_j,s_k,s_v,sum_check,var_dy
20,approach0,0: Conjoined OLS Fit,0.0,0.003497113550951017,0.0004196345807203318,0.00040321247945347233,5.202340317005746e-05,0.0,0.0,0.0,0.0,0.0,0.0034971135509510917,-1.4381117424663258e-17,0.0005413855905346868,-0.0004801728852790883,-9.18930208552671e-06,-4.842106545930558e-17,0.001038006565981902,-0.00013819909998243345,-1.1970791101850091e-17,0.0005506008815214444,-1.4381117424663258e-17,-0.0004801728852790883,-9.18930208552671e-06,0.0005413855905346868,0.0,-4.842106545930558e-17,-1.1970791101850091e-17,-1.4381117424663258e-17,0.0,0.799891660060207,0.09598264297130814,0.09222643041125192,0.01189926655723326,0.004371984014294878,0.0043719840142948775
21,approach0,0: Conjoined OLS Fit,0.0,0.00299816433449665,0.0002707308797267641,0.00031441596978959706,0.00013529633864232916,0.0,0.0,0.0,0.0,0.0,0.002998164334496671,-3.77041547944754e-17,0.0017376265832756374,-0.0015953590039131354,-6.971240720135073e-06,8.372888675912134e-18,0.0018650323388412534,1.0575447986377276e-06,8.393323638517968e-18,0.00032032966571108603,-3.77041547944754e-17,-0.0015953590039131354,-6.971240720135073e-06,0.0017376265832756374,0.0,8.372888675912134e-18,8.393323638517968e-18,-3.77041547944754e-17,0.0,0.8062599551661626,0.07280437047398959,0.084552071675766,0.036383602684081674,0.0037186075226553405,0.003718607522655341
22,approach0,0: Conjoined OLS Fit,0.0,0.002827624218660907,0.00031468329319517155,0.00029560083407015146,6.533271800128835e-05,0.0,0.0,0.0,0.0,0.0,0.002827624218660594,-1.2838702435409801e-17,0.0005463262081839051,-0.00045598596114769275,-2.500752903491116e-05,5.560927902235283e-17,0.0012660066848494637,-0.000495337430506655,2.705437160781645e-16,0.000815945793611447,-1.2838702435409801e-17,-0.00045598596114769275,-2.500752903491116e-05,0.0005463262081839051,0.0,5.560927902235283e-17,2.705437160781645e-16,-1.2838702435409801e-17,0.0,0.8071452027029021,0.08982633151781368,0.08437924444136038,0.018649221337923915,0.0035032410639275185,0.003503241063927518
23,approach0,0: Conjoined OLS Fit,0.0,0.003933981749088384,0.00041866020567830637,0.0003889849392087906,-3.697241667678116e-05,0.0,0.0,0.0,0.0,0.0,0.003933981749088287,1.9928435342023652e-17,0.0005573086440009661,-0.0005859875629507774,-8.293497726989794e-06,4.422345746130736e-18,0.0010827202748567993,-7.807250622771999e-05,7.287637275517773e-17,0.0004753509431634275,1.9928435342023652e-17,-0.0005859875629507774,-8.293497726989794e-06,0.0005573086440009661,0.0,4.422345746130736e-18,7.287637275517773e-17,1.9928435342023652e-17,0.0,0.8361893031828302,0.08898851290747517,0.08268087297074711,-0.007858689061052965,0.0047046544772987,0.004704654477298701
24,approach0,0: Conjoined OLS Fit,0.0,0.003538971376494425,0.0004091869780875737,0.00041134398972498854,7.18944564523362e-05,0.0,0.0,0.0,0.0,0.0,0.0035389713764944434,-1.2421059764450984e-17,0.0007458177566044559,-0.0006676726293369398,-6.250670815167509e-06,-1.0446812545852263e-18,0.0010772891118139654,-4.2950438945085543e-07,-4.813258087030579e-18,0.0004180241649296117,-1.2421059764450984e-17,-0.0006676726293369398,-6.250670815167509e-06,0.0007458177566044559,0.0,-1.0446812545852263e-18,-4.813258087030579e-18,-1.2421059764450984e-17,0.0,0.798613063918812,0.09233814900472445,0.09282490560414368,0.01622388147231975,0.004431396800759324,0.004431396800759324
25,approach0,0: Conjoined OLS Fit,0.0,0.0031440891042064487,0.00032643328628573735,0.00032338229000823524,1.4548376831768442e-05,0.0,0.0,0.0,0.0,0.0,0.0031440891042060384,-3.3407416618004962e-18,0.00045703100318378987,-0.0004498719699859188,7.389343633900718e-06,1.215945227250932e-17,0.0009230806084226053,-0.0001467753521509613,4.0129350175654077e-16,0.00046276829852489454,-3.3407416618004962e-18,-0.0004498719699859188,7.389343633900718e-06,0.00045703100318378987,0.0,1.215945227250932e-17,4.0129350175654077e-16,-3.3407416618004962e-18,0.0,0.82555543074197,0.0857128291649216,0.0849117174716507,0.0038200226214576308,0.0038084530573321896,0.00380845305733219
26,approach0,0: Conjoined OLS Fit,0.0,0.003734029810669745,0.0004145060757792236,0.00039667711480533636,-1.9280815113434867e-05,0.0,0.0,0.0,0.0,0.0,0.0037340298106697525,1.0598301070597704e-16,0.0007820929935565192,-0.0008135375837063236,1.2163775036263546e-05,-9.791112553182245e-17,0.0015867472537534522,-0.00035870359426780704,-1.5487803052338553e-17,0.0007432169340368953,1.0598301070597704e-16,-0.0008135375837063236,1.2163775036263546e-05,0.0007820929935565192,0.0,-9.791112553182245e-17,-1.5487803052338553e-17,1.0598301070597704e-16,0.0,0.8250299953905501,0.091584685481702,0.08764539513429415,-0.004260076006546411,0.00452593218614087,0.004525932186140871
27,approach0,0: Conjoined OLS Fit,0.0,0.003152011104814878,0.0003200695123577367,0.00031926287802483855,1.8787158607408733e-05,0.0,0.0,0.0,0.0,0.0,0.0031520111048148882,-7.159906268422879e-18,0.00016597981779080723,-0.00014791287824849592,7.202190651045771e-07,3.621938488616688e-17,0.000532970730814812,-6.498834020861563e-05,-3.9616847309087844e-17,0.00038353099916838923,-7.159906268422879e-18,-0.00014791287824849592,7.202190651045771e-07,0.00016597981779080723,0.0,3.621938488616688e-17,-3.9616847309087844e-17,-7.159906268422879e-18,0.0,0.8272711335153892,0.08400486530248245,0.08379315751443255,0.004930843667696161,0.003810130653804862,0.0038101306538048606
28,approach0,0: Conjoined OLS Fit,0.0,0.004147094029031664,0.0004350282466048594,0.0003691450520578256,-1.3790004239211733e-05,0.0,0.0,0.0,0.0,0.0,0.004147094029031634,-3.789986078109409e-18,0.0005748243081854365,-0.0005896270717082216,1.0127592835771582e-06,-3.5537044809528856e-18,0.0011761878960419017,-0.00015153257772881708,3.672577475108318e-17,0.0005196648705030288,-3.789986078109409e-18,-0.0005896270717082216,1.0127592835771582e-06,0.0005748243081854365,0.0,-3.5537044809528856e-18,3.672577475108318e-17,-3.789986078109409e-18,0.0,0.8399216355548991,0.08810739130654606,0.07476389821665168,-0.002792925078096722,0.004937477323455137,0.004937477323455137
29,approach0,0: Conjoined OLS Fit,0.0,0.0026377514988706694,0.00036581939102246194,0.00034324574821612713,7.415604316039494e-05,0.0,0.0,0.0,0.0,0.0,0.0026377514988702674,-4.52221725408379e-17,0.000628967374742232,-0.0005609479040866627,6.136572504870953e-06,4.4157496000103887e-16,0.0009841611506779342,-5.739385556925114e-05,5.8580892313170704e-18,0.00039450303128050145,-4.52221725408379e-17,-0.0005609479040866627,6.136572504870953e-06,0.000628967374742232,0.0,4.4157496000103887e-16,5.8580892313170704e-18,-4.52221725408379e-17,0.0,0.7710530730960703,0.10693432105593209,0.10033571741027045,0.021676888437727252,0.0034209726812696535,0.003420972681269653
-1,approach0h0,approach0h0: No Climate Response (Joint),0.0,0.0032035570400591345,0.00044343969451195463,0.0002869693676932503,0.0,0.0,0.0,0.0,0.0,0.0,0.003203557040059143,0.0,0.0,0.0,0.0,-1.7199143734917976e-17,0.0006266572193046024,-0.0001832175247926306,8.445085548688242e-18,0.0004701868924858724,0.0,0.0,0.0,0.0,0.0,-1.7199143734917976e-17,8.445085548688242e-18,0.0,0.0,0.8143326497437812,0.11272077160418756,0.0729465786520312,0.0,0.00393396610226434,0.00393396610226434
0,approach0h0,approach0h0: No Climate Response (Joint),0.0,0.0032629709672004335,0.00034145546104625483,0.0004012867878047037,0.0,0.0,0.0,0.0,0.0,0.0,0.0032629709672004487,0.0,0.0,0.0,0.0,-7.962827925675652e-18,0.0005638920183502409,-0.0002224365573039781,-7.09078213452271e-18,0.0006237233451086889,0.0,0.0,0.0,0.0,0.0,-7.962827925675652e-18,-7.09078213452271e-18,0.0,0.0,0.8145792749529105,0.08524211360863286,0.10017861143845685,0.0,0.004005713216051392,0.004005713216051391
1,approach0h0,approach0h0: No Climate Response (Joint),0.0,0.0020338178132673925,0.00038171715509955636,0.0003164953958628603,0.0,0.0,0.0,0.0,0.0,0.0,0.002033817813267391,0.0,0.0,0.0,0.0,-7.78758969003494e-18,0.00038065778404033386,1.0593710592303175e-06,8.906246196247746e-18,0.0003154360248036211,0.0,0.0,0.0,0.0,0.0,-7.78758969003494e-18,8.906246196247746e-18,0.0,0.0,0.744434556766264,0.13971922131515802,0.11584622191857816,0.0,0.0027320303642298094,0.0027320303642298085
2,approach0h0,approach0h0: No Climate Response (Joint),0.0,0.0031032798629391178,0.00047745367561651285,0.0003179683592889095,0.0,0.0,0.0,0.0,0.0,0.0,0.003103279862939144,0.0,0.0,0.0,0.0,-5.199224067788667e-18,0.0005231090187820393,-4.565534316552126e-05,-2.131151757883212e-17,0.00036362370245445207,0.0,0.0,0.0,0.0,0.0,-5.199224067788667e-18,-2.131151757883212e-17,0.0,0.0,0.7959777239328855,0.12246478138800014,0.08155749467911445,0.0,0.00389870189784454,0.00389870189784454
3,approach0h0,approach0h0: No Climate Response (Joint),0.0,0.002867114004843691,0.0004325779186659951,0.0003137880421531692,0.0,0.0,0.0,0.0,0.0,0.0,0.0028671140048437045,0.0,0.0,0.0,0.0,-1.8376489865931412e-17,0.00052160448195582,-8.902656328980653e-05,4.807662204850008e-18,0.0004028146054429709,0.0,0.0,0.0,0.0,0.0,-1.8376489865931412e-17,4.807662204850008e-18,0.0,0.0,0.7934495367591582,0.11971227812982858,0.08683818511101336,0.0,0.0036134799656628554,0.003613479965662855
4,approach0h0,approach0h0: No Climate Response (Joint),0.0,0.0040056440765141,0.0004070425125094341,0.0005272869253974731,0.0,0.0,0.0,0.0,0.0,0.0,0.00400564407651414,0.0,0.0,0.0,0.0,1.1976686763433193e-18,0.0020140901615671677,-0.0016070476490577348,-4.1021413736411e-17,0.002134334574455249,0.0,0.0,0.0,0.0,0.0,1.1976686763433193e-18,-4.1021413736411e-17,0.0,0.0,0.8108634722070129,0.08239771151022895,0.10673881628275773,0.0,0.004939973514421007,0.004939973514421009
5,approach0h0,approach0h0: No Climate Response (Joint),0.0,0.0030876487796280237,0.00039636801438755736,0.0003612815606020063,0.0,0.0,0.0,0.0,0.0,0.0,0.003087648779628037,0.0,0.0,0.0,0.0,-6.4839037157164794e-18,0.0006419560475547288,-0.0002455880331671649,-6.812986554844395e-18,0.000606869593769178,0.0,0.0,0.0,0.0,0.0,-6.4839037157164794e-18,-6.812986554844395e-18,0.0,0.0,0.8029672849494895,0.10307861128944204,0.09395410376106837,0.0,0.0038452983546175875,0.0038452983546175875
6,approach0h0,approach0h0: No Climate Response (Joint),0.0,0.003751268066497095,0.00044779155819647717,0.00034120339052765063,0.0,0.0,0.0,0.0,0.0,0.0,0.003751268066497115,0.0,0.0,0.0,0.0,-8.068562619109867e-19,0.0011217915707765246,-0.0006740000125800466,-1.9129123528409686e-17,0.0010152034031077164,0.0,0.0,0.0,0.0,0.0,-8.068562619109867e-19,-1.9129123528409686e-17,0.0,0.0,0.826222633781562,0.09862678807268585,0.07515057814575211,0.0,0.004540263015221223,0.004540263015221223
7,approach0h0,approach0h0: No Climate Response (Joint),0.0,0.003218479814736114,0.00034408230918407776,0.00036027605700682063,0.0,0.0,0.0,0.0,0.0,0.0,0.003218479814736125,0.0,0.0,0.0,0.0,-1.6165804134395156e-17,0.000697784036712478,-0.0003537017275283841,4.710483715196354e-18,0.0007139777845352,0.0,0.0,0.0,0.0,0.0,-1.6165804134395156e-17,4.710483715196354e-18,0.0,0.0,0.8204467444985332,0.08771259310593515,0.09184066239553204,0.0,0.003922838180927013,0.003922838180927011
8,approach0h0,approach0h0: No Climate Response (Joint),0.0,0.0036574773316152645,0.000480665087070091,0.00035017480306956465,0.0,0.0,0.0,0.0,0.0,0.0,0.0036574773316152697,0.0,0.0,0.0,0.0,-3.0385140608159424e-18,0.0008898701181979866,-0.0004092050311278926,-2.1887893443430867e-18,0.0007593798341974594,0.0,0.0,0.0,0.0,0.0,-3.0385140608159424e-18,-2.1887893443430867e-18,0.0,0.0,0.8148883313967726,0.10709249442982827,0.07801917417339929,0.0,0.00448831722175492,0.0044883172217549195
