# Input data: bootstrap_h_values.csv
# Point estimate cumulative effects for all countries
iteration,approach,iso3,year,temp,h_T,h_T_trend_1961,h_T_delta,h_T_delta_cum
-1,approach0,AFG,1961,12.3,0.1090193,0.10774445338718808,0.0012748466128119224,0.0012748466128119224
-1,approach0,AFG,1962,12.0,0.10792272,0.10774445338718808,0.00017826661281192258,0.0014533404882111078
-1,approach0,AFG,1963,12.9,0.1109781,0.10774445338718808,0.003233646612811919,0.004691686690570185
-1,approach0,AFG,1964,11.3,0.10506022,0.10774445338718808,-0.0026842333871880814,0.0019948597213250707
-1,approach0,AFG,1965,12.2,0.10866245,0.10774445338718808,0.0009179966128119166,0.0029146876086041384
-1,approach0,AFG,1966,12.5,0.10970695,0.10774445338718808,0.0019624966128119203,0.004882904285975487
-1,approach0,AFG,1967,11.9,0.10753983,0.10774445338718808,-0.00020462338718807427,0.0046772817423730295
-1,approach0,AFG,1968,12.0,0.10792272,0.10774445338718808,0.00017826661281192258,0.004856382158358263
-1,approach0,AFG,1969,11.7,0.10674802,0.10774445338718808,-0.0009964333871880782,0.0038551097098467046
-1,approach0,AFG,1970,12.8,0.11067333,0.10774445338718808,0.002928876612811923,0.0067952774633275315
-1,approach0,AFG,1971,12.7,0.11035989,0.10774445338718808,0.002615436612811925,0.009428486693611182
-1,approach0,AFG,1972,10.8,0.10275518,0.10774445338718808,-0.004989273387188076,0.00439217200868125
-1,approach0,AFG,1973,12.3,0.1090193,0.10774445338718808,0.0012748466128119224,0.005672617967101168
-1,approach0,AFG,1974,11.5,0.10592148,0.10774445338718808,-0.0018229733871880788,0.003839303548323292
-1,approach0,AFG,1975,11.8,0.10714826,0.10774445338718808,-0.000596193387188082,0.0032408211937482445
-1,approach0,AFG,1976,11.8,0.10714826,0.10774445338718808,-0.000596193387188082,0.0026426956503953214
-1,approach0,AFG,1977,12.8,0.11067333,0.10774445338718808,0.002928876612811923,0.0055793123926923816
-1,approach0,AFG,1978,12.4,0.10936747,0.10774445338718808,0.0016230166128119172,0.007211384322205694
-1,approach0,AFG,1979,12.4,0.10936747,0.10774445338718808,0.0016230166128119172,0.008846105131574022
-1,approach0,AFG,1980,12.7,0.11035989,0.10774445338718808,0.002615436612811925,0.011484678171627793
-1,approach0,AFG,1981,12.8,0.11067333,0.10774445338718808,0.002928876612811923,0.014447191989742203
-1,approach0,AFG,1982,11.7,0.10674802,0.10774445338718808,-0.0009964333871880782,0.013436362938104462
-1,approach0,AFG,1983,12.6,0.11003776,0.10774445338718808,0.002293306612811921,0.015760483250894408
-1,approach0,AFG,1984,12.0,0.10792272,0.10774445338718808,0.00017826661281192258,0.015941559431671637
-1,approach0,AFG,1985,12.6,0.11003776,0.10774445338718808,0.002293306612811921,0.018271424928146818
-1,approach0,AFG,1986,12.1,0.10829693,0.10774445338718808,0.0005524766128119224,0.018833996075914294
-1,approach0,AFG,1987,12.8,0.11067333,0.10774445338718808,0.002928876612811923,0.02181803513935887
-1,approach0,AFG,1988,13.2,0.11184032,0.10774445338718808,0.004095866612811916,0.026003265513855345
-1,approach0,AFG,1989,12.0,0.10792272,0.10774445338718808,0.00017826661281192258,0.02618616764073245
-1,approach0,AFG,1990,12.9,0.1109781,0.10774445338718808,0.003233646612811919,0.029504491065838412
-1,approach0,AFG,1991,12.3,0.1090193,0.10774445338718808,0.0012748466128119224,0.030816951379148305
