# Input data: Maddison_CRU_dataset.csv
iteration,approach,approach_name,C_Delta_u,C_epsilon,C_j,C_k,C_v,Sigma_Delta_u_Delta_u,Sigma_Delta_u_epsilon,Sigma_Delta_u_j,Sigma_Delta_u_k,Sigma_Delta_u_v,Sigma_epsilon_epsilon,Sigma_h_epsilon,Sigma_h_h,Sigma_h_j,Sigma_h_k,Sigma_j_epsilon,Sigma_j_j,Sigma_j_k,Sigma_k_epsilon,Sigma_k_k,Sigma_v_epsilon,Sigma_v_j,Sigma_v_k,Sigma_v_v,cov_epsilon_Delta_u,cov_epsilon_j,cov_epsilon_k,cov_epsilon_v,s_Delta_u,s_epsilon,s_j,s_k,s_v,sum_check,var_dy
3,Approach PL,Approach PL: Piecewise (LOESS Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
4,Approach PL,Approach PL: Piecewise (LOESS Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
-1,Approach DL,Approach DL: Decay (LOESS Detrending),1.9453011009518893e-06,0.0032338955333074296,0.00037582832208712605,0.00032197355567036115,3.2339009847086977e-07,3.345761782096085e-06,2.0958544063208223e-10,-3.168437058457232e-07,-1.0828592181580423e-06,-9.673425810622866e-10,0.003200210859106167,-5.191442992836653e-08,3.36487460551073e-06,5.815122912776776e-08,-1.1024202052873718e-06,3.265372941303319e-05,0.00034309688045783574,1.9560987129322477e-08,1.0828592181578837e-06,0.0003219735556703613,-5.212401536899861e-08,3.7499493497349095e-07,-1.9560987129329412e-08,2.1047508576769102e-08,2.0958544063208223e-10,3.265372941303319e-05,1.0828592181578837e-06,-5.212401536899861e-08,0.0004944885264344803,0.8220445853476066,0.09553420449423906,0.0818445170346123,8.22045971074155e-05,0.00393396610226434,0.00393396610226434
0,Approach DL,Approach DL: Decay (LOESS Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
1,Approach DL,Approach DL: Decay (LOESS Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
2,Approach DL,Approach DL: Decay (LOESS Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
3,Approach DL,Approach DL: Decay (LOESS Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
4,Approach DL,Approach DL: Decay (LOESS Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
-1,Approach PP,Approach PP: Piecewise (Polynomial Detrending),1.6131055044505594e-06,0.0032019439345546937,0.0004028958367742574,0.0003219735556703611,5.539669760577549e-06,2.4059934588106843e-06,1.238163777717927e-09,5.724087421917792e-07,-1.3837418841041614e-06,1.7207023774539385e-08,0.0032011485702727782,-1.5035214700498048e-08,0.00018512881894323645,-0.00017765021845846262,-3.107900050452137e-07,-5.733423874880726e-07,0.000582192349499267,-1.072951879058952e-06,1.3837418841039647e-06,0.0003219735556703613,-1.6273378478215976e-08,-0.00017822262720065438,1.0729518790589477e-06,0.00018268841143687667,1.238163777717927e-09,-5.733423874880726e-07,1.3837418841039647e-06,-1.6273378478215976e-08,0.00041004560347433517,0.8139226041403093,0.102414669140732,0.08184451703461229,0.0014081640808722238,0.00393396610226434,0.00393396610226434
0,Approach PP,Approach PP: Piecewise (Polynomial Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
1,Approach PP,Approach PP: Piecewise (Polynomial Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
2,Approach PP,Approach PP: Piecewise (Polynomial Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
3,Approach PP,Approach PP: Piecewise (Polynomial Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
4,Approach PP,Approach PP: Piecewise (Polynomial Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
-1,Approach DP,Approach DP: Decay (Polynomial Detrending),2.5476392495299546e-06,0.0032010094008096132,0.00040797753259807677,0.0003219735556703611,4.5797393675806754e-07,3.546584844995626e-06,1.1445598297147857e-10,-1.69622741866328e-08,-9.769143966612698e-07,-5.183380600740151e-09,0.003200010226302182,7.875901598942889e-09,3.559998138397958e-06,4.0374573892374263e-07,-9.660065926326213e-07,1.4384209171430835e-08,0.00040757031045401027,-1.0907804028647464e-08,9.769143966610851e-07,0.0003219735556703613,7.76144561597141e-09,4.2070801311037544e-07,1.0907804028648422e-08,2.378005460381244e-08,1.1445598297147857e-10,1.4384209171430835e-08,9.769143966610851e-07,7.76144561597141e-09,0.000647600712182946,0.8136850490316003,0.10370641789802158,0.08184451703461229,0.00011641532358259612,0.003933966102264339,0.00393396610226434
0,Approach DP,Approach DP: Decay (Polynomial Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
1,Approach DP,Approach DP: Decay (Polynomial Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
2,Approach DP,Approach DP: Decay (Polynomial Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
3,Approach DP,Approach DP: Decay (Polynomial Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
4,Approach DP,Approach DP: Decay (Polynomial Detrending),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00393396610226434
