iso_id,T0,T1,y0,y1,y2
AFG,12.701510916370781,0.029236231774571252,0.008414052770515686,0.000580777769002441,-2.5959348422020605e-05
AGO,21.674518395406817,0.00902772531540372,0.02980649222899575,0.0009085271736954624,-3.8067020933137954e-05
ALB,12.442073984538288,0.028755256729873342,0.021753356428561597,0.000432282502709689,1.824815753196171e-05
ARE,27.839508100394525,0.027650465877612735,0.012087680354617832,0.0006018906721324688,1.3263933622999343e-06
ARG,15.249220618972071,0.011236181410692244,0.010534804679684016,-0.00016700212734143273,3.866978584383225e-06
ARM,8.00338266384778,0.0405919661733615,-0.016921132317781577,0.0018220174595846034,2.6417748032424998e-05
AUS,21.83635768426884,0.014381405655863608,0.022827865988531048,-0.00019858698910813792,-4.8796316323314315e-06
AUT,7.011568583012263,0.03815315655611795,0.023553020715901405,-0.0005847879734729706,-1.8258748380427237e-07
AZE,12.702959830866813,0.0401691331923888,0.009007418766826036,0.0037477100634706944,-9.90488504379796e-05
BDI,19.803386970864494,0.015806703432298366,-0.005603160344618616,-0.00043711096082516086,1.7069853488818067e-05
BEL,10.134398529374732,0.0376545541537609,0.018710081506055923,-0.0005854546329242256,9.436809329216637e-06
BEN,27.902827931807312,0.02015058799828758,0.0029874331467077847,0.00019106743740019433,1.6709762984081303e-05
BFA,29.121734531993653,0.021047065044949794,0.001097200317790906,3.544721318431703e-05,2.485273157267385e-05
BGD,25.312135176651307,0.007987711213517634,0.026115118488925525,0.00121129093118844,3.9351560592788305e-06
BGR,11.039117624839465,0.03144216967590845,0.0060765595709319255,-0.00010625028941475161,5.617867816172051e-05
BHR,27.123713832439375,0.03321749641157365,0.04918800809930851,0.0003520771123172374,-4.6155001628286245e-05
BLR,6.53591060102688,0.05036242826940501,0.018289156626404332,0.00028466856264049113,-9.294231442399557e-06
BOL,21.368993477877666,0.0007227216640225666,0.007851755071724182,-4.1738517373164e-05,2.2314573140873493e-05
BRA,25.134665457933576,0.02099166477802125,0.024318378301724394,-0.00048814321967182713,-1.6119636655216704e-06
BRB,26.300551484475335,0.02147767621062172,0.00235290868733437,-0.001030636012900981,3.329847849337293e-05
BWA,21.77831331369142,0.02079272745586864,0.06779789760511444,-0.0008590243563187661,-4.075256085817221e-05
CAF,25.322069451789176,0.013925612550678677,-0.01620082370046094,-0.00018999897311254346,2.230518788571222e-06
CAN,-0.19799809865077317,0.017734268753118308,0.009241924038609718,-0.00021866575493361095,8.421721256698673e-07
CHE,6.352078769106796,0.03777794565737453,0.02241171259561076,-0.00026232818906611247,-1.4030722051648886e-06
CHL,9.08671400871295,0.010442950316033345,0.026331667296989998,0.0001677530469731619,-2.1525393179790207e-05
CHN,7.497003349197955,0.025348140313766965,0.052535790524240567,0.0007396302721953276,-1.9057192639324472e-05
CIV,26.69967011659238,0.016788799073304658,-0.01208890873841094,0.00014625941081643055,7.24699194871655e-05
CMR,24.71942282994636,0.00954143688146863,0.008960288685200738,-9.597270634118343e-05,1.0026807908780581e-05
COG,24.63098637657073,0.01222079524564981,0.02366774731193851,-0.0007102387609671058,-3.552535950628857e-05
COL,24.96032333610335,0.014837198761048592,0.01925500710821726,-4.4562126022589606e-05,4.946660990587131e-06
COM,24.82399587016192,0.013298582256805407,0.0065031367582999945,-0.00014536189692863796,3.173012747463528e-05
CRI,25.261879579965246,0.014950517488857014,0.015075211967491035,-8.467073875450442e-05,1.7286044375832907e-05
CUB,25.510538641686182,0.020858200498602385,0.014416719903925299,0.00022335739508495256,1.8703257972567475e-06
CYP,18.41778600387802,0.022492508372994862,0.035744134651622475,-0.0008038805266059154,3.974486308704799e-07
CZE,7.955143857252626,0.041022795184837334,0.02511734917224585,-6.45866044880403e-05,1.27817111182131e-06
DEU,8.978411523255524,0.03672534058573191,0.021985626343542307,-0.0003435866613111006,-9.041733938635883e-07
DJI,28.425106393694445,0.017529148094986298,-0.021091365016678458,0.000753718663630668,5.856812379401589e-05
DMA,26.49543703256025,0.018803354234343102,0.049254853507930484,-0.000297636141912181,-5.4347947257267796e-05
DNK,8.181984840472413,0.03280451260356074,0.01811458755313151,-0.0003716309570817887,8.645805998542914e-06
DOM,25.08048651507139,0.01644632469592806,0.03634050309021919,0.00047420262381563073,-6.2122902672070404e-06
DZA,23.0386970864496,0.019380020649190404,0.038728927083220156,0.0003600622809316375,-5.0906345886600804e-05
ECU,21.693261312986323,0.010251567575734682,0.017829049670489778,-0.000293621627065317,-3.816393814334894e-06
EGY,22.59125431240714,0.027168794540555496,0.04141683107389638,-6.947009749659413e-06,-2.2365592821162108e-05
ESP,13.76461937498426,0.028825766160509667,0.02735664254207876,-0.0009929084503225087,1.2526793698194308e-05
EST,5.589006342494715,0.04830866807610998,0.01269868009388249,2.2721503320107822e-05,2.0420413793014865e-05
ETH,22.86745234317947,0.019934023318476005,-0.005315314828986529,0.0006763305182727393,7.50905534442211e-05
FIN,2.0137367480043316,0.03704263302359548,0.022146456902748732,-0.0005954436495599211,2.8172391306416225e-06
FRA,11.204351439147844,0.03645841202689429,0.01577918254516047,-0.0006383996927724989,1.2042918155172094e-05
GAB,25.05414116995291,0.011072498803857847,0.020693889572364354,-0.0005263636933595035,5.359721198967002e-06
GBR,8.900742867215635,0.024320717181637322,0.019427183910817984,-0.0002847494314699381,-8.58783592773833e-06
GEO,7.525279371790998,0.04421624886741174,-0.019137644702126328,-0.000663133127753139,0.00013970775689406563
GHA,27.43864420437662,0.019485784795144883,0.008747806055143628,0.000906912840183168,4.406451355609448e-06
GIN,25.793022084560953,0.020407443781320034,0.009798072538209602,0.0003024056626989661,1.8874370719194813e-05
GMB,28.231228123190046,0.021414721361839285,-0.0011291203248839558,3.478426436573081e-05,3.0843454030611376e-05
