# Input data: bootstrap_h_values.csv
# Point estimate cumulative effects for all countries
iteration,approach,iso3,year,temp,h_T,h_T_trend_1961,h_T_delta,h_T_delta_cum
-1,approach0,AFG,1961,12.3,0.0573357,0.0573357,0.0,0.0
-1,approach0,AFG,1962,12.0,0.0569352,0.0573357,-0.000400500000000005,-0.00040050000000002584
-1,approach0,AFG,1963,12.9,0.05798702,0.0573357,0.0006513199999999969,0.0002505591463399792
-1,approach0,AFG,1964,11.3,0.05580665,0.0573357,-0.001529050000000004,-0.001278873971122807
-1,approach0,AFG,1965,12.2,0.05720774,0.0573357,-0.00012796000000000335,-0.0014066703264095093
-1,approach0,AFG,1966,12.5,0.05757498,0.0573357,0.0002392799999999945,-0.0011677269144853009
-1,approach0,AFG,1967,11.9,0.05679061,0.0573357,-0.000545090000000005,-0.001712180398221519
-1,approach0,AFG,1968,12.0,0.0569352,0.0573357,-0.000400500000000005,-0.0021119946699720282
-1,approach0,AFG,1969,11.7,0.0564848,0.0573357,-0.0008509000000000017,-0.0029610975737073275
-1,approach0,AFG,1970,12.8,0.05789232,0.0573357,0.0005566199999999938,-0.002406125779838786
-1,approach0,AFG,1971,12.7,0.05779209,0.0573357,0.000456389999999994,-0.0019508339115833495
-1,approach0,AFG,1972,10.8,0.05483422,0.0573357,-0.0025014800000000004,-0.004447433939570256
-1,approach0,AFG,1973,12.3,0.0573357,0.0573357,0.0,-0.004447433939570256
-1,approach0,AFG,1974,11.5,0.05615681,0.0573357,-0.0011788900000000019,-0.005621080904173237
-1,approach0,AFG,1975,11.8,0.05664047,0.0573357,-0.000695230000000005,-0.006312402960096275
-1,approach0,AFG,1976,11.8,0.05664047,0.0573357,-0.000695230000000005,-0.007003244388186336
-1,approach0,AFG,1977,12.8,0.05789232,0.0573357,0.0005566199999999938,-0.0064505225340776295
-1,approach0,AFG,1978,12.4,0.05745811,0.0573357,0.0001224099999999964,-0.006328902142541115
-1,approach0,AFG,1979,12.4,0.05745811,0.0573357,0.0001224099999999964,-0.006207266863452521
-1,approach0,AFG,1980,12.7,0.05779209,0.0573357,0.000456389999999994,-0.005753709797976292
-1,approach0,AFG,1981,12.8,0.05789232,0.0573357,0.0005566199999999938,-0.00520029242792408
-1,approach0,AFG,1982,11.7,0.0564848,0.0573357,-0.0008509000000000017,-0.006046767499097161
-1,approach0,AFG,1983,12.6,0.05768631,0.0573357,0.00035060999999999426,-0.005698277556250075
-1,approach0,AFG,1984,12.0,0.0569352,0.0573357,-0.000400500000000005,-0.006096495396088808
-1,approach0,AFG,1985,12.6,0.05768631,0.0573357,0.00035060999999999426,-0.005748022888339754
-1,approach0,AFG,1986,12.1,0.05707424,0.0573357,-0.000261460000000005,-0.00600798001027536
-1,approach0,AFG,1987,12.8,0.05789232,0.0573357,0.0005566199999999938,-0.005454704172108693
-1,approach0,AFG,1988,13.2,0.05823783,0.0573357,0.000902129999999994,-0.004557495024383407
