# Input data: Maddison_CRU_dataset.csv
iteration,approach,approach_name,C_Delta_u,C_epsilon,C_j,C_k,C_v,Sigma_Delta_u_Delta_u,Sigma_Delta_u_epsilon,Sigma_Delta_u_j,Sigma_Delta_u_k,Sigma_Delta_u_v,Sigma_epsilon_epsilon,Sigma_h_epsilon,Sigma_h_h,Sigma_h_j,Sigma_h_k,Sigma_j_epsilon,Sigma_j_j,Sigma_j_k,Sigma_k_epsilon,Sigma_k_k,Sigma_v_epsilon,Sigma_v_j,Sigma_v_k,Sigma_v_v,cov_epsilon_Delta_u,cov_epsilon_j,cov_epsilon_k,cov_epsilon_v,s_Delta_u,s_epsilon,s_j,s_k,s_v,sum_check,var_dy
9,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.00353841254348631,0.0003229517245068588,0.00011719361764702318,-4.4591783375852557e-05,0.0,0.0,0.0,0.0,0.0,0.004464757610523971,-0.00016619523200395373,0.0002697064945268604,-0.00015087623254620358,2.773186647444339e-06,-0.00025746358995893157,0.0008028949312085652,-7.160338419657122e-05,-0.0005026862450747761,0.0006887100602709262,-0.00016619523200395373,-0.00015087623254620358,2.773186647444339e-06,0.0002697064945268604,0.0,-0.00025746358995893157,-0.0005026862450747761,-0.00016619523200395373,0.0,0.8994517114546682,0.0820931640262411,0.02979019508570958,-0.011335070566618791,0.00393396610226434,0.003933966102264339
10,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0035207600704770213,0.0003528740631674617,0.00024705130906779336,-0.00018671934044794253,0.0,0.0,0.0,0.0,0.0,0.007835051401977796,-0.001312835372682436,0.0033659061587789146,-0.002254336980401049,1.454685385662778e-05,-0.0018776671073768379,0.005453844248743904,-0.0009689660977985555,-0.0011237888514415,0.002325259404451221,-0.001312835372682436,-0.002254336980401049,1.454685385662778e-05,0.0033659061587789146,0.0,-0.0018776671073768379,-0.0011237888514415,-0.001312835372682436,0.0,0.8949645164584713,0.08969931463424458,0.06279955206670283,-0.04746338315942004,0.003933966102264334,0.003933966102264339
11,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003522888063476415,0.0002861949609987671,0.00016122851659933798,-3.634543881017883e-05,0.0,0.0,0.0,0.0,0.0,0.004937867806275684,-6.203126214602047e-05,0.00022204388367558185,-0.00019763379776947912,1.2757374297389112e-06,-0.0002664580864865229,0.00092092347998673,-0.0001706366347319609,-0.001086490394166725,0.001417079808068285,-6.203126214602047e-05,-0.00019763379776947912,1.2757374297389112e-06,0.00022204388367558185,0.0,-0.0002664580864865229,-0.001086490394166725,-6.203126214602047e-05,0.0,0.8955054446068275,0.07274972726227535,0.040983707639610054,-0.009238879508712309,0.003933966102264342,0.003933966102264339
12,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0037898647343374984,0.00016101349054227108,-1.4656665982762905e-05,-2.255456632670042e-06,0.0,0.0,0.0,0.0,0.0,0.008984875446339333,-0.0003401411784006376,0.0006361855625733329,-0.0002926264843524834,-5.673356452881943e-06,-0.0014287046748619997,0.00202252787345438,-0.00014018322369762615,-0.0034261648587391976,0.003557364772906943,-0.0003401411784006376,-0.0002926264843524834,-5.673356452881943e-06,0.0006361855625733329,0.0,-0.0014287046748619997,-0.0034261648587391976,-0.0003401411784006376,0.0,0.9633699518041353,0.04092904879114079,-0.0037256716508885833,-0.0005733289443881662,0.0039339661022643364,0.003933966102264339
13,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003447644722689846,0.00021616830495230373,0.0002053475353952373,6.480553922695272e-05,0.0,0.0,0.0,0.0,0.0,0.0050061475360773525,-0.00022837621891857855,0.00045152653843263864,-0.0001600692424515076,1.724462164400218e-06,-0.0011879315663960034,0.0015617519012934003,2.417212506414434e-06,-0.00014219502807292443,0.0003434008887973471,-0.00022837621891857855,-0.0001600692424515076,1.724462164400218e-06,0.00045152653843263864,0.0,-0.0011879315663960034,-0.00014219502807292443,-0.00022837621891857855,0.0,0.8763788586549912,0.05494920376357084,0.052198603154470995,0.016473334426967103,0.00393396610226434,0.003933966102264339
14,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0034183616013081994,0.00024265441289959323,0.00029026107265823435,-1.7310984601686107e-05,0.0,0.0,0.0,0.0,0.0,0.004330260893317939,-0.00016163965715974547,0.0004302410344598426,-0.0002830820556802539,-2.830306221529317e-06,-0.0005153592711395328,0.0012079014213132047,-0.0001668056815938249,-0.0002349003637104617,0.0006947974241840503,-0.00016163965715974547,-0.0002830820556802539,-2.830306221529317e-06,0.0004302410344598426,0.0,-0.0005153592711395328,-0.0002349003637104617,-0.00016163965715974547,0.0,0.8689351947747175,0.061681876912951676,0.07378331818648969,-0.004400389874158329,0.003933966102264341,0.003933966102264339
15,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0036047074818210192,0.00025869671802840257,0.00015412385124208847,-8.356194882717092e-05,0.0,0.0,0.0,0.0,0.0,0.0045000151403079705,-0.0002339804031450272,0.0006846800976347213,-0.0005361068856532727,1.8452423364076666e-06,-0.0005070275772913234,0.0014301188090256921,-0.00012828762805269347,-0.00015429967805060058,0.0004348659150089749,-0.0002339804031450272,-0.0005361068856532727,1.8452423364076666e-06,0.0006846800976347213,0.0,-0.0005070275772913234,-0.00015429967805060058,-0.0002339804031450272,0.0,0.9163036457650708,0.06575977303909664,0.03917772732036934,-0.021241146124536703,0.003933966102264339,0.003933966102264339
16,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0032564418765515858,0.00023660178310317792,0.0002970766805631715,0.00014384576204640642,0.0,0.0,0.0,0.0,0.0,0.0065604393837113304,-0.0009442754046743363,0.0025827360739552646,-0.001478209359767146,-1.6405547467375866e-05,-0.001932449275084992,0.003687780113482143,-4.0519695526826626e-05,-0.0004272728274004164,0.0007812747509577904,-0.0009442754046743363,-0.001478209359767146,-1.6405547467375866e-05,0.0025827360739552646,0.0,-0.001932449275084992,-0.0004272728274004164,-0.0009442754046743363,0.0,0.8277757845135526,0.060143320240353126,0.07551582114349639,0.03656507410259857,0.003933966102264342,0.003933966102264339
17,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0034517966195953195,0.0003802984812347797,0.0002527550924189266,-0.00015088409098468019,0.0,0.0,0.0,0.0,0.0,0.008921570984643136,-0.0006495070823243818,0.0025835732259576645,-0.0020908751844764374,5.924949858474545e-06,-0.0031128878345366958,0.007103911849421973,-0.0015198503491740602,-0.0017073794481867392,0.0034740599399212513,-0.0006495070823243818,-0.0020908751844764374,5.924949858474545e-06,0.0025835732259576645,0.0,-0.0031128878345366958,-0.0017073794481867392,-0.0006495070823243818,0.0,0.8774342558794573,0.09667050283323106,0.06424943323061276,-0.03835419194329948,0.003933966102264346,0.003933966102264339
18,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.004145643891812439,0.00035704329902092036,-0.0003709625940504311,-0.0001977584945185905,0.0,0.0,0.0,0.0,0.0,0.014311007125686582,-0.0019190081915709824,0.004379324353150934,-0.0026731205100209974,1.5045853922454991e-05,-1.412209990625144e-05,0.003167563296358577,-0.0001232773874104078,-0.008232232942396908,0.007969501881834429,-0.0019190081915709824,-0.0026731205100209974,1.5045853922454991e-05,0.004379324353150934,0.0,-1.412209990625144e-05,-0.008232232942396908,-0.0019190081915709824,0.0,1.0538077309375546,0.0907591193567761,-0.09429735396980414,-0.05026949632452687,0.003933966102264338,0.003933966102264339
19,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003409316316236838,0.00021849777317730067,0.0002275722404695764,7.857977238062393e-05,0.0,0.0,0.0,0.0,0.0,0.004185642093922622,-0.0005205806518289946,0.0014204798479495124,-0.0008154055371296681,-5.913886610225696e-06,-0.0002481881492830119,0.0013096243964149338,-2.753293682495315e-05,-7.55697657377774e-06,0.000268576040478533,-0.0005205806518289946,-0.0008154055371296681,-5.913886610225696e-06,0.0014204798479495124,0.0,-0.0002481881492830119,-7.55697657377774e-06,-0.0005205806518289946,0.0,0.866635915920699,0.05554134618789324,0.057848043057256854,0.01997469483415082,0.003933966102264339,0.003933966102264339
20,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0033223394298579467,0.0003565979661630502,0.0003222963097296921,-6.726760348634719e-05,0.0,0.0,0.0,0.0,0.0,0.007776177994349969,-0.00048740263574049845,0.0011534628329975501,-0.0007322337079203145,-1.0940928230843776e-06,-0.00029184003343590907,0.0014571266783453074,-7.645497082603367e-05,-0.003674595895315615,0.004074441268694425,-0.00048740263574049845,-0.0007322337079203145,-1.0940928230843776e-06,0.0011534628329975501,0.0,-0.00029184003343590907,-0.003674595895315615,-0.00048740263574049845,0.0,0.8445267049824481,0.0906459173498717,0.08192655995286349,-0.01709918228518259,0.003933966102264342,0.003933966102264339
21,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0035806631023653866,0.00014197415686550573,3.8401647519424175e-05,0.0001729271955140247,0.0,0.0,0.0,0.0,0.0,0.00564714871146601,-0.0015010969077528648,0.003771176290184417,-0.0020964930978937396,-6.590890237880076e-07,-0.0003547050476828286,0.0027583559959720515,-0.0001651836935299775,-0.00021068365366492978,0.0004149280837381195,-0.0015010969077528648,-0.0020964930978937396,-6.590890237880076e-07,0.003771176290184417,0.0,-0.0003547050476828286,-0.00021068365366492978,-0.0015010969077528648,0.0,0.9101916511950634,0.036089318813343936,0.00976156034931788,0.04395746964227528,0.003933966102264341,0.003933966102264339
22,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003536268119917495,0.00021411191725353496,0.00030713327528235335,-0.00012354721018904748,0.0,0.0,0.0,0.0,0.0,0.0057403125145193195,-0.0005894465077296524,0.0015203749191143728,-0.0010634719182050802,8.996296631312219e-06,-0.0010957502278464012,0.0028868051678782804,-0.0005134711045732642,-0.0005188476590257707,0.001330455742250076,-0.0005894465077296524,-0.0010634719182050802,8.996296631312219e-06,0.0015203749191143728,0.0,-0.0010957502278464012,-0.0005188476590257707,-0.0005894465077296524,0.0,0.8989066067148026,0.05442647742447373,0.07807217126389866,-0.03140525540317578,0.0039339661022643364,0.003933966102264339
23,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0036453640821027277,0.0002542820873636534,5.082577716372986e-05,-1.650584436577312e-05,0.0,0.0,0.0,0.0,0.0,0.005712072024957504,-8.081165671290924e-05,0.0001532630782115404,-8.672010230640691e-05,-2.237163557997374e-06,-0.0006873939122673898,0.0012424473981616161,-0.0002140512962241661,-0.0012985023738744776,0.001565616610820371,-8.081165671290924e-05,-8.672010230640691e-05,-2.237163557997374e-06,0.0001532630782115404,0.0,-0.0006873939122673898,-0.0012985023738744776,-8.081165671290924e-05,0.0,0.9266384069767414,0.0646375898402612,0.012919729311972264,-0.004195726128975177,0.003933966102264338,0.003933966102264339
24,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003568631943632548,0.00048424208457919593,5.840686875777795e-05,-0.0001773147947051846,0.0,0.0,0.0,0.0,0.0,0.0072477208836622614,-0.0010821648694013173,0.003141453342550798,-0.0022480433826656894,1.1440114811024187e-05,-0.0004962390604246212,0.003275645099118319,-4.712057144881213e-05,-0.002100685010203775,0.002194772335599341,-0.0010821648694013173,-0.0022480433826656894,1.1440114811024187e-05,0.003141453342550798,0.0,-0.0004962390604246212,-0.002100685010203775,-0.0010821648694013173,0.0,0.9071333740213192,0.12309259205372221,0.014846815462939481,-0.04507278153798137,0.003933966102264337,0.003933966102264339
25,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003376914668145773,0.00038365811370986297,0.00040054277390767865,-0.00022714945349897584,0.0,0.0,0.0,0.0,0.0,0.00950870105032001,-0.002020522118064507,0.005075625073029393,-0.003277986368288182,-4.266040175679649e-06,-0.0010057534746229803,0.0046780955357456615,-1.0697579124636156e-05,-0.00310551078948675,0.0035210171826947443,-0.002020522118064507,-0.003277986368288182,-4.266040175679649e-06,0.005075625073029393,0.0,-0.0010057534746229803,-0.00310551078948675,-0.002020522118064507,0.0,0.8583995337941691,0.09752450929585652,0.10181652904358568,-0.05774057213361132,0.003933966102264339,0.003933966102264339
26,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003365350395874556,0.00021612627438891033,0.00022569637041768256,0.0001267930615831915,0.0,0.0,0.0,0.0,0.0,0.005369547617936226,-0.0007667790459208738,0.001969465843714725,-0.0010575320758114206,-1.8361660399239064e-05,-0.0011111449233356,0.0025436088097326513,-0.00015880553619672036,-0.0001262732528051966,0.0005291368198188386,-0.0007667790459208738,-0.0010575320758114206,-1.8361660399239064e-05,0.001969465843714725,0.0,-0.0011111449233356,-0.0001262732528051966,-0.0007667790459208738,0.0,0.8554599374756952,0.05493851974588975,0.05737120365317197,0.032230339125243375,0.00393396610226434,0.003933966102264339
27,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003522654367653073,0.0004153465453049428,0.00021534926658913715,-0.000219384077282806,0.0,0.0,0.0,0.0,0.0,0.011032219398988595,-0.001228372461362703,0.0049188302264999316,-0.003869512450181726,-4.03293922383087e-05,-0.0002944754180351286,0.00486034597398475,-0.00028101156046295264,-0.005986717151937691,0.006523407371228089,-0.001228372461362703,-0.003869512450181726,-4.03293922383087e-05,0.0049188302264999316,0.0,-0.0002944754180351286,-0.005986717151937691,-0.001228372461362703,0.0,0.8954460399710815,0.1055795943604788,0.05474100716454698,-0.055766641496105274,0.003933966102264347,0.003933966102264339
28,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003672870386417276,0.0003314862417183755,3.971144497296841e-05,-0.00011010197084428082,0.0,0.0,0.0,0.0,0.0,0.005669615353249631,-0.0005830913783566169,0.001202085789895196,-0.0007288943683408859,-2.020140419740731e-07,-0.0004295316921484411,0.0016502699701762549,-0.00016035766796855243,-0.000984121896327297,0.001184393023310792,-0.0005830913783566169,-0.0007288943683408859,-2.020140419740731e-07,0.001202085789895196,0.0,-0.0004295316921484411,-0.000984121896327297,-0.0005830913783566169,0.0,0.933630410364548,0.08426260753176708,0.010094506139773555,-0.02798752403608856,0.003933966102264339,0.003933966102264339
29,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0036841396385091816,0.00013177128214406737,0.0002630541856899957,-0.0001449990040789037,0.0,0.0,0.0,0.0,0.0,0.009167666463483366,-0.0011514443152020948,0.0023367481616633928,-0.001347179589001647,1.6876738461445357e-05,-0.0032703770154512203,0.006056450628828214,-0.0013071227422312788,-0.0010617054943208692,0.0026150056837806984,-0.0011514443152020948,-0.001347179589001647,1.6876738461445357e-05,0.0023367481616633928,0.0,-0.0032703770154512203,-0.0010617054943208692,-0.0011514443152020948,0.0,0.9364950136170821,0.03349578484375388,0.06686742560862056,-0.03685822406945606,0.003933966102264341,0.003933966102264339
-1,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0032035570400591423,0.00044343969451193565,0.0002869693676932604,0.0,0.0,0.0,0.0,0.0,0.0,0.0032035570400591423,0.0,0.0,0.0,0.0,2.911857263246783e-19,0.0006266572193045573,-0.000183217524792622,-1.6387940671670296e-19,0.0004701868924858826,0.0,0.0,0.0,0.0,0.0,2.911857263246783e-19,-1.6387940671670296e-19,0.0,0.0,0.8143326497437833,0.11272077160418276,0.0729465786520338,0.0,0.003933966102264338,0.003933966102264339
0,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0034627042823865374,0.0002474473198736185,0.00022381450000418012,0.0,0.0,0.0,0.0,0.0,0.0,0.008618298795162748,0.0,0.0,0.0,0.0,-0.005081737200233137,0.005329509403988671,-3.248838819155707e-07,-7.385731254307429e-05,0.00029799669642917,0.0,0.0,0.0,0.0,0.0,-0.005081737200233137,-7.385731254307429e-05,0.0,0.0,0.8802069444354008,0.06290021658579902,0.0568928389787994,0.0,0.0039339661022643364,0.003933966102264339
1,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.003546068222118759,0.0002871012516598389,0.00010079662848573977,0.0,0.0,0.0,0.0,0.0,0.0,0.005319431009050041,0.0,0.0,0.0,0.0,-0.0017271369278886737,0.002038686923418653,-2.4448743870140053e-05,-4.622585904260867e-05,0.00017147123139848848,0.0,0.0,0.0,0.0,0.0,-0.0017271369278886737,-4.622585904260867e-05,0.0,0.0,0.901397757361887,0.07298010308085451,0.025622139557258148,0.0,0.003933966102264338,0.003933966102264339
2,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0035365738460274593,0.0002739438419157824,0.00012344841432109622,0.0,0.0,0.0,0.0,0.0,0.0,0.0041525481859799535,0.0,0.0,0.0,0.0,-0.0004756285957759321,0.0008839549613073538,-0.00013438252361563935,-0.00014034574417656195,0.0003981766821132975,0.0,0.0,0.0,0.0,0.0,-0.0004756285957759321,-0.00014034574417656195,0.0,0.0,0.8989843211897159,0.0696355369605508,0.031380141849733006,0.0,0.003933966102264338,0.003933966102264339
3,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0034503019459482982,0.0002609138640965673,0.00022275029221947374,0.0,0.0,0.0,0.0,0.0,0.0,0.0036442425305900287,0.0,0.0,0.0,0.0,-0.0001389223913898973,0.00041865580890181015,-1.8819553415345547e-05,-5.501819325183314e-05,0.00029658803888665244,0.0,0.0,0.0,0.0,0.0,-0.0001389223913898973,-5.501819325183314e-05,0.0,0.0,0.8770543152271572,0.06632336357610928,0.056622321196733646,0.0,0.003933966102264339,0.003933966102264339
4,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0034244653562535863,0.0002701324679439939,0.00023936827806675937,0.0,0.0,0.0,0.0,0.0,0.0,0.0038329626868213733,0.0,0.0,0.0,0.0,-0.0003599275120576704,0.0006965333598234776,-6.647337982181323e-05,-4.856981851011647e-05,0.00035441147639868906,0.0,0.0,0.0,0.0,0.0,-0.0003599275120576704,-4.856981851011647e-05,0.0,0.0,0.8704867472758622,0.06866669943813426,0.0608465532860037,0.0,0.00393396610226434,0.003933966102264339
5,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.003469466733826417,0.0002521921623185291,0.00021230720611939538,0.0,0.0,0.0,0.0,0.0,0.0,0.003590647674424196,0.0,0.0,0.0,0.0,-9.697790355761823e-05,0.0003739803810568394,-2.4810315180692043e-05,-2.4203037040160688e-05,0.0002613205583402481,0.0,0.0,0.0,0.0,0.0,-9.697790355761823e-05,-2.4203037040160688e-05,0.0,0.0,0.8819259352106359,0.06410633842863328,0.053967726360731515,0.0,0.003933966102264342,0.003933966102264339
6,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.003438960191715925,0.00028596513076736667,0.0002090407797810492,0.0,0.0,0.0,0.0,0.0,0.0,0.004404985515934711,0.0,0.0,0.0,0.0,-0.0008434900716356857,0.0013523280267191105,-0.0002228728243160582,-0.0001225352525831001,0.0005544488566802075,0.0,0.0,0.0,0.0,0.0,-0.0008434900716356857,-0.0001225352525831001,0.0,0.0,0.8741712821919092,0.07269130524606425,0.053137412562026934,0.0,0.003933966102264341,0.003933966102264339
7,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.003585388199005322,0.0002143743470978809,0.00013420355616113676,0.0,0.0,0.0,0.0,0.0,0.0,0.004011681848182837,0.0,0.0,0.0,0.0,-0.0002744887876958382,0.0007264714509527144,-0.00023760831615899524,-0.00015180486148167678,0.0005236167338018088,0.0,0.0,0.0,0.0,0.0,-0.0002744887876958382,-0.00015180486148167678,0.0,0.0,0.9113927537254629,0.05449318614476364,0.0341140601297736,0.0,0.00393396610226434,0.003933966102264339
8,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0033663034292994182,0.00030486060735615013,0.00026280206560877066,0.0,0.0,0.0,0.0,0.0,0.0,0.0037137153521241383,0.0,0.0,0.0,0.0,-0.00029999188585600026,0.0006597392610309707,-5.48867678188203e-05,-4.7420036968719884e-05,0.0003651088703963108,0.0,0.0,0.0,0.0,0.0,-0.00029999188585600026,-4.7420036968719884e-05,0.0,0.0,0.8557021951363074,0.07749446727074653,0.06680333759294603,0.0,0.003933966102264339,0.003933966102264339
