# Input data: Maddison_CRU_dataset.csv
iteration,approach,approach_name,C_Delta_u,C_epsilon,C_j,C_k,C_v,Sigma_Delta_u_Delta_u,Sigma_Delta_u_epsilon,Sigma_Delta_u_j,Sigma_Delta_u_k,Sigma_Delta_u_v,Sigma_epsilon_epsilon,Sigma_j_epsilon,Sigma_j_j,Sigma_j_k,Sigma_k_epsilon,Sigma_k_k,Sigma_v_epsilon,Sigma_v_j,Sigma_v_k,Sigma_v_v,cov_epsilon_Delta_u,cov_epsilon_j,cov_epsilon_k,cov_epsilon_v,s_Delta_u,s_epsilon,s_j,s_k,s_v,sum_check,var_dy
16,approach0,0: Conjoined OLS Fit,0.0,0.003652573791703786,0.0005636878306934219,0.00043653316419630414,-1.86646170376443e-05,0.0,0.0,0.0,0.0,0.0,0.0036525737917037305,1.9914878843000877e-16,0.003052841359071576,-0.001372892620668853,-8.152211021389418e-17,0.0018026398071986722,-6.221627307096226e-17,-0.0011162609077095002,6.78597766656647e-06,0.0010908103130053517,0.0,1.9914878843000877e-16,-8.152211021389418e-17,-6.221627307096226e-17,0.0,0.788189726671801,0.121638324792125,0.09419959047851718,-0.004027641942443128,0.004634130169555868,0.004634130169555868
17,approach0,0: Conjoined OLS Fit,0.0,0.004141416258005321,0.00045905779916921525,0.0004342248789636392,5.78276855407336e-06,0.0,0.0,0.0,0.0,0.0,0.004141416258005366,6.52284565847994e-17,0.002222229331264273,-0.001237253555812484,-6.443143263481017e-17,0.001657616813363337,-4.587755839839758e-17,-0.000525917976282639,1.3861621412850696e-05,0.0005178391234239076,0.0,6.52284565847994e-17,-6.443143263481017e-17,-4.587755839839758e-17,0.0,0.8216310465228002,0.09107419212371555,0.08614749629175593,0.001147265061728149,0.005040481704692249,0.00504048170469225
18,approach0,0: Conjoined OLS Fit,0.0,0.003024405606597029,0.00035930606967774577,0.00041520924380539703,8.677000235936904e-06,0.0,0.0,0.0,0.0,0.0,0.003024405606597057,1.1443894074898237e-16,0.0017787680955943135,-0.00030824755259874296,2.304704700389309e-18,0.0007074219966218461,-1.4468119130616926e-16,-0.0011112144733179392,1.6034799782291578e-05,0.0011038566737717292,0.0,1.1443894074898237e-16,2.304704700389309e-18,-1.4468119130616926e-16,0.0,0.7943080309136057,0.09436554940861926,0.10904755504513093,0.0022788646326439145,0.0038075979203161087,0.0038075979203161096
19,approach0,0: Conjoined OLS Fit,0.0,0.0028834817703575644,0.00033659611539471336,0.00037830043253940943,4.3633799791754906e-05,0.0,0.0,0.0,0.0,0.0,0.002883481770357542,-5.210793247785353e-17,0.0009998304372159546,-8.49880281230725e-05,2.306191946167753e-17,0.0004670177352960696,5.16035387922704e-17,-0.0005782462936981166,-3.7292746336107254e-06,0.0006256093681234307,0.0,-5.210793247785353e-17,2.306191946167753e-17,5.16035387922704e-17,0.0,0.791727670547938,0.09242037216829538,0.10387127232802423,0.011980684955742706,0.0036420121180834424,0.003642012118083441
20,approach0,0: Conjoined OLS Fit,0.0,0.003274913386396865,0.00036129508659774355,0.00032401833953157904,2.0896183474476407e-05,0.0,0.0,0.0,0.0,0.0,0.003274913386396978,-1.5462637277645936e-16,0.0009891850978433496,-0.0002129668267625041,3.7039229559718046e-17,0.0005500632328530319,4.515714515707057e-18,-0.00041492318448294735,-1.3078066558985844e-05,0.0004488974345164051,0.0,-1.5462637277645936e-16,3.7039229559718046e-17,4.515714515707057e-18,0.0,0.8226104517963297,0.09075205336802993,0.08138867848521124,0.0052488163504288065,0.003981122996000664,0.003981122996000665
21,approach0,0: Conjoined OLS Fit,0.0,0.0033537668440934507,0.0004862033300279592,0.00033249681272394814,8.230301663124898e-05,0.0,0.0,0.0,0.0,0.0,0.0033537668440933944,-5.5424065981563586e-17,0.01201044454394133,-0.010361697368739764,1.3646575551255473e-16,0.010702305597840609,-2.4527542203966926e-17,-0.0011625438451735514,-8.111416377033256e-06,0.0012529582781818582,0.0,-5.5424065981563586e-17,1.3646575551255473e-16,-2.4527542203966926e-17,0.0,0.7882369296937441,0.1142725293331196,0.07814683577543825,0.019343705197695363,0.004254770003476607,0.004254770003476618
22,approach0,0: Conjoined OLS Fit,0.0,0.0032463450140145164,0.00040153997370154026,0.00032590563873497347,3.703609170893455e-05,0.0,0.0,0.0,0.0,0.0,0.0032463450140145004,5.197591284177667e-17,0.0007990395584859069,-0.00013256402577632988,-6.412550901436014e-18,0.00045932429185359294,-2.9607253979042944e-17,-0.00026493555900808873,-8.546273422831569e-07,0.00030282627805933604,0.0,5.197591284177667e-17,-6.412550901436014e-18,-2.9607253979042944e-17,0.0,0.8093954793199925,0.10011401686427222,0.08125647444686623,0.009234029368869244,0.004010826718159965,0.004010826718159964
23,approach0,0: Conjoined OLS Fit,0.0,0.003096872786894253,0.00039567335764832955,0.00047577784408883554,-1.9177250734247627e-07,0.0,0.0,0.0,0.0,0.0,0.0030968727868941975,4.2569862354694904e-17,0.002059033406007559,-0.00032320000531233406,3.052264256319886e-17,0.0007942745721427365,-1.7518951389592592e-17,-0.0013401600430469382,4.703277258402592e-06,0.0013352649932812106,0.0,4.2569862354694904e-17,3.052264256319886e-17,-1.7518951389592592e-17,0.0,0.7804358872696948,0.09971274546764186,0.11989969541729578,-4.8328154632355615e-05,0.003968132216124075,0.003968132216124075
24,approach0,0: Conjoined OLS Fit,0.0,0.003851656809213043,0.00047216683819205287,0.0003660685668313404,-2.9987412690441597e-05,0.0,0.0,0.0,0.0,0.0,0.003851656809213051,-2.716675499954105e-18,0.0014688659439479827,-0.0004302108701453235,2.0701537849471972e-17,0.0008126268192152992,-2.5862806117189162e-17,-0.0005664882356106036,-1.634738223865604e-05,0.0005528482051588439,0.0,-2.716675499954105e-18,2.0701537849471972e-17,-2.5862806117189162e-17,0.0,0.8265526814915185,0.10132542579741209,0.07855709127574702,-0.006435198564677292,0.004659904801545995,0.004659904801545993
0,approach1,1: Combined Detrending (Mixed),3.716682817176112e-06,0.002572207511843507,0.0004384776211219566,0.00035177818586354197,2.6126103840887563e-05,6.03610923376495e-06,-6.242094997719527e-08,9.7246378629225e-07,-3.2918902028810947e-06,6.242094997720202e-08,0.003032493212937137,-3.359335622377173e-05,0.00043847762112195665,6.4947885965915515e-06,1.2896976412306795e-07,0.0003485752874698317,-0.00042675889368400403,2.612610384088787e-05,-1.2896976412322645e-07,0.00042682544249814976,-6.242094997719527e-08,-3.359335622377173e-05,1.2896976412306795e-07,-0.00042675889368400403,0.0010956212976076542,0.758247467020429,0.12925650206292325,0.1036988334556658,0.0077015761633740755,0.0033923061054870695,0.0033923061054870703
1,approach1,1: Combined Detrending (Mixed),5.244573675181077e-06,0.0028015359550834324,0.0004001846725066098,0.00031984838230107916,-2.737048996302835e-06,9.21130641385826e-06,-1.8573298468748218e-07,5.318456993884359e-07,-4.498578438065596e-06,1.8573298468746193e-07,0.0035878770432017175,-3.3556908222123747e-06,0.00040018467250660985,5.56089411912643e-06,9.819943478329702e-08,0.0003187860666200184,-0.0007828978637461683,-2.737048996302533e-06,-9.81994347833633e-08,0.0007828103301962639,-1.8573298468748218e-07,-3.3556908222123747e-06,9.819943478329702e-08,-0.0007828978637461683,0.0014882121950909929,0.7949702362026796,0.11355731596091445,0.09076090691092396,-0.0007766712696087359,0.0035240765345699995,0.0035240765345699986
2,approach1,1: Combined Detrending (Mixed),1.2239771211870026e-05,0.003232461316575428,0.00045097189253207704,0.00035327236646063713,7.225712773967913e-07,1.6680859018994137e-05,-1.1230485218483886e-06,1.924421234042151e-06,-6.3655090411663416e-06,1.1230485218484672e-06,0.004483752133712584,-8.048627184658122e-06,0.0004509718925320771,5.401634673218369e-06,-2.3524154837888457e-06,0.0003542362408285853,-0.001239766725946861,7.225712773975373e-07,2.352415483788667e-06,0.0012362912619412233,-1.1230485218483886e-06,-8.048627184658122e-06,-2.3524154837888457e-06,-0.001239766725946861,0.0030224135557617112,0.7982040458581627,0.1113602156169892,0.0872348976777579,0.00017842729132797687,0.0040496679180574095,0.004049667918057411
3,approach1,1: Combined Detrending (Mixed),1.0286904794812667e-05,0.0037176127036504915,0.0004389392107968671,0.0004337149350943349,-7.285531651587311e-05,1.2885434178126158e-05,-1.3522922214413734e-06,2.330243438469582e-06,-4.928772821782978e-06,1.3522922214412783e-06,0.005824186563339162,6.48436661380968e-05,0.0004389392107968671,5.681406939306931e-06,-5.783371386066983e-06,0.0004329623009768112,-0.0021642818622192588,-7.285531651587332e-05,5.7833713860667535e-06,0.0021571461986117507,-1.3522922214413734e-06,6.48436661380968e-05,-5.783371386066983e-06,-0.0021642818622192588,0.002271994245218366,0.8210822241597718,0.09694532814516384,0.09579148016383783,-0.016091026713992318,0.004527698437820633,0.004527698437820635
4,approach1,1: Combined Detrending (Mixed),7.193446358730717e-06,0.0036278870312614862,0.00046027151938630696,0.0003843065853159702,6.7651607185379185e-06,1.1120268786360221e-05,-6.811286730937551e-07,2.0904889099061356e-06,-6.017311337535402e-06,6.811286730935156e-07,0.004547481900541323,-1.6129237152224156e-05,0.000460271519386307,7.273587523780235e-06,-2.6552379528771226e-06,0.00038305030912972563,-0.0009001292655016419,6.7651607185377305e-06,2.6552379528768655e-06,0.0008967928988756717,-6.811286730937551e-07,-1.6129237152224156e-05,-2.6552379528771226e-06,-0.0009001292655016419,0.001603380948999433,0.8086367314029942,0.10259207461182016,0.08565989467938126,0.0015079183568051224,0.004486423743041032,0.004486423743041031
5,approach1,1: Combined Detrending (Mixed),6.407563313078124e-06,0.0033507838537402126,0.0004153959087344708,0.00041185404036291404,-5.898832563440231e-05,9.80569741179029e-06,-5.338835170982108e-07,1.6655572295245063e-06,-5.063691328236762e-06,5.338835170982997e-07,0.004117342260878756,4.6121885543318925e-05,0.00041539590873447085,1.1200882861558496e-05,-4.610632448957613e-07,0.00040571684882958987,-0.000811685345919868,-5.8988325634401976e-05,4.610632448981772e-07,0.0008106903991578712,-5.338835170982108e-07,4.6121885543318925e-05,-4.610632448957613e-07,-0.000811685345919868,0.0015531780995078931,0.81222203254576,0.10069097979175803,0.09983243932680258,-0.01429862976382839,0.004125453040516274,0.004125453040516273
6,approach1,1: Combined Detrending (Mixed),8.839934561384745e-06,0.0037418481139365875,0.00041666548866437566,0.0004197671509539752,5.512803092734466e-05,1.2816610480382596e-05,-2.2918871716863606e-07,1.8876387833872142e-06,-5.8643147023851926e-06,2.291887171687632e-07,0.004812605041061611,-6.414759496194495e-05,0.0004166654886643757,7.131925251212828e-06,-9.610988640761967e-07,0.0004184995404051491,-0.0010054190445818337,5.5128030927344864e-05,9.610988640747281e-07,0.00100422875700059,-2.2918871716863606e-07,-6.414759496194495e-05,-9.610988640761967e-07,-0.0010054190445818337,0.0019042354463088367,0.8060421447447631,0.0897550979884187,0.09042323588393382,0.011875285936575448,0.004642248719043668,0.004642248719043668
7,approach1,1: Combined Detrending (Mixed),3.601391099907051e-06,0.0036006844547258427,0.00046198405329716434,0.0003612481379991148,5.627447662562919e-05,9.419418523735119e-06,1.3723778822669942e-07,1.1054932510365791e-06,-6.923520674864484e-06,-1.3723778822686165e-07,0.004266683829405427,-6.729285313177446e-05,0.0004619840532971644,9.91288325510857e-06,-7.927367290485638e-07,0.0003582587754188706,-0.0005980510226069885,5.627447662562935e-05,7.927367290486593e-07,0.0005973955236661666,1.3723778822669942e-07,-6.729285313177446e-05,-7.927367290485638e-07,-0.0005980510226069885,0.0008032019967170437,0.8030443968327846,0.10303421754701744,0.08056754118115408,0.01255064244232695,0.004483792513747658,0.004483792513747658
8,approach1,1: Combined Detrending (Mixed),3.920787013698303e-06,0.0036081906938699154,0.0005081039994064473,0.0004098821778338217,-3.4821256448879585e-05,5.485141812003407e-06,-6.590946992815543e-07,1.0645758264746132e-06,-2.6289306247796096e-06,6.590946992814479e-07,0.004140535590840204,2.7285754371559106e-05,0.0005081039994064473,6.470926250845978e-06,-3.3093241395048886e-06,0.00040604018220775576,-0.0005556622325030612,-3.482125644887972e-05,3.309324139504499e-06,0.0005516938136642754,-6.590946992815543e-07,2.7285754371559106e-05,-3.3093241395048886e-06,-0.0005556622325030612,0.0008722015429879603,0.8026627000122736,0.11303064684011882,0.09118063967792812,-0.007746188073308395,0.0044952764016750035,0.004495276401675003
9,approach1,1: Combined Detrending (Mixed),1.557755468738921e-05,0.0038773474320763944,0.0004073349527628168,0.0004646674846558238,-0.00011279868046857981,1.8698868638482503e-05,-1.945437651862625e-06,3.028814367296442e-06,-6.150128318389718e-06,1.9454376518626077e-06,0.0065324741368006116,0.00010198636299187851,0.00040733495276281686,7.783503109405771e-06,-7.696768316416015e-06,0.00046303410986480825,-0.002747470861747817,-0.0001127986804685808,7.69676831641553e-06,0.00273782865577954,-1.945437651862625e-06,0.00010198636299187851,-7.696768316416015e-06,-0.002747470861747817,0.0033484788460418843,0.8334566057131658,0.08755883063494864,0.09988276555839141,-0.024246680752547583,0.004652128743713844,0.004652128743713843
10,approach1,1: Combined Detrending (Mixed),3.2777884633686774e-06,0.0037180061471436964,0.00042578602080774696,0.0004017233689072368,-2.3196175649941003e-05,4.897771599481277e-06,-3.709579327011034e-07,2.2287031239393336e-06,-3.848686260051974e-06,3.7095793270114407e-07,0.004043996735232335,1.8166530984986058e-05,0.00042578602080774696,2.800941541015747e-06,-1.0407676857171538e-06,0.0004027711136262729,-0.00034274539345520655,-2.3196175649941087e-05,1.0407676857172318e-06,0.0003413336678367883,-3.709579327011034e-07,1.8166530984986058e-05,-1.0407676857171538e-06,-0.00034274539345520655,0.0007242775604996486,0.821550399688818,0.0940839422348046,0.08876693077649271,-0.005125550260615138,0.004525597149672107,0.004525597149672108
11,approach1,1: Combined Detrending (Mixed),5.08567558104001e-06,0.003354532156607556,0.00046441428076352226,0.00037176144047592366,3.56166176024563e-05,9.147896343230654e-06,2.0839298457817717e-07,1.2712384119467636e-06,-5.333459174137312e-06,-2.0839298457827246e-07,0.004031896802221375,-4.315928966308069e-05,0.0004644142807635222,6.2714336486775856e-06,-3.890706221228961e-08,0.0003708234660013825,-0.0006343748418731048,3.561661760245638e-05,3.890706221319535e-08,0.0006345443277954698,2.0839298457817717e-07,-4.315928966308069e-05,-3.890706221228961e-08,-0.0006343748418731048,0.0012018866939107128,0.792769318269755,0.10975402099825764,0.08785757594976583,0.008417198088310684,0.0042314101710304985,0.0042314101710304985
12,approach1,1: Combined Detrending (Mixed),1.240085045827068e-05,0.004101416279201664,0.0004783021895591226,0.00042279208306226064,-8.94480382950414e-05,1.2344272218433486e-05,-9.836518857271552e-07,2.2966093215828938e-06,-2.240031081745776e-06,9.836518857272306e-07,0.0074919321764403855,8.55357441125535e-05,0.00047830218955912263,1.6156848609052243e-06,-5.281384573875468e-06,0.0004234164292831067,-0.003469786604891673,-8.944803829504167e-05,5.281384573869925e-06,0.0034635215684320764,-9.836518857271552e-07,8.55357441125535e-05,-5.281384573875468e-06,-0.003469786604891673,0.002517702303694413,0.8326965355564651,0.09710805952925068,0.0858380322455767,-0.018160329634986733,0.004925463363986277,0.004925463363986276
13,approach1,1: Combined Detrending (Mixed),3.4071738385002385e-06,0.002615631556534081,0.00041467969648133267,0.0002968656742382032,-4.230772667132587e-05,6.122526720901505e-06,-5.332035572831609e-07,7.148360900647464e-07,-3.4301889724660532e-06,5.332035572832011e-07,0.0030467199933631186,3.632955560126035e-05,0.00041467969648133267,5.263334980000844e-06,-2.3982328424139197e-06,0.0002950325282306684,-0.0004644865560306004,-4.230772667132595e-05,2.398232842413978e-06,0.00046155511963090327,-5.332035572831609e-07,3.632955560126035e-05,-2.3982328424139197e-06,-0.0004644865560306004,0.0010361579899440148,0.7954415197216532,0.1261085289871281,0.09028002528847481,-0.012866231987199713,0.0032882763744207914,0.00328827637442079
14,approach1,1: Combined Detrending (Mixed),9.02960206287205e-06,0.0037198639801439403,0.000425912236665728,0.0004126834580724104,-9.131605865709711e-06,1.615375970648509e-05,1.4958384853285747e-07,2.296630467030228e-06,-9.420788110643113e-06,-1.4958384853301483e-07,0.004821000953313557,1.0997106509926126e-06,0.00042591223666572806,5.73526474768621e-06,1.3901913610855145e-07,0.0004163689814353673,-0.0011025252868052508,-9.131605865709119e-06,-1.3901913610853989e-07,0.0011028138897898917,1.4958384853285747e-07,1.0997106509926126e-06,1.3901913610855145e-07,-0.0011025252868052508,0.001980889327785941,0.8160535544950381,0.0934354579869746,0.09053336483240529,-0.0020032666422044277,0.0045583576710792415,0.004558357671079243
15,approach1,1: Combined Detrending (Mixed),6.2708876333416184e-06,0.0033993132261372835,0.0004212445947681277,0.0004003668036659453,-1.462372962203999e-05,9.313970543360252e-06,-2.981577890419025e-07,2.105338624738858e-06,-5.148421534757354e-06,2.981577890417655e-07,0.0038851055059903957,8.912411648881388e-06,0.00042124459476812763,3.6059793484199334e-06,-2.745376389298058e-06,0.00040190924585228275,-0.0004916611573236535,-1.4623729622040123e-05,2.7453763892980385e-06,0.0004886176231453138,-2.981577890419025e-07,8.912411648881388e-06,-2.745376389298058e-06,-0.0004916611573236535,0.0014886126473308526,0.8069448787061906,0.09999701287223399,0.0950409451350612,-0.0034714493608164524,0.004212571782582658,0.0042125717825826576
16,approach1,1: Combined Detrending (Mixed),5.442696137963848e-06,0.0036947087166683623,0.0005316723959282541,0.000431464807824822,-2.9158447003534713e-05,7.911451807453898e-06,-8.875110433543187e-07,1.998679693700583e-06,-4.467435363190371e-06,8.875110433540579e-07,0.004876444647916605,2.920978646238614e-05,0.0005316723959282541,-2.050019152551919e-06,-6.613058440326406e-06,0.0004379822623405645,-0.001203445148226948,-2.9158447003534815e-05,6.61305844032621e-06,0.0011959445787432675,-8.875110433543187e-07,2.920978646238614e-05,-6.613058440326406e-06,-0.001203445148226948,0.0011744806336515734,0.7972820316832967,0.11472970686518486,0.09310588870794999,-0.006292107890083123,0.004634130169555868,0.004634130169555868
