# Input data: Maddison_CRU_dataset.csv
Metric,0: Conjoined OLS Fit_point,0: Conjoined OLS Fit_p5,0: Conjoined OLS Fit_p25,0: Conjoined OLS Fit_p50,0: Conjoined OLS Fit_p75,0: Conjoined OLS Fit_p95,approach0h0: No Climate Response (Joint)_point,approach0h0: No Climate Response (Joint)_p5,approach0h0: No Climate Response (Joint)_p25,approach0h0: No Climate Response (Joint)_p50,approach0h0: No Climate Response (Joint)_p75,approach0h0: No Climate Response (Joint)_p95,1: Precomputed k Combined_point,1: Precomputed k Combined_p5,1: Precomputed k Combined_p25,1: Precomputed k Combined_p50,1: Precomputed k Combined_p75,1: Precomputed k Combined_p95,approach1h0: No Climate Response (Precomputed k)_point,approach1h0: No Climate Response (Precomputed k)_p5,approach1h0: No Climate Response (Precomputed k)_p25,approach1h0: No Climate Response (Precomputed k)_p50,approach1h0: No Climate Response (Precomputed k)_p75,approach1h0: No Climate Response (Precomputed k)_p95,2: Precomputed k LOESS_point,2: Precomputed k LOESS_p5,2: Precomputed k LOESS_p25,2: Precomputed k LOESS_p50,2: Precomputed k LOESS_p75,2: Precomputed k LOESS_p95,approach2h0: No Climate Response (LOESS Precomputed k)_point,approach2h0: No Climate Response (LOESS Precomputed k)_p5,approach2h0: No Climate Response (LOESS Precomputed k)_p25,approach2h0: No Climate Response (LOESS Precomputed k)_p50,approach2h0: No Climate Response (LOESS Precomputed k)_p75,approach2h0: No Climate Response (LOESS Precomputed k)_p95,3: Piecewise Quadratic LOESS_point,3: Piecewise Quadratic LOESS_p5,3: Piecewise Quadratic LOESS_p25,3: Piecewise Quadratic LOESS_p50,3: Piecewise Quadratic LOESS_p75,3: Piecewise Quadratic LOESS_p95,4: Persistence Decay LOESS_point,4: Persistence Decay LOESS_p5,4: Persistence Decay LOESS_p25,4: Persistence Decay LOESS_p50,4: Persistence Decay LOESS_p75,4: Persistence Decay LOESS_p95,4: T/Quadratic Departure LOESS_point,4: T/Quadratic Departure LOESS_p5,4: T/Quadratic Departure LOESS_p25,4: T/Quadratic Departure LOESS_p50,4: T/Quadratic Departure LOESS_p75,4: T/Quadratic Departure LOESS_p95,6: Interaction Model LOESS_point,6: Interaction Model LOESS_p5,6: Interaction Model LOESS_p25,6: Interaction Model LOESS_p50,6: Interaction Model LOESS_p75,6: Interaction Model LOESS_p95,7: Lagged Deviation LOESS_point,7: Lagged Deviation LOESS_p5,7: Lagged Deviation LOESS_p25,7: Lagged Deviation LOESS_p50,7: Lagged Deviation LOESS_p75,7: Lagged Deviation LOESS_p95
Total R²,0.1863929345279196,0.15646614449254692,0.1751712014583013,0.18805712646330086,0.1995899544768053,0.21863373031551786,0.1856673502562166,0.15555960017334128,0.17402625721614845,0.18706326223104358,0.19888604435013585,0.21797359973826627,0.18623247489284067,0.15629075967308054,0.17488956635472544,0.18783539857794795,0.19937040586599752,0.21847911177436424,0.1856673502562165,0.15555960017334136,0.17402625721614845,0.18706326223104358,0.19888604435013593,0.21797359973826622,0.18643533269182488,0.15671689621345106,0.17557995558233183,0.18710746751973367,0.19916606710205592,0.21981065939176336,0.1856673502562165,0.1558290300504177,0.17473797940087457,0.18654779135882127,0.1985464556777576,0.2191109700356042,0.1865137983795735,0.1571243794143069,0.1757360718927127,0.1873431896636112,0.1999070653904051,0.21984653582638583,0.1865178841145564,0.15736955496295907,0.1755768397721778,0.18756301162353167,0.1995356587077543,0.2200440838692085,0.18694590736338712,0.15702212351465097,0.17598528574764682,0.1874950116604484,0.20054198307151688,0.22003461121831697,0.18637717472391524,0.1566694738051344,0.1755280316671587,0.18706734464062813,0.19909056968886357,0.21976241187732795,0.185899017400858,0.15702922940669098,0.17515605629375544,0.18718130763136354,0.19911041716803377,0.2200677143396182
Var(h(T))/Var(Δy),0.08708434328264038,0.042413812209534274,0.07875027676802474,0.11923168192614456,0.18765514797517555,0.30183320262346364,0.0,0.0,0.0,0.0,0.0,0.0,0.04738289938103376,0.030321032980807384,0.050057087817704626,0.07485799003407957,0.09540130700095287,0.17801006827038723,0.0,0.0,0.0,0.0,0.0,0.0,0.06835621453116554,0.036721637349768875,0.06536807440795081,0.09592782702738792,0.13307249881428654,0.2241754132255466,0.0,0.0,0.0,0.0,0.0,0.0,0.07545122822608268,0.04729781900417807,0.07244141813765266,0.11010594683230052,0.14560407256213545,0.21008069496848378,0.06711631971870331,0.03820630593528247,0.06300118446719473,0.11092187398346845,0.15451901656288408,0.26170646772812783,0.0834395622997223,0.05392996778443753,0.08184712323265636,0.10976683618058691,0.14437329255060619,0.21556003914592287,0.000708498058442686,0.0003904636932006961,0.0006049024059710188,0.000792366051084338,0.0011185497012640934,0.0015194408074561863,0.024812605835114607,0.0015343536544000144,0.007652229730566678,0.025451056080805085,0.08765613749471728,0.3585272061231744
Var(j)/Var(Δy),0.22652245065249696,0.16434893240413687,0.21657714316469862,0.2654897117669617,0.36590050376947214,0.5082665471937582,0.15929400584918785,0.1021486181114415,0.114501247708679,0.1423174540087328,0.18604110827209763,0.24405418766461637,0.10382283322160415,0.07952996655123853,0.09192497155459539,0.10107061147052357,0.10843221652269511,0.12196510729147246,0.10382283322160415,0.07952996655123853,0.09192497155459539,0.10107061147052357,0.10843221652269511,0.12196510729147246,0.08740998496108893,0.06623371294166118,0.07671223786239983,0.08389251884056623,0.09044155728305628,0.10552088089922423,0.08740998496108893,0.06623371294166118,0.07671223786239983,0.08389251884056623,0.09044155728305628,0.10552088089922423,0.08740998496108893,0.06623371294166118,0.07671223786239983,0.08389251884056623,0.09044155728305628,0.10552088089922423,0.08740998496108893,0.06623371294166118,0.07671223786239983,0.08389251884056623,0.09044155728305628,0.10552088089922423,0.08740998496108893,0.06623371294166118,0.07671223786239983,0.08389251884056623,0.09044155728305628,0.10552088089922423,0.08740998496108893,0.06623371294166118,0.07671223786239983,0.08389251884056623,0.09044155728305628,0.10552088089922423,0.0853669844468175,0.064426423793763,0.07519260126894879,0.08233195089259379,0.08767953972265624,0.10362623924717136
Var(k)/Var(Δy),0.11805755622041358,0.09191770070004344,0.10428337449409479,0.12512073596798426,0.17470765549708123,0.2362493524082045,0.11951981289702494,0.08905428443737244,0.1029195056433827,0.1249449222105992,0.1759425153781538,0.2419935831124767,0.08184451703461235,0.07357051756235934,0.08137128589206934,0.08611317427045018,0.09142609281622728,0.10353245702783216,0.08184451703461235,0.07357051756235934,0.08137128589206934,0.08611317427045018,0.09142609281622728,0.10353245702783216,0.08184451703461235,0.07357051756235934,0.08137128589206934,0.08611317427045018,0.09142609281622728,0.10353245702783216,0.08184451703461235,0.07357051756235934,0.08137128589206934,0.08611317427045018,0.09142609281622728,0.10353245702783216,0.08184451703461235,0.07357051756235934,0.08137128589206934,0.08611317427045018,0.09142609281622728,0.10353245702783216,0.08184451703461235,0.07357051756235934,0.08137128589206934,0.08611317427045018,0.09142609281622728,0.10353245702783216,0.08184451703461235,0.07357051756235934,0.08137128589206934,0.08611317427045018,0.09142609281622728,0.10353245702783216,0.08184451703461235,0.07357051756235934,0.08137128589206934,0.08611317427045018,0.09142609281622728,0.10353245702783216,0.0827730085473414,0.07425944927525435,0.08207721641758665,0.08685835230204991,0.0924306388589907,0.10456282612738993
Var(ε)/Var(Δy),0.8136070654720804,0.781366269684482,0.8004100455231946,0.8119428735366991,0.8248287985416985,0.8435338555074532,0.8143326497437833,0.7820264002617336,0.8011139556498641,0.8129367377689565,0.8259737427838514,0.8444403998266584,0.8605852998515692,0.834967146359189,0.8571110822062196,0.8837002437757433,0.9201236270345512,0.9796234172688169,0.8143326497437832,0.7820264002617338,0.8011139556498641,0.8129367377689563,0.8259737427838515,0.8444403998266584,0.8825054430464031,0.8507759923250428,0.8772637771581404,0.9120881156586065,0.953951594932753,1.030235430550557,0.8143326497437836,0.7808890299643956,0.8014535443222424,0.8134522086411786,0.8252620205991256,0.8441709699495822,0.8896095719912418,0.8578053567668118,0.8834852599554446,0.9216367801579697,0.9528522036757401,1.0412712204193328,0.8795264748932741,0.8370145078834677,0.8626363345105684,0.9165731523684018,0.9792899416012315,1.0747003090647114,0.8960964115323466,0.8576066771736025,0.8898964695610495,0.9203006419856086,0.9571283639145007,1.0416521962756191,0.8136214988668284,0.7802365205403732,0.8009084081620891,0.812931445875986,0.8244700808740364,0.8433275304000301,0.8382514857760798,0.7983097185035593,0.8175457415401798,0.8473104893416281,0.9013639852125026,1.1958903535935632
"2Cov(h(T),j)/Var(Δy)",-0.15643864921908304,-0.6201779158417395,-0.3859393343973244,-0.23845791929995175,-0.15480347956012389,-0.08694062158006059,0.0,0.0,0.0,0.0,0.0,0.0,0.004340127845640353,-0.025453141307609728,-0.009370740586188803,0.001785450026543785,0.015511358451495528,0.036111606674019324,0.0,0.0,0.0,0.0,0.0,0.0,0.0067642668462161715,-0.02568329563449545,-0.010545036179040231,0.002540562659100672,0.01975956708045208,0.03974794980719232,0.0,0.0,0.0,0.0,0.0,0.0,0.010187796388605017,-0.03739896143347712,-0.01649800471283846,0.00044695244355287956,0.02095417600368074,0.038921797577557836,-0.013509605532397006,-0.04838219513715102,-0.0239562078002196,-0.01461819069739493,-0.002171844843628507,0.03679772429082126,-0.0007831935815447327,-0.030751332567442582,-0.01449864883491375,-0.0020146544317617586,0.01372910644219532,0.03164284187753317,-0.00012052972889141696,-0.00033563002348798446,-0.00019925454300850814,-0.00012142777420581639,-4.594348142068543e-05,1.5339477800558704e-05,-0.003346648715673892,-0.010719763177297153,-0.0034291225659308796,0.0007172272022226009,0.013467668710481826,0.04803772143809776
"2Cov(h(T),k)/Var(Δy)",-0.0048707780937290585,-0.011768667193006671,-0.0023815581248127883,-0.0004694037953143698,0.0029770637519357926,0.007550623078237263,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024412345786552642,-0.0013648853581576905,-0.0007944625239743881,-0.0005296953003763581,-0.00030619728603474875,0.0005538054625926822,0.0,0.0,0.0,0.0,0.0,0.0,-0.00028251892229820476,-0.0014811820002844612,-0.0008568981003229626,-0.0006074647598420886,-0.0003342627942360669,0.0005300913297448329,0.0,0.0,0.0,0.0,0.0,0.0,-7.529693550749729e-05,-0.0015526875553798008,-0.0009816715163123322,-0.0005575016728570352,-0.00024109218058566056,0.0009367155347224554,-0.0006125598761126968,-0.002308207506085753,-0.0013131638811995786,-0.0007097591034187474,-0.00039857862300701405,0.00046496131387671044,-0.0006067973773468754,-0.0017388468474744986,-0.0011711925261914532,-0.0009087464978241463,-0.0005877207873602286,0.0002575979122072035,-0.000741799790890187,-0.0013947530568927027,-0.0010366734548666397,-0.0008718583196994534,-0.0006129590598969006,-0.0002778456086736117,-0.00039309455660216223,-0.0010840945773734707,-0.0007242649354555558,-0.0004745888148044594,-0.00020416558485701673,0.0006161519554742594
"2Cov(h(T),ε)/Var(Δy)",-5.798947473596201e-15,-2.832048327361308e-14,-1.126467336002361e-14,-3.1875817490980023e-15,7.343062892614308e-15,1.899892072443807e-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.09363554948881973,-0.3542189457640269,-0.1893085940148987,-0.148332972500275,-0.09916633677589703,-0.05985622326536441,0.0,0.0,0.0,0.0,0.0,0.0,-0.13652900783378522,-0.44653588404872124,-0.2631571770429374,-0.18833610627877012,-0.12727741765425546,-0.07387146828740393,0.0,0.0,0.0,0.0,0.0,0.0,-0.1507281504735409,-0.41459200196162066,-0.2858119058072589,-0.21857754264269907,-0.1429261317345158,-0.09329107534093316,-0.13231014486819392,-0.51459901235354,-0.3031217701815849,-0.22165308015564916,-0.12503932352761493,-0.07617271225561659,-0.1652033240882852,-0.4271848920751112,-0.28741722428843586,-0.21918304171751074,-0.16330867742843674,-0.10709757007355711,2.6528185124104943e-06,9.418251894751977e-07,2.262411964445544e-06,3.87120012928253e-06,5.439236204349408e-06,7.257776408014154e-06,-0.04813734425703329,-0.7257834796082782,-0.17175325290524912,-0.049013319668515375,-0.012508823363717713,-0.0011612722219749806
"2Cov(j,k)/Var(Δy)",-0.08396198831478568,-0.29463088728024284,-0.181264051011139,-0.08132482823563006,-0.03222831894865961,-0.0014867140532284682,-0.09314646848999181,-0.29816069167993225,-0.1757753272847754,-0.07583645288711742,-0.03221716429280414,-0.0024856468083056453,-4.3181611216613235e-19,-4.756157145722846e-18,-2.316214906464619e-18,-7.50383245463664e-19,4.466359054526843e-19,1.6249150806138815e-18,-4.3181611216613235e-19,-4.756157145722846e-18,-2.316214906464619e-18,-7.50383245463664e-19,4.466359054526843e-19,1.6249150806138815e-18,-2.870307098516056e-18,-7.061324146588472e-18,-5.214433700767147e-18,-3.5616928261588044e-18,-2.4445243145416715e-18,-6.31638588508502e-19,-2.870307098516056e-18,-7.061324146588472e-18,-5.214433700767147e-18,-3.5616928261588044e-18,-2.4445243145416715e-18,-6.31638588508502e-19,-2.870307098516056e-18,-7.061324146588472e-18,-5.214433700767147e-18,-3.5616928261588044e-18,-2.4445243145416715e-18,-6.31638588508502e-19,-2.870307098516056e-18,-7.061324146588472e-18,-5.214433700767147e-18,-3.5616928261588044e-18,-2.4445243145416715e-18,-6.31638588508502e-19,-2.870307098516056e-18,-7.061324146588472e-18,-5.214433700767147e-18,-3.5616928261588044e-18,-2.4445243145416715e-18,-6.31638588508502e-19,-2.870307098516056e-18,-7.061324146588472e-18,-5.214433700767147e-18,-3.5616928261588044e-18,-2.4445243145416715e-18,-6.31638588508502e-19,-4.819558966731507e-19,-8.275076042502639e-18,-5.1999821059163906e-18,-3.752549066880334e-18,-2.515037625716915e-18,-1.508106904402808e-18
"2Cov(j,ε)/Var(Δy)",2.4800875784254093e-14,-4.15991641951014e-14,-1.1537335731691976e-14,5.030837652771788e-15,2.2527531353819577e-14,8.600669395609362e-14,-8.743920658095337e-15,-1.4582190827630115e-14,-8.578507569945159e-15,-3.940869210253653e-15,-1.3387146781640915e-15,6.830911773424885e-15,-0.004340127845640325,-0.03611160667401934,-0.015511358451495531,-0.001785450026543779,0.009370740586188827,0.02545314130760971,1.2008298060384651e-17,-1.0717013596000417e-17,-3.2506091039121832e-18,7.202334709498535e-18,2.045547482354882e-17,3.5188535345299416e-17,0.009648581414298958,-0.024669220953987426,-0.0011804881125712912,0.014245533210003474,0.026800815102000573,0.040550308511256704,0.016412848260515124,0.010989949175740017,0.01295525091060168,0.015165582456035744,0.0175046340883672,0.021103710001760367,0.006225051871910116,-0.024153055136153692,-0.002673458975186044,0.015275748525067412,0.0312861213559094,0.054385437724109996,0.029922453792912147,-0.019783443739134675,0.0175438587997671,0.028472448015285548,0.03859419964593359,0.06204174282894189,0.01719604184205987,-0.013818041798548791,0.004113375279012127,0.017874888405442248,0.029873560368782633,0.045354578106854206,0.01653337798940656,0.01108053820288784,0.013066406918439235,0.01533433424380776,0.017694135874811574,0.021287795848902172,0.020279908367354153,-0.03125112249366429,0.00019482111435955852,0.015511011384318875,0.020810097907723726,0.02720453082626117
