# Input data: Maddison_CRU_dataset.csv
# Baseline values at T_loess(1961) for cumulative effects
iteration,approach,iso3,T_loess_base,h_T_baseline
46,approach0,ALB,12.084570090816552,0.055888538239642516
47,approach0,ALB,12.084570090816552,0.04736627048498054
48,approach0,ALB,12.084570090816552,0.09297706567253945
49,approach0,ALB,12.084570090816552,0.052634756693151596
-1,approach0,ARE,27.30603875335634,0.01370022390205497
0,approach0,ARE,27.30603875335634,0.03333370897723403
1,approach0,ARE,27.30603875335634,-0.011073650138231778
2,approach0,ARE,27.30603875335634,-0.003560411425193602
3,approach0,ARE,27.30603875335634,-0.037873607156195754
4,approach0,ARE,27.30603875335634,0.06132114365964425
5,approach0,ARE,27.30603875335634,0.03078304917066213
6,approach0,ARE,27.30603875335634,0.08697553637564331
7,approach0,ARE,27.30603875335634,-0.055683019451620686
8,approach0,ARE,27.30603875335634,0.04834041745484985
9,approach0,ARE,27.30603875335634,0.016893533040386655
10,approach0,ARE,27.30603875335634,-0.016010123709408963
11,approach0,ARE,27.30603875335634,-0.03004881199319881
12,approach0,ARE,27.30603875335634,-0.027129398483920875
13,approach0,ARE,27.30603875335634,0.06891127372132921
14,approach0,ARE,27.30603875335634,-0.00221505903039676
15,approach0,ARE,27.30603875335634,0.10406057137177431
16,approach0,ARE,27.30603875335634,0.022363353610460518
17,approach0,ARE,27.30603875335634,0.053246115988909326
18,approach0,ARE,27.30603875335634,0.07401757624210062
19,approach0,ARE,27.30603875335634,0.001787458848086343
20,approach0,ARE,27.30603875335634,-0.029869324530265
21,approach0,ARE,27.30603875335634,-0.024932171144737947
22,approach0,ARE,27.30603875335634,-0.035713580425805636
23,approach0,ARE,27.30603875335634,0.11626282150312692
24,approach0,ARE,27.30603875335634,-0.015926220173142047
25,approach0,ARE,27.30603875335634,0.022474671384547423
26,approach0,ARE,27.30603875335634,0.08233943953232348
27,approach0,ARE,27.30603875335634,0.026519254643108003
28,approach0,ARE,27.30603875335634,0.11046932589217653
29,approach0,ARE,27.30603875335634,0.0104778066328034
30,approach0,ARE,27.30603875335634,-0.006792776227064867
31,approach0,ARE,27.30603875335634,-0.02019853350273043
32,approach0,ARE,27.30603875335634,0.03234787821407917
33,approach0,ARE,27.30603875335634,-0.002113614070597958
34,approach0,ARE,27.30603875335634,0.12889741413434022
35,approach0,ARE,27.30603875335634,0.06853412543391785
36,approach0,ARE,27.30603875335634,-0.022767781519868024
37,approach0,ARE,27.30603875335634,0.02754995323068965
38,approach0,ARE,27.30603875335634,-0.0073629429560641
39,approach0,ARE,27.30603875335634,0.07067756819092755
40,approach0,ARE,27.30603875335634,0.06989551296933716
41,approach0,ARE,27.30603875335634,-0.011854027497115505
42,approach0,ARE,27.30603875335634,0.051172723283673505
43,approach0,ARE,27.30603875335634,0.04550202319508387
44,approach0,ARE,27.30603875335634,0.10138316499147644
45,approach0,ARE,27.30603875335634,0.025581593892043786
46,approach0,ARE,27.30603875335634,0.011491896022523512
47,approach0,ARE,27.30603875335634,0.010797389162619714
48,approach0,ARE,27.30603875335634,0.08732498771787711
49,approach0,ARE,27.30603875335634,-0.02098142325044816
-1,approach0,ARG,14.945659253844303,0.05870738419921998
0,approach0,ARG,14.945659253844303,0.06967636859225072
1,approach0,ARG,14.945659253844303,0.04227966448867265
2,approach0,ARG,14.945659253844303,0.017448676789598373
3,approach0,ARG,14.945659253844303,0.03748935781940371
4,approach0,ARG,14.945659253844303,0.07585654727787455
5,approach0,ARG,14.945659253844303,0.06333050849095292
6,approach0,ARG,14.945659253844303,0.085264035745134
7,approach0,ARG,14.945659253844303,0.05781988594756124
8,approach0,ARG,14.945659253844303,0.06098222573936724
9,approach0,ARG,14.945659253844303,0.06475898969409938
10,approach0,ARG,14.945659253844303,0.06884130852318933
11,approach0,ARG,14.945659253844303,0.05381138436651349
12,approach0,ARG,14.945659253844303,0.031496557220169814
13,approach0,ARG,14.945659253844303,0.07099307926321305
14,approach0,ARG,14.945659253844303,0.07815003377021494
15,approach0,ARG,14.945659253844303,0.062181031339996765
16,approach0,ARG,14.945659253844303,0.06654376857755578
17,approach0,ARG,14.945659253844303,0.1330938738475274
18,approach0,ARG,14.945659253844303,0.08843997527062028
19,approach0,ARG,14.945659253844303,0.05426997180942293
20,approach0,ARG,14.945659253844303,0.0303700799002726
21,approach0,ARG,14.945659253844303,0.07880986238003579
22,approach0,ARG,14.945659253844303,0.023535557333361254
23,approach0,ARG,14.945659253844303,0.11206921685926645
24,approach0,ARG,14.945659253844303,0.049365265560778124
25,approach0,ARG,14.945659253844303,0.06825640211337236
26,approach0,ARG,14.945659253844303,0.1339520395751297
27,approach0,ARG,14.945659253844303,0.05621623897332135
28,approach0,ARG,14.945659253844303,0.11711518945026374
29,approach0,ARG,14.945659253844303,0.07293150363117923
30,approach0,ARG,14.945659253844303,0.06347478770156617
31,approach0,ARG,14.945659253844303,0.05693449380550729
32,approach0,ARG,14.945659253844303,0.07149117811293937
33,approach0,ARG,14.945659253844303,0.06195186162230072
34,approach0,ARG,14.945659253844303,0.12170569321897406
35,approach0,ARG,14.945659253844303,0.0786617220858951
36,approach0,ARG,14.945659253844303,0.055232522376235244
37,approach0,ARG,14.945659253844303,0.06757309665180124
38,approach0,ARG,14.945659253844303,0.05643944307332602
39,approach0,ARG,14.945659253844303,0.09684348927712835
40,approach0,ARG,14.945659253844303,0.09217223166374927
41,approach0,ARG,14.945659253844303,0.02976153554245905
42,approach0,ARG,14.945659253844303,0.07165279644926789
43,approach0,ARG,14.945659253844303,0.05965546509879064
44,approach0,ARG,14.945659253844303,0.07578378910142816
45,approach0,ARG,14.945659253844303,0.06092997256584193
46,approach0,ARG,14.945659253844303,0.05731058448924554
47,approach0,ARG,14.945659253844303,0.048680305684535366
48,approach0,ARG,14.945659253844303,0.10235993304684281
49,approach0,ARG,14.945659253844303,0.05070198733280279
-1,approach0,AUS,21.417600393122953,0.04570554672198521
0,approach0,AUS,21.417600393122953,0.061257261294229204
1,approach0,AUS,21.417600393122953,0.024316093745574474
2,approach0,AUS,21.417600393122953,0.01044982362150218
3,approach0,AUS,21.417600393122953,0.010039302393837407
4,approach0,AUS,21.417600393122953,0.07697059153920512
5,approach0,AUS,21.417600393122953,0.05587746861118109
6,approach0,AUS,21.417600393122953,0.09392901791911247
7,approach0,AUS,21.417600393122953,0.0166046074029014
8,approach0,AUS,21.417600393122953,0.06148496531110881
9,approach0,AUS,21.417600393122953,0.05114838458700727
10,approach0,AUS,21.417600393122953,0.040422120528247646
11,approach0,AUS,21.417600393122953,0.02439577064004489
12,approach0,AUS,21.417600393122953,0.010360618962578907
13,approach0,AUS,21.417600393122953,0.07676754236043672
14,approach0,AUS,21.417600393122953,0.052442606494761734
15,approach0,AUS,21.417600393122953,0.08518712760763676
16,approach0,AUS,21.417600393122953,0.054613241155760245
17,approach0,AUS,21.417600393122953,0.11272965021819892
18,approach0,AUS,21.417600393122953,0.09077548902909152
19,approach0,AUS,21.417600393122953,0.037783704264315154
20,approach0,AUS,21.417600393122953,0.008466321106240543
21,approach0,AUS,21.417600393122953,0.04356335887467211
22,approach0,AUS,21.417600393122953,0.0014002737782309177
23,approach0,AUS,21.417600393122953,0.12425668446384339
24,approach0,AUS,21.417600393122953,0.027160463192210438
25,approach0,AUS,21.417600393122953,0.055828157522412714
26,approach0,AUS,21.417600393122953,0.12526386933809147
27,approach0,AUS,21.417600393122953,0.04926952138511788
28,approach0,AUS,21.417600393122953,0.125322188892064
29,approach0,AUS,21.417600393122953,0.054092805692007945
30,approach0,AUS,21.417600393122953,0.040543924869099995
31,approach0,AUS,21.417600393122953,0.030573306499215636
32,approach0,AUS,21.417600393122953,0.06209134357286919
33,approach0,AUS,21.417600393122953,0.04142592557188293
34,approach0,AUS,21.417600393122953,0.13602432803475106
35,approach0,AUS,21.417600393122953,0.08184796312412107
36,approach0,AUS,21.417600393122953,0.028356219975900154
37,approach0,AUS,21.417600393122953,0.057446042183578044
38,approach0,AUS,21.417600393122953,0.03550679750685215
39,approach0,AUS,21.417600393122953,0.0951407806692216
40,approach0,AUS,21.417600393122953,0.09163057317715811
41,approach0,AUS,21.417600393122953,0.015449588312565488
42,approach0,AUS,21.417600393122953,0.0699328676257239
43,approach0,AUS,21.417600393122953,0.059413495891400395
44,approach0,AUS,21.417600393122953,0.09337401956995403
45,approach0,AUS,21.417600393122953,0.05210245549079455
46,approach0,AUS,21.417600393122953,0.04384502467194193
47,approach0,AUS,21.417600393122953,0.03766798505440341
48,approach0,AUS,21.417600393122953,0.10574374647874107
49,approach0,AUS,21.417600393122953,0.02599690601125937
-1,approach0,AUT,6.078203830454138,0.03881623604866622
0,approach0,AUT,6.078203830454138,0.0433421864167117
1,approach0,AUT,6.078203830454138,0.03129852303976587
2,approach0,AUT,6.078203830454138,0.01275556347514264
3,approach0,AUT,6.078203830454138,0.03223248762510082
4,approach0,AUT,6.078203830454138,0.043189344217717154
5,approach0,AUT,6.078203830454138,0.03931725363585363
6,approach0,AUT,6.078203830454138,0.0456631787489573
7,approach0,AUT,6.078203830454138,0.04927632903732308
8,approach0,AUT,6.078203830454138,0.034873325066001916
9,approach0,AUT,6.078203830454138,0.04253302118687857
10,approach0,AUT,6.078203830454138,0.050638766712215115
11,approach0,AUT,6.078203830454138,0.04238301553881495
12,approach0,AUT,6.078203830454138,0.026331061446513693
13,approach0,AUT,6.078203830454138,0.038580379952471655
14,approach0,AUT,6.078203830454138,0.054937462727045555
15,approach0,AUT,6.078203830454138,0.02681255319880674
16,approach0,AUT,6.078203830454138,0.04290610862768587
17,approach0,AUT,6.078203830454138,0.08445615978071092
18,approach0,AUT,6.078203830454138,0.049950692827693426
19,approach0,AUT,6.078203830454138,0.037619310159800634
20,approach0,AUT,6.078203830454138,0.025981820493133988
21,approach0,AUT,6.078203830454138,0.0590260648356712
22,approach0,AUT,6.078203830454138,0.02214154407011335
23,approach0,AUT,6.078203830454138,0.059708252302255835
24,approach0,AUT,6.078203830454138,0.0370223646552539
25,approach0,AUT,6.078203830454138,0.04408451751795838
26,approach0,AUT,6.078203830454138,0.08040956640828407
27,approach0,AUT,6.078203830454138,0.03502920112451555
28,approach0,AUT,6.078203830454138,0.06415777797503343
29,approach0,AUT,6.078203830454138,0.049265638838467685
30,approach0,AUT,6.078203830454138,0.04541859225129713
31,approach0,AUT,6.078203830454138,0.04299133222050493
32,approach0,AUT,6.078203830454138,0.04476716600845528
33,approach0,AUT,6.078203830454138,0.043607681765861904
34,approach0,AUT,6.078203830454138,0.0644211837882869
35,approach0,AUT,6.078203830454138,0.04399675586662376
36,approach0,AUT,6.078203830454138,0.0422128826017541
37,approach0,AUT,6.078203830454138,0.042796781142466156
38,approach0,AUT,6.078203830454138,0.040595821037252684
39,approach0,AUT,6.078203830454138,0.05635348371481903
40,approach0,AUT,6.078203830454138,0.05321574129979064
41,approach0,AUT,6.078203830454138,0.022679881070372502
42,approach0,AUT,6.078203830454138,0.041873866655886834
43,approach0,AUT,6.078203830454138,0.0343999212351425
44,approach0,AUT,6.078203830454138,0.03674093317022841
45,approach0,AUT,6.078203830454138,0.038471236068959275
46,approach0,AUT,6.078203830454138,0.03819329686875062
47,approach0,AUT,6.078203830454138,0.03227640321604043
48,approach0,AUT,6.078203830454138,0.05754796941829643
49,approach0,AUT,6.078203830454138,0.038763271924722995
-1,approach0,BDI,19.282308656072836,0.052562149038200626
0,approach0,BDI,19.282308656072836,0.06661304922629172
1,approach0,BDI,19.282308656072836,0.03266596139149945
2,approach0,BDI,19.282308656072836,0.013731278882718516
3,approach0,BDI,19.282308656072836,0.022014216297248465
4,approach0,BDI,19.282308656072836,0.07872302570782691
5,approach0,BDI,19.282308656072836,0.06066640747705428
6,approach0,BDI,19.282308656072836,0.09295787345808107
7,approach0,BDI,19.282308656072836,0.034628801401779596
8,approach0,BDI,19.282308656072836,0.06304963403587412
9,approach0,BDI,19.282308656072836,0.058421570221309144
10,approach0,BDI,19.282308656072836,0.05368848779237273
11,approach0,BDI,19.282308656072836,0.037622662192864254
12,approach0,BDI,19.282308656072836,0.01965713759808399
13,approach0,BDI,19.282308656072836,0.0765303315048384
14,approach0,BDI,19.282308656072836,0.06490241007227826
15,approach0,BDI,19.282308656072836,0.07785860186011304
16,approach0,BDI,19.282308656072836,0.06127151174901929
17,approach0,BDI,19.282308656072836,0.1246590586255478
18,approach0,BDI,19.282308656072836,0.09240734270170131
19,approach0,BDI,19.282308656072836,0.04589433509477947
20,approach0,BDI,19.282308656072836,0.018034873909930818
21,approach0,BDI,19.282308656072836,0.0598267377688074
22,approach0,BDI,19.282308656072836,0.010862968245371765
23,approach0,BDI,19.282308656072836,0.12266347918022567
24,approach0,BDI,19.282308656072836,0.03739795246961605
25,approach0,BDI,19.282308656072836,0.06273343393306935
26,approach0,BDI,19.282308656072836,0.13258580160273198
27,approach0,BDI,19.282308656072836,0.053651779349383366
28,approach0,BDI,19.282308656072836,0.12545414783526948
29,approach0,BDI,19.282308656072836,0.06367657829180798
30,approach0,BDI,19.282308656072836,0.05147763495894478
31,approach0,BDI,19.282308656072836,0.042678746338983914
32,approach0,BDI,19.282308656072836,0.06788872022446969
33,approach0,BDI,19.282308656072836,0.05136146057372962
34,approach0,BDI,19.282308656072836,0.1338643822980883
35,approach0,BDI,19.282308656072836,0.08285943330397118
36,approach0,BDI,19.282308656072836,0.040616788664399245
37,approach0,BDI,19.282308656072836,0.0634185884421639
38,approach0,BDI,19.282308656072836,0.0454442225961406
39,approach0,BDI,19.282308656072836,0.09861784027144534
40,approach0,BDI,19.282308656072836,0.09451187091608883
41,approach0,BDI,19.282308656072836,0.021988597844626603
42,approach0,BDI,19.282308656072836,0.07268803059065616
43,approach0,BDI,19.282308656072836,0.061235235643871996
44,approach0,BDI,19.282308656072836,0.08858766564728686
45,approach0,BDI,19.282308656072836,0.057367254004556834
46,approach0,BDI,19.282308656072836,0.05084519467607514
47,approach0,BDI,19.282308656072836,0.043445207812844944
48,approach0,BDI,19.282308656072836,0.10736238600064422
49,approach0,BDI,19.282308656072836,0.03726501333292789
-1,approach0,BEL,9.132329755737919,0.05058876769264711
0,approach0,BEL,9.132329755737919,0.057355239969679464
1,approach0,BEL,9.132329755737919,0.03972663081481116
2,approach0,BEL,9.132329755737919,0.01623623544491904
3,approach0,BEL,9.132329755737919,0.039638444685780004
4,approach0,BEL,9.132329755737919,0.05850532687074039
5,approach0,BEL,9.132329755737919,0.05205521433069642
6,approach0,BEL,9.132329755737919,0.0629218625909056
7,approach0,BEL,9.132329755737919,0.06070508848845694
8,approach0,BEL,9.132329755737919,0.04718378243691931
9,approach0,BEL,9.132329755737919,0.055523344018574686
10,approach0,BEL,9.132329755737919,0.06436656507535082
11,approach0,BEL,9.132329755737919,0.0530716370701306
12,approach0,BEL,9.132329755737919,0.03256439230310467
13,approach0,BEL,9.132329755737919,0.05294200886000071
14,approach0,BEL,9.132329755737919,0.0705597879006032
15,approach0,BEL,9.132329755737919,0.039496286748791395
16,approach0,BEL,9.132329755737919,0.05626644325603769
17,approach0,BEL,9.132329755737919,0.11119851571457237
18,approach0,BEL,9.132329755737919,0.06781341019838291
19,approach0,BEL,9.132329755737919,0.048475941224523
20,approach0,BEL,9.132329755737919,0.03198332296028093
21,approach0,BEL,9.132329755737919,0.07472588676026903
22,approach0,BEL,9.132329755737919,0.026762341847677857
23,approach0,BEL,9.132329755737919,0.08239735511186055
24,approach0,BEL,9.132329755737919,0.0468557467799916
25,approach0,BEL,9.132329755737919,0.05778759367070767
26,approach0,BEL,9.132329755737919,0.10739326103775351
27,approach0,BEL,9.132329755737919,0.04633430432132081
28,approach0,BEL,9.132329755737919,0.08784203612312404
29,approach0,BEL,9.132329755737919,0.0638748389843339
30,approach0,BEL,9.132329755737919,0.05809534173440596
31,approach0,BEL,9.132329755737919,0.054328090221266626
32,approach0,BEL,9.132329755737919,0.05914076350801552
33,approach0,BEL,9.132329755737919,0.05599110739832765
34,approach0,BEL,9.132329755737919,0.08906757223271397
35,approach0,BEL,9.132329755737919,0.059890976576299625
36,approach0,BEL,9.132329755737919,0.05320313994734615
37,approach0,BEL,9.132329755737919,0.056375381508516786
38,approach0,BEL,9.132329755737919,0.05186434858327549
39,approach0,BEL,9.132329755737919,0.07588864335921747
40,approach0,BEL,9.132329755737919,0.07181491678171512
41,approach0,BEL,9.132329755737919,0.028602872652549915
42,approach0,BEL,9.132329755737919,0.05632490277366372
43,approach0,BEL,9.132329755737919,0.04643826362159795
44,approach0,BEL,9.132329755737919,0.052138388046903565
45,approach0,BEL,9.132329755737919,0.05071669547652562
46,approach0,BEL,9.132329755737919,0.049681217999416855
47,approach0,BEL,9.132329755737919,0.04203686597167665
48,approach0,BEL,9.132329755737919,0.07822615129851697
49,approach0,BEL,9.132329755737919,0.04885184138718822
-1,approach0,BEN,27.36281254895138,0.013298077555154442
0,approach0,BEN,27.36281254895138,0.032970510202817466
1,approach0,BEN,27.36281254895138,-0.011503187400763115
2,approach0,BEN,27.36281254895138,-0.003730933637726558
3,approach0,BEN,27.36281254895138,-0.038441936401844706
4,approach0,BEN,27.36281254895138,0.0610929836015269
5,approach0,BEN,27.36281254895138,0.030456171559467393
6,approach0,BEN,27.36281254895138,0.0868396862863958
7,approach0,BEN,27.36281254895138,-0.05654131611801505
8,approach0,BEN,27.36281254895138,0.04815060435472443
9,approach0,BEN,27.36281254895138,0.01646183415086261
10,approach0,BEN,27.36281254895138,-0.016696011945119327
11,approach0,BEN,27.36281254895138,-0.030702113978690937
12,approach0,BEN,27.36281254895138,-0.02757554025579889
13,approach0,BEN,27.36281254895138,0.06877472888305339
14,approach0,BEN,27.36281254895138,-0.0028870498982372372
15,approach0,BEN,27.36281254895138,0.10423299497087983
16,approach0,BEN,27.36281254895138,0.021953194840852203
17,approach0,BEN,27.36281254895138,0.05248267120825645
18,approach0,BEN,27.36281254895138,0.07376843449451306
19,approach0,BEN,27.36281254895138,0.0013430280032953879
20,approach0,BEN,27.36281254895138,-0.030324301353063715
21,approach0,BEN,27.36281254895138,-0.025761504761470044
22,approach0,BEN,27.36281254895138,-0.036150134318092414
23,approach0,BEN,27.36281254895138,0.11609725302603399
24,approach0,BEN,27.36281254895138,-0.01644776715305432
25,approach0,BEN,27.36281254895138,0.022050854318457908
26,approach0,BEN,27.36281254895138,0.0817631775370326
27,approach0,BEN,27.36281254895138,0.026223712972446855
28,approach0,BEN,27.36281254895138,0.11022261242836864
29,approach0,BEN,27.36281254895138,0.009934512915945659
30,approach0,BEN,27.36281254895138,-0.007371945958185355
31,approach0,BEN,27.36281254895138,-0.020812279952668766
32,approach0,BEN,27.36281254895138,0.03196283084717641
33,approach0,BEN,27.36281254895138,-0.0026487111941791985
34,approach0,BEN,27.36281254895138,0.1287352326688127
35,approach0,BEN,27.36281254895138,0.06833057231350084
36,approach0,BEN,27.36281254895138,-0.02338438303882362
37,approach0,BEN,27.36281254895138,0.027165794960830603
38,approach0,BEN,27.36281254895138,-0.007886759910699925
39,approach0,BEN,27.36281254895138,0.07033544077621698
40,approach0,BEN,27.36281254895138,0.06958744210258677
41,approach0,BEN,27.36281254895138,-0.012183510010869009
42,approach0,BEN,27.36281254895138,0.05091210300661769
43,approach0,BEN,27.36281254895138,0.04530440133691463
44,approach0,BEN,27.36281254895138,0.10142330818222788
45,approach0,BEN,27.36281254895138,0.02524014746633202
46,approach0,BEN,27.36281254895138,0.011086739955719072
47,approach0,BEN,27.36281254895138,0.010460167380738489
48,approach0,BEN,27.36281254895138,0.08704770746559307
49,approach0,BEN,27.36281254895138,-0.021547989660065714
-1,approach0,BFA,28.502619418159195,0.004846404802544946
