# Input data: Maddison_CRU_dataset.csv
iteration,approach,approach_name,C_Delta_u,C_epsilon,C_j,C_k,C_v,Sigma_Delta_u_Delta_u,Sigma_Delta_u_epsilon,Sigma_Delta_u_j,Sigma_Delta_u_k,Sigma_Delta_u_v,Sigma_epsilon_epsilon,Sigma_h_epsilon,Sigma_h_h,Sigma_h_j,Sigma_h_k,Sigma_j_epsilon,Sigma_j_j,Sigma_j_k,Sigma_k_epsilon,Sigma_k_k,Sigma_v_epsilon,Sigma_v_j,Sigma_v_k,Sigma_v_v,cov_epsilon_Delta_u,cov_epsilon_j,cov_epsilon_k,cov_epsilon_v,s_Delta_u,s_epsilon,s_j,s_k,s_v,sum_check,var_dy
-1,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0032007026161298972,0.00041826766275846475,0.0002897018783763725,2.529394499960401e-05,0.0,0.0,0.0,0.0,0.0,0.0032007026161299267,-2.8667979208847533e-17,0.000342586854517475,-0.0003077121715616088,-9.580737956233505e-06,-6.034559372940057e-19,0.0008911316422743181,-0.000165151807954244,-3.5713719488140024e-19,0.0004644344242868504,-2.8667979208847533e-17,-0.0003077121715616088,-9.580737956233505e-06,0.000342586854517475,0.0,-6.034559372940057e-19,-3.5713719488140024e-19,-2.8667979208847533e-17,0.0,0.8136070654720726,0.10632213188560911,0.07364117301611314,0.006429629626204746,0.003933966102264338,0.00393396610226434
0,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0034364986429179104,0.0001519662871095495,0.0002492293321734061,9.627184006347038e-05,0.0,0.0,0.0,0.0,0.0,0.004031627334822382,-0.0005292154501454701,0.0016250255137279061,-0.0009954463862075686,-4.0918373113969805e-06,-3.555746943866987e-05,0.0011822873125028619,6.828302529261237e-07,-3.0355772320331443e-05,0.00028299411155220834,-0.0005292154501454701,-0.0009954463862075686,-4.0918373113969805e-06,0.0016250255137279061,0.0,-3.555746943866987e-05,-3.0355772320331443e-05,-0.0005292154501454701,0.0,0.8735455653621179,0.03862928229658097,0.06335319768768544,0.024471954653614722,0.0039339661022643364,0.00393396610226434
1,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.00354514438243785,0.00020429138562676785,0.00014204559600740395,4.248473819231646e-05,0.0,0.0,0.0,0.0,0.0,0.0038542022273519083,-0.00022396143506818854,0.0006011820463143298,-0.0003341340568443217,-6.018162095030876e-07,-5.1408579691375346e-05,0.0005954224160733152,-5.588393910850287e-06,-3.3687830154494305e-05,0.00018192363628225162,-0.00022396143506818854,-0.0003341340568443217,-6.018162095030876e-07,0.0006011820463143298,0.0,-5.1408579691375346e-05,-3.3687830154494305e-05,-0.00022396143506818854,0.0,0.9011629206457349,0.05193013369108096,0.03610747838565369,0.010799467277530122,0.003933966102264338,0.00393396610226434
2,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0035302126715755144,0.0001663522795717961,0.00011798788868756273,0.00011941326242946766,0.0,0.0,0.0,0.0,0.0,0.006924815776063057,-0.0004771373695759242,0.0018166469311201125,-0.001199951017992095,-2.0145281122625793e-05,-0.00214107607232653,0.0036165051780523705,-0.00010912580816194918,-0.0007763896625850883,0.001023648640557226,-0.0004771373695759242,-0.001199951017992095,-2.0145281122625793e-05,0.0018166469311201125,0.0,-0.00214107607232653,-0.0007763896625850883,-0.0004771373695759242,0.0,0.8973673335780828,0.0422861497144182,0.029992095920615695,0.03035442078688348,0.003933966102264341,0.00393396610226434
3,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0034119234102557936,0.0001238859181251753,0.00019526979271008516,0.00020288698117328758,0.0,0.0,0.0,0.0,0.0,0.0067403622426207965,-0.0016813738588648632,0.004501874950626433,-0.0026124295838849576,-5.184526703324574e-06,-0.001025455979934543,0.004234911469480204,-0.00047313998753552804,-0.0006216089935655967,0.0012952033005145345,-0.0016813738588648632,-0.0026124295838849576,-5.184526703324574e-06,0.004501874950626433,0.0,-0.001025455979934543,-0.0006216089935655967,-0.0016813738588648632,0.0,0.8672986298209165,0.03149135373938992,0.049636877297364206,0.05157313914232979,0.003933966102264342,0.00393396610226434
4,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0033600231584722073,0.0002641213923474361,0.0002889732294020295,2.0848322042665173e-05,0.0,0.0,0.0,0.0,0.0,0.004865905009921906,-0.00017042514320738503,0.00021381331873855522,-2.484773507166547e-05,2.3078815831604524e-06,-0.0006468867900367911,0.0010408492084919214,-0.00010499329103602876,-0.0006885699182055228,0.0010802285570604205,-0.00017042514320738503,-2.484773507166547e-05,2.3078815831604524e-06,0.00021381331873855522,0.0,-0.0006468867900367911,-0.0006885699182055228,-0.00017042514320738503,0.0,0.8541057729343986,0.06713870569332339,0.07345595307384581,0.00529956829843174,0.003933966102264338,0.00393396610226434
5,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003457297757960025,0.0001468513273700068,0.0002022061771874183,0.00012761083974688922,0.0,0.0,0.0,0.0,0.0,0.004470200739716953,-0.0008074291519152032,0.002217427689773845,-0.0012783611833225121,-4.026514789240422e-06,-0.00014528129407796514,0.0016348704693138643,-6.437666454338027e-05,-6.019253576376e-05,0.000330801892283799,-0.0008074291519152032,-0.0012783611833225121,-4.026514789240422e-06,0.002217427689773845,0.0,-0.00014528129407796514,-6.019253576376e-05,-0.0008074291519152032,0.0,0.8788326254184166,0.037329077971841464,0.051400081223636124,0.03243821538610566,0.003933966102264339,0.00393396610226434
6,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0033181362395418236,0.0003073147898349952,0.0003463812677475973,-3.786619486007985e-05,0.0,0.0,0.0,0.0,0.0,0.005911120017827001,-3.811024204665905e-05,0.0007035629219679694,-0.0006970742284982928,-6.244646283097469e-06,-0.00024060380382119728,0.001464103275971639,-0.00021911045381715379,-0.002314269732417321,0.00288600610026517,-3.811024204665905e-05,-0.0006970742284982928,-6.244646283097469e-06,0.0007035629219679694,0.0,-0.00024060380382119728,-0.002314269732417321,-3.811024204665905e-05,0.0,0.8434582691579237,0.07811831160876266,0.08804886944710193,-0.009625450213789223,0.0039339661022643364,0.00393396610226434
7,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0036352149279029397,7.195087255459595e-05,0.0001326420709914839,9.41582308153195e-05,0.0,0.0,0.0,0.0,0.0,0.004972412790265782,-0.0003658619554715321,0.0009447464725325703,-0.0004725244570647548,-1.2201829180963815e-05,-0.0008285122233370708,0.0016043790143523392,-0.00023139146139591757,-0.00014282368355423954,0.0005190590451226049,-0.0003658619554715321,-0.0004725244570647548,-1.2201829180963815e-05,0.0009447464725325703,0.0,-0.0008285122233370708,-0.00014282368355423954,-0.0003658619554715321,0.0,0.9240585285700752,0.018289652397660967,0.03371713622929716,0.02393468280296651,0.003933966102264339,0.00393396610226434
8,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0033409789458407066,0.0002028137054136763,0.00030186798805177987,8.830546295817738e-05,0.0,0.0,0.0,0.0,0.0,0.005625609348090758,-0.00035944420990777573,0.0011525319538352459,-0.0006881068184019852,-1.667546256730751e-05,-0.0012972715843216818,0.002200709116184339,-1.2517008046995622e-05,-0.0006279146080205939,0.0009589750666866768,-0.00035944420990777573,-0.0006881068184019852,-1.667546256730751e-05,0.0011525319538352459,0.0,-0.0012972715843216818,-0.0006279146080205939,-0.00035944420990777573,0.0,0.8492648027438982,0.05155451270841895,0.07673375423291741,0.022446930314765526,0.00393396610226434,0.00393396610226434
9,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.0035384125759413488,0.000322951691678841,0.00011719361842943887,-4.459178378529079e-05,0.0,0.0,0.0,0.0,0.0,0.004464757850825184,-0.00016619534022555563,0.0002697065094718706,-0.0001508761395841711,2.773186552565361e-06,-0.00025746364797769064,0.000802894875528119,-7.160339628741628e-05,-0.0005026862866805891,0.0006887101148448789,-0.00016619534022555563,-0.0001508761395841711,2.773186552565361e-06,0.0002697065094718706,0.0,-0.00025746364797769064,-0.0005026862866805891,-0.00016619534022555563,0.0,0.8994517197046218,0.08209315568147733,0.02979019528459682,-0.01133507067069651,0.003933966102264338,0.00393396610226434
10,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003520760148180483,0.0003528739851690666,0.0002470513089988882,-0.00018671934008409946,0.0,0.0,0.0,0.0,0.0,0.007835057240179858,-0.0013128363163711482,0.003365906145526791,-0.002254336023077379,1.4546853837636891e-05,-0.0018776712152947478,0.005453846599270273,-0.0009689653757290796,-0.001123789560333479,0.00232525939122381,-0.0013128363163711482,-0.002254336023077379,1.4546853837636891e-05,0.003365906145526791,0.0,-0.0018776712152947478,-0.001123789560333479,-0.0013128363163711482,0.0,0.8949645362104109,0.08969929480733373,0.06279955204918737,-0.04746338306693244,0.003933966102264338,0.00393396610226434
11,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0,0.003522888046500385,0.000286194877451381,0.0001612285364535292,-3.634535814095895e-05,0.0,0.0,0.0,0.0,0.0,0.004937866550889211,-6.203109796350671e-05,0.0002220433015951451,-0.00019763328791187155,1.2757261392742068e-06,-0.00026645811330160043,0.0009209229774375224,-0.0001706366987726695,-0.0010864892931237186,0.0014170788022106432,-6.203109796350671e-05,-0.00019763328791187155,1.2757261392742068e-06,0.0002220433015951451,0.0,-0.00026645811330160043,-0.0010864892931237186,-6.203109796350671e-05,0.0,0.8955054402915817,0.07274970602483101,0.04098371268647387,-0.009238859002887451,0.0039339661022643364,0.00393396610226434
