# Input data: Maddison_CRU_dataset.csv
iteration,approach,approach_name,h1,h2,T_opt,r_squared,total_r_squared,f1,h4
-1,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.008071028777755673,-0.0002772024212301617,14.558005557704496,0.1863929345279195,0.1863929345279195,,
0,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.011692118550260311,-0.0004743978556021877,12.323114883623003,-0.028536507749264972,-0.028536507749264972,,
1,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.009680925318258229,-0.0003473286296744533,13.936261642658188,0.006829053831934551,0.006829053831934551,,
2,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.008024026000657769,-0.0003907191436356462,10.268278546571986,-0.7771027190366311,-0.7771027190366311,,
3,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.007119764913776194,-0.0004650723923893818,7.6544695302136665,-1.0576705693204724,-1.0576705693204724,,
4,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.006288329061594031,-0.00021736875228411815,14.464657397891964,-0.23713713210375853,-0.23713713210375853,,
5,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.010115530483655988,-0.0004645592456808123,10.887234058630845,-0.164568975921775,-0.164568975921775,,
6,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.01323623526642681,-0.0003576935309590884,18.502201075507735,-0.6709572736573506,-0.6709572736573506,,
7,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.002670705215371938,-0.00019650272382846362,6.795593372291676,-0.35374012148096723,-0.35374012148096723,,
8,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.008246672564524715,-0.000359520807208108,11.468978149783615,-0.4388835711775856,-0.4388835711775856,,
9,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.005664009296721839,-0.0001183916440280798,23.92064635650496,-0.21614896186029253,-0.21614896186029253,,
10,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.006159773660517384,4.006396634459907e-05,-76.87423665864486,-1.4991224283312783,-1.4991224283312783,,
11,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.005926364349637505,-0.00013646978555604695,21.713100542697045,-0.2792743376141562,-0.2792743376141562,,
12,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.013115463027828511,-0.0003975004419210504,16.49741942982977,-1.36066438653316,-1.36066438653316,,
13,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.001991998569967631,-0.0001399406356070912,7.117298564944814,-0.3432423200954873,-0.3432423200954873,,
14,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.010797721234543615,-0.00030838022357295325,17.507155792026992,-0.23487508399109225,-0.23487508399109225,,
15,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.0038594392542563583,-1.5724536679306844e-05,122.72028527668158,-0.2639327130476179,-0.2639327130476179,,
16,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.009109667739692306,-0.0004536907903724262,10.039511417252212,-0.7427333085310579,-0.7427333085310579,,
17,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.013913077684477429,-0.00024031664823015995,28.94738626504222,-1.9683191043415764,-1.9683191043415764,,
18,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.017634734259241742,-0.0002966441169800404,29.7237215400909,-3.9843030178967958,-3.9843030178967958,,
19,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.012985842712751605,-0.0004922715456753268,13.189714931559642,-0.06469177519947622,-0.06469177519947622,,
20,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.015508912269191433,-0.000391141691735309,19.825184321806493,-1.2473628278214983,-1.2473628278214983,,
21,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.011289401045571995,-0.0005557296123192834,10.157278643526642,-0.508397981371784,-0.508397981371784,,
22,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.006695918113686085,-5.34522675264309e-05,62.634556245673856,-0.7377131896979046,-0.7377131896979046,,
23,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.006238439256504247,-0.00017022430261515002,18.324173342652376,-0.4950106682745472,-0.4950106682745472,,
24,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.00985165370274288,-8.409019084720804e-05,58.57790072473105,-1.3972749129193596,-1.3972749129193596,,
25,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.010911426116894024,-5.556734144293758e-05,98.18200613483577,-2.2883127608665026,-2.2883127608665026,,
26,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.007570497583845537,-0.0003858916533411305,9.809097344162005,-0.45482501826566013,-0.45482501826566013,,
27,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.014074585974562251,-0.00016158414873162726,43.55187710255702,-3.0156652748785007,-3.0156652748785007,,
28,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.005740730808219764,-4.0723182489770504e-05,70.48480076012983,-0.704855292824244,-0.704855292824244,,
29,Approach QJ,Approach QJ: Quadratic (Joint OLS),0.012676151145938595,-0.0002097560279086892,30.216416835126104,-1.9251220899415453,-1.9251220899415453,,
-1,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.18566735025621672,0.18566735025621672,,
0,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,-0.38748944394449003,-0.38748944394449003,,
1,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.03711608082283602,0.03711608082283602,,
2,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,-0.0651768002809312,-0.0651768002809312,,
3,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.04977026094049253,0.04977026094049253,,
4,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.003543094602163177,0.003543094602163177,,
5,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.07038821939526196,0.07038821939526196,,
6,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.013773650003886528,0.013773650003886528,,
7,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,-0.025703831873751914,-0.025703831873751914,,
8,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.042155395857978784,0.042155395857978784,,
9,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.007874195281642016,0.007874195281642016,,
10,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.05593639914832371,0.05593639914832371,,
11,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,-0.24806913270237252,-0.24806913270237252,,
12,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,-0.21233039928257913,-0.21233039928257913,,
13,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,-0.04550911774744515,-0.04550911774744515,,
14,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.07976604727366166,0.07976604727366166,,
15,Approach NJ,Approach NJ: No Climate Response (Joint),0.0,0.0,,0.07806458929685611,0.07806458929685611,,
