Approach,h1,h1_SE,h2,h2_SE,T_optimal,R_squared,Adj_R_squared,RMSE,n_obs,n_params
Burke Original (j + k_t),0.014067869535072884,0.002809680886471673,-0.0004953948838624322,8.931481581824215e-05,14.198642328913753,0.25762263326067425,0.20391154626663255,0.05259967150361987,8479,573
Temperature Detrending,0.012607049349653206,0.0029356209686943403,-0.00045309204806246546,9.026449269358156e-05,13.912238587682229,0.05979342810969135,0.04043922998843896,0.05919463019282841,8479,172
GDP Growth Detrending,0.005866191771504711,0.002032296540097251,-0.00020034249983644562,5.819072058956363e-05,14.640407742475302,0.0014337145632249415,-0.01912182110665439,0.05488895181051415,8479,172
Combined Detrending,0.011072335558255592,0.002719890191813747,-0.0004201329238752651,8.363120135891046e-05,13.177181469290062,0.0030475906517204443,-0.017474723300194395,0.05484457829756008,8479,172
