,iso_id,year,pcGDP,growth_pcGDP,temp,precp,time,time2,Pop
4540,LAO,2017,2358.37266397522,0.06665375937454598,24.42177108373007,1.765943455144364,57,3249,6997917.0
4541,LAO,2018,2467.95576150974,0.060605421703254336,24.32942325981422,1.8057177302867813,58,3364,7105006.0
4542,LAO,2019,2564.0196538036,0.05314007142320065,25.16546116731938,1.4874354394766127,59,3481,7212053.0
4543,LAO,2020,2539.12452451311,0.005017708508926688,24.794132495837317,1.5563675901976874,60,3600,7319399.0
4544,LAO,2021,2566.2774224305,0.024969169514356793,24.430947065965075,1.6039475224784585,61,3721,7425057.0
4545,LAO,2022,2599.20507892295,0.026714241150198603,24.32429826529068,1.7403515301684165,62,3844,7529475.0
4546,LBN,1989,2218.48987658569,-0.5525354813438064,16.209216717467175,-0.09283270858349335,29,841,3525502.0
4547,LBN,1990,2753.85425210188,0.23533422295257367,16.374432910773322,0.17567367083987237,30,900,3593700.0
4548,LBN,1991,4033.58923114657,0.4017741661873835,16.258244971037147,0.6994072784482107,31,961,3666734.0
4549,LBN,1992,4597.99064366189,0.15219172551060112,15.008897782610568,0.7926796902640945,32,1024,3745407.0
4550,LBN,1993,4995.11878209564,0.10224670093940702,16.161416517618452,0.3623144173829854,33,1089,3818796.0
4551,LBN,1994,5303.67241006641,0.07793502940871022,16.892056608598253,0.8780285204372393,34,1156,3888144.0
4552,LBN,1995,5543.75915928786,0.062494520182546864,16.355319889830124,0.29028846884370435,35,1225,3959640.0
4553,LBN,1996,6055.33654124323,0.10693270057269189,16.883518471379052,0.5182681773170013,36,1296,4034243.0
4554,LBN,1997,6010.00783348938,0.010494407246529391,16.23484013026635,0.5704241817960406,37,1369,4107551.0
4555,LBN,1998,6124.11395866336,0.036001342160673744,17.41345770949844,0.5102693560639233,38,1444,4178784.0
4556,LBN,1999,5989.8177477352,-0.005269706895518311,17.524815514531973,0.08342279205407972,39,1521,4250020.0
4557,LBN,2000,5970.97454627471,0.01332948260537492,16.873247813908918,0.5510611820788058,40,1600,4320642.0
4558,LBN,2001,6103.3943112551,0.037677882034167,17.683342436078817,0.3819002076649836,41,1681,4389200.0
4559,LBN,2002,6230.74603429012,0.033658637182576,17.250962061002458,0.7450803314705183,42,1764,4446666.0
4560,LBN,2003,6348.80648465667,0.03176121271517829,17.109858277056855,0.919424936281379,43,1849,4504807.0
4561,LBN,2004,6669.25306904325,0.06465830724178545,16.8228196908823,0.6021689054902624,44,1936,4574797.0
4562,LBN,2005,6747.71185952593,0.026503453103337904,16.496079195913186,0.610302416802193,45,2025,4643044.0
4563,LBN,2006,6740.74187745932,0.015376326062664702,16.51558502723627,0.4581189161928109,46,2116,4719864.0
4564,LBN,2007,7230.85858889228,0.08902339135597259,16.928080547614822,0.5561556046202785,47,2209,4809608.0
4565,LBN,2008,7760.76584698942,0.08681169951107393,17.160122678885436,0.2531716477886117,48,2304,4887613.0
4566,LBN,2009,8445.10247039192,0.09741846106923191,17.14858689108936,0.7109572458225755,49,2401,4951135.0
4567,LBN,2010,9037.08580879125,0.07673078831933111,18.656378586593863,0.21590221190155248,50,2500,4995800.0
4568,LBN,2011,9026.4717227136,0.008636000950925649,16.624401368137132,0.6465413541370421,51,2601,5045056.0
4569,LBN,2012,9019.69822923935,0.025324523495541484,17.299425202814845,0.9069628825371786,52,2704,5178337.0
4570,LBN,2013,8539.56607828988,0.03756427951079644,17.244691083509817,0.5602596939643095,53,2809,5678851.0
4571,LBN,2014,7921.0802355822,0.024537089326596373,17.46710894382687,0.25252495153637516,54,2916,6274342.0
4572,LBN,2015,7802.75136769776,0.004612553725316104,17.285232512383615,0.5369536076668863,55,3025,6398940.0
4573,LBN,2016,8101.70966835667,0.015425900725318797,17.778255125506234,0.5767513586942523,56,3136,6258619.0
4574,LBN,2017,8374.74035900031,0.008989755431191071,17.557592098911282,0.24644271647091037,57,3249,6109252.0
4575,LBN,2018,8435.63735402702,-0.019026926943933375,18.379597016304636,0.6513340427968562,58,3364,5950839.0
4576,LBN,2019,8081.74334362085,-0.07165632313277115,17.668942735660522,0.8019551261965505,59,3481,5781907.0
4577,LBN,2020,6485.72603986915,-0.24079721036331492,18.02380993755544,0.645133920845947,60,3600,5662923.0
4578,LBN,2021,6107.45470909137,-0.07258401147343108,18.171172877094186,0.5406714744738562,61,3721,5592631.0
4579,LBR,2001,762.946664857397,0.028784471123575628,24.968158274811486,1.966151410988894,41,1681,2981648.0
4580,LBR,2002,771.234966433168,0.0369394362591251,25.12830297123249,2.0440863829618747,42,1764,3060599.0
4581,LBR,2003,534.45395268089,-0.35875042093671894,25.24473662588878,2.0529509023525203,43,1849,3085173.0
4582,LBR,2004,541.908673590868,0.02586116756178214,25.256746377896206,2.0084293899790677,44,1936,3122447.0
4583,LBR,2005,545.398063059969,0.05146479798434456,25.28508545307042,2.0286734101010064,45,2025,3266318.0
4584,LBR,2006,557.024626323936,0.0773675323212899,25.31741150370777,1.9588961817155675,46,2116,3455397.0
4585,LBR,2007,580.35273604346,0.09107646082164678,25.32011591244149,2.0148466133368093,47,2209,3632740.0
4586,LBR,2008,596.984292458089,0.0690193216662145,25.199697590059564,2.0098913285545885,48,2304,3783887.0
4587,LBR,2009,609.120596541239,0.05164836611981727,25.237387712881755,1.7523726007581482,49,2401,3905066.0
4588,LBR,2010,627.805378599434,0.05921021250552627,25.417540038767903,2.0270665415287663,50,2500,4019956.0
4589,LBR,2011,653.101870655313,0.0788182804450237,25.143035958412323,1.8994421982457992,51,2601,4181150.0
4590,LBR,2012,680.790012196002,0.07690376584364955,25.072499345237265,1.8907787598925274,52,2704,4331740.0
4591,LBR,2013,723.95918426021,0.08330465388893771,25.321673533728685,1.887802184127149,53,2809,4427313.0
4592,LBR,2014,714.182489983352,0.00698944780446098,25.175772470298565,1.9670230061064538,54,2916,4519398.0
4593,LBR,2015,699.662946853965,-0.0001856669306263825,25.37721103730824,1.8874115965927933,55,3025,4612329.0
4594,LBR,2016,675.059610609385,-0.015671749032634352,25.767100833633172,1.9518162558589212,56,3136,4706097.0
4595,LBR,2017,678.579144139741,0.024255013639596257,25.75616640827921,2.143511350423957,57,3249,4796631.0
4596,LBR,2018,673.411391957645,0.011509264807443742,25.578376310612526,2.1217916172973363,58,3364,4889391.0
4597,LBR,2019,644.162065213927,-0.02498245535282706,25.928071859391075,2.1545309037653437,59,3481,4985289.0
4598,LBR,2020,612.38424757045,-0.030278721469112924,25.964152619080117,1.8863231156750981,60,3600,5087584.0
4599,LBR,2021,629.820554654024,0.048663611731686984,25.864433628747648,2.056400005658498,61,3721,5193416.0
4600,LBR,2022,646.501159893738,0.04696091961759663,25.724293250277228,1.9802977208137704,62,3844,5302681.0
4601,LBY,2000,11170.1299871413,0.036132009633163875,20.615694322117903,-1.3704901638748999,40,1600,5154790.0
4602,LBY,2001,10721.2922789676,-0.017785619305509925,21.244892628746715,-1.247537833801104,41,1681,5275916.0
4603,LBY,2002,10364.26677599,-0.009635243560165208,21.007448518762807,-0.9964567799768566,42,1764,5405326.0
4604,LBY,2003,11423.0953057452,0.12235954520111036,21.07051977850456,-1.079650721605762,43,1849,5542641.0
4605,LBY,2004,11628.6999714293,0.04364972707968917,20.8609394408117,-1.214055405282869,44,1936,5687563.0
4606,LBY,2005,12673.9185469935,0.11217405936343638,20.81779516921338,-1.073755657336229,45,2025,5837986.0
4607,LBY,2006,13191.8701387847,0.0629797326665198,20.88690648310824,-0.9033305911355693,46,2116,5973369.0
4608,LBY,2007,13729.1616843644,0.06043620675560746,21.169111384967916,-1.0672859396387948,47,2209,6097177.0
4609,LBY,2008,13418.1944364528,-0.0016217967897524943,21.285731590755496,-0.9639339764350483,48,2304,6228370.0
4610,LBY,2009,12561.9017841453,-0.044999267220223516,21.127713788949386,-1.337904948754784,49,2401,6360191.0
4611,LBY,2010,12925.5736809809,0.049049632146395794,22.11510088246128,-1.6330265389603391,50,2500,6491988.0
4612,LBY,2011,6734.22569631027,-0.6999405058012904,20.481817928453207,-0.9498391652639077,51,2601,6188132.0
4613,LBY,2012,13263.4898393983,0.6250115224868829,21.124740712937907,-1.3158175305535735,52,2704,5869870.0
4614,LBY,2013,10666.7164203745,-0.19842608018608132,21.47371404596325,-1.4170021884320474,53,2809,5985221.0
4615,LBY,2014,8057.30035884057,-0.2619208385621725,21.490370226350713,-1.1705762371321133,54,2916,6097764.0
4616,LBY,2015,7867.5157311439,-0.008462266716389166,20.79009358024546,-1.1233137791015226,55,3025,6192235.0
4617,LBY,2016,7639.23267295455,-0.01502167368620988,21.86586132618164,-1.787252367161771,56,3136,6282196.0
4618,LBY,2017,9968.91609191123,0.28135058723183093,20.486448850178714,-0.8130752578203689,57,3249,6378261.0
4619,LBY,2018,10595.2468302316,0.0764180034670261,21.75569557087337,-1.1963574784335567,58,3364,6477793.0
4620,LBY,2019,9278.27171027451,-0.1187350528281712,21.03344992763158,-0.8373234895744465,59,3481,6569088.0
4621,LBY,2020,6431.46291126847,-0.35363881462675195,21.324382223720026,-1.1247928711060302,60,3600,6653942.0
4622,LBY,2021,8347.14263082362,0.27286673106212334,22.02462911815558,-1.876396773259201,61,3721,6735277.0
4623,LBY,2022,8150.631713421,-0.012446962482169255,21.49691137926132,-1.3532611647747972,62,3844,6812341.0
4624,LKA,1962,660.352864165271,0.037469368502261347,25.194369565659112,1.8769354278748023,2,4,10267067.0
4625,LKA,1963,660.850898686176,0.02485600016159495,25.151169271306937,1.9341833088464102,3,9,10517531.0
4626,LKA,1964,670.315539631854,0.03832063355694615,25.187390072231395,1.8565602732427775,4,16,10774086.0
4627,LKA,1965,671.056337508956,0.025053069917529314,25.03289369178541,2.0593546804080405,5,25,11035224.0
4628,LKA,1966,688.27199539999,0.04901670458696472,25.37298365651761,1.8865708913160202,6,36,11299721.0
4629,LKA,1967,715.414126103391,0.062402094543582365,25.207416636258145,1.9417564326947203,7,49,11571008.0
4630,LKA,1968,739.294129406503,0.05639067521958907,25.281398538903723,1.766691684796945,8,64,11846815.0
4631,LKA,1969,778.445447385093,0.07433555740031395,25.646803975638502,1.8650760969809845,9,81,12119207.0
4632,LKA,1970,790.799959164555,0.03774491177654227,25.474990482280813,1.773160582261786,10,100,12388769.0
4633,LKA,1971,784.302628170117,0.012984390727556416,25.20097095472148,1.7258114518213532,11,121,12654651.0
4634,LKA,1972,765.369817296924,-0.004113246924489999,25.686586952213705,1.6916232601717216,12,144,12914457.0
4635,LKA,1973,803.502195187049,0.0681949432843929,25.85156066833496,1.6920873923259772,13,169,13169737.0
4636,LKA,1974,818.948354243057,0.037737217513143406,25.40544503860319,1.45825454189336,14,196,13418276.0
4637,LKA,1975,853.559800643365,0.05945907846476928,25.29764002496737,1.7942641741367613,15,225,13662873.0
4638,LKA,1976,866.346129225172,0.032806984209052814,25.645981707472,1.605452803793076,16,256,13910170.0
4639,LKA,1977,894.529887167203,0.04974770809152673,25.593836933318915,1.7631676675613734,17,289,14159052.0
4640,LKA,1978,928.33602113143,0.054997874099367294,25.636658518835354,1.882726613541597,18,324,14414816.0
4641,LKA,1979,969.913372093744,0.06206882011544934,26.126235853952423,1.7799320318450085,19,361,14680387.0
4642,LKA,1980,1008.52918081659,0.056815272070689815,26.10133848276081,1.530566031945724,20,400,14943645.0
4643,LKA,1981,1048.10640100963,0.05543021081946975,25.77952494607005,1.5417180071492167,21,441,15198918.0
4644,LKA,1982,1074.55744367113,0.04058032406221912,25.91819211566464,1.6892160221168284,22,484,15438753.0
4645,LKA,1983,1110.48466563516,0.04701707860652249,26.428006647811422,1.4699091017237655,23,529,15658442.0
4646,LKA,1984,1151.36456887056,0.04973397157557713,25.42822661037898,1.9098617696436206,24,576,15872577.0
4647,LKA,1985,1192.41656658881,0.048784510522143165,25.651579347855485,1.8274504205861537,25,625,16092338.0
4648,LKA,1986,1227.14502149179,0.04263360296531715,25.84766015646099,1.6049241682636244,26,676,16317995.0
4649,LKA,1987,1231.03408012504,0.017108911252481818,26.217154664618,1.683961609904835,27,729,16547139.0
4650,LKA,1988,1244.43238259785,0.024426089639330684,25.95758946639701,1.7792327319727717,28,784,16773736.0
4651,LKA,1989,1256.79862981074,0.02273265812877412,25.69805412416308,1.7377171438689711,29,841,16990575.0
4652,LKA,1990,1320.63735449785,0.062035346848645645,25.983783687445406,1.7537877429763833,30,900,17204094.0
4653,LKA,1991,1364.53204007704,0.044973243692762566,25.973914187708324,1.6761112433868794,31,961,17416596.0
4654,LKA,1992,1407.77008539644,0.04305940566560906,25.8186241023623,1.6025786793246164,32,1024,17624457.0
4655,LKA,1993,1487.92491205946,0.06672422373117826,25.817202974751442,1.8194874820950575,33,1089,17825611.0
4656,LKA,1994,1555.010257805,0.05448741563511916,25.679192549700574,1.856351773962004,34,1156,18011744.0
4657,LKA,1995,1625.57106753169,0.053541574834415684,25.981987751166137,1.7396872158605345,35,1225,18177572.0
4658,LKA,1996,1673.99508371873,0.03729546880609291,25.78095837938062,1.7630349925110855,36,1296,18322506.0
4659,LKA,1997,1768.99657432231,0.06208613865162249,26.07256899512491,1.8778136040814541,37,1369,18449123.0
4660,LKA,1998,1840.96789310421,0.04591387014861681,26.602459481180503,1.7379018930396706,38,1444,18560798.0
4661,LKA,1999,1908.86642521177,0.042106358154139656,25.549020627709474,1.813835798230992,39,1521,18670411.0
4662,LKA,2000,2011.98047068636,0.058269220937976485,25.539710327790782,1.7985005373686243,40,1600,18776371.0
4663,LKA,2001,1965.82091122656,-0.015574740382312768,25.906973167424297,1.7049348563068238,41,1681,18920275.0
4664,LKA,2002,2023.39393567496,0.03888099858307825,26.020085841376012,1.8093154273179946,42,1764,19110707.0
4665,LKA,2003,2122.2151440587,0.057705250034658206,26.050957400778586,1.772439436093776,43,1849,19303180.0
4666,LKA,2004,2216.27205437473,0.053019885120647814,26.092087108874935,1.8412010863482262,44,1936,19490431.0
4667,LKA,2005,2332.65231790321,0.06054695332986526,26.231264608930903,1.722795351802617,45,2025,19673866.0
4668,LKA,2006,2486.64762174852,0.07388494350898611,26.031361405944704,1.9578879671032057,46,2116,19870706.0
4669,LKA,2007,2628.1568031565,0.06575802210885584,26.05734452412942,1.7598250310345622,47,2209,20078655.0
4670,LKA,2008,2756.12197984815,0.057797930672439435,25.912062907417894,1.9540294908593925,48,2304,20285643.0
4671,LKA,2009,2826.23541535354,0.034777317927837004,26.256268655762927,1.7998264133192172,49,2401,20482477.0
4672,LKA,2010,3025.30115104182,0.07710887623024831,26.220638185694632,1.9821147573615017,50,2500,20668557.0
4673,LKA,2011,3257.44744034531,0.08314082365937381,25.993214570534253,1.9589086552179527,51,2601,20859743.0
4674,LKA,2012,3512.13425627403,0.08279750708298295,26.180468349046336,1.7866528098235719,52,2704,21017147.0
4675,LKA,2013,3634.61702853361,0.03971815026927672,26.026728601198045,1.800254915292586,53,2809,21131756.0
4676,LKA,2014,3846.82623839724,0.06182840420683178,26.177728739093766,1.96782892222817,54,2916,21239457.0
4677,LKA,2015,3990.35311739446,0.04119909597809368,26.296585311469283,1.9884207367311069,55,3025,21336697.0
4678,LKA,2016,4174.63699572818,0.04930074706235388,26.77295035984508,1.6112683572733442,56,3136,21425494.0
4679,LKA,2017,4427.54255069831,0.06260554104755656,26.248927929420127,1.7495958560518394,57,3249,21506813.0
4680,LKA,2018,4495.71046284418,0.022838057398864464,25.988963820505838,1.848285650436111,58,3364,21670000.0
4681,LKA,2019,4458.43442725849,-0.002207273096651363,26.454503269950838,1.7998286381653488,59,3481,21803000.0
4682,LKA,2020,4229.74959441854,-0.04734861976555038,26.63100744868303,1.6566131766949297,60,3600,21919000.0
4683,LKA,2021,4331.47367859957,0.034519531390021285,26.191386848572836,1.910860091673998,61,3721,22156000.0
4684,LKA,2022,3988.08015990353,-0.08147014701724231,26.080818071466172,1.7839571221801782,62,3844,22181000.0
4685,LSO,1961,259.059214417387,0.01847621040222336,11.55096813860708,1.233409528797256,1,1,760895.0
4686,LSO,1962,289.720857371751,0.14264312974188442,11.6809277969438,1.0900366780703914,2,4,784681.0
4687,LSO,1963,310.78825601724,0.10088615055306605,10.913714438411466,1.2966753814565721,3,9,809138.0
4688,LSO,1964,326.318422889573,0.07928350992765587,10.816591827472235,1.099055478323419,4,16,834215.0
4689,LSO,1965,323.270353357901,0.021312326033346096,10.92925448997305,0.7253443690927772,5,25,860220.0
4690,LSO,1966,311.943168649227,-0.004063458555059185,11.959212667907636,0.9452534659024083,6,36,887841.0
4691,LSO,1967,334.27995248388,0.10356746275067508,11.049889735414048,1.1631842013679181,7,49,918923.0
4692,LSO,1968,321.146270362083,-0.003677955780343467,10.751495028986147,0.9560246482879416,8,64,952992.0
4693,LSO,1969,314.589764687357,0.015356844639295986,11.625554637404553,0.9284527020613433,9,81,987909.0
4694,LSO,1970,310.266720678982,0.021537114052556205,11.723884595931807,1.0707376646511217,10,100,1023481.0
4695,LSO,1971,314.932941594404,0.049872603961620854,11.2522357710203,1.1517433953088108,11,121,1059879.0
4696,LSO,1972,303.592269863391,-0.002029140780972938,11.381205634578752,1.0630814995458244,12,144,1097242.0
4697,LSO,1973,370.782934660044,0.2343199109707612,11.241830646827312,1.1120843861714447,13,169,1135631.0
4698,LSO,1974,397.583006131987,0.10418062041051357,10.54604555419332,1.2430347971307028,14,196,1175369.0
4699,LSO,1975,332.316972315122,-0.14518182536059854,10.743987358742322,1.1865591673765579,15,225,1216180.0
4700,LSO,1976,357.199340182724,0.10480252246266986,10.556104115419753,1.2526572789947066,16,256,1256478.0
4701,LSO,1977,422.342505573405,0.1972843452373496,11.529592615546683,1.1521835589979303,17,289,1294435.0
4702,LSO,1978,485.89695709621,0.16819621970694953,11.149004639557397,1.083729239414302,18,324,1331213.0
4703,LSO,1979,486.188095166631,0.02852835674234555,11.551997729150056,1.1076005404675047,19,361,1368917.0
4704,LSO,1980,459.825327854125,-0.027831521022761763,11.686861735246731,0.8198998937624553,20,400,1407672.0
4705,LSO,1981,450.279146742243,0.006922366480115016,11.194335554773998,1.0637906225237008,21,441,1447501.0
4706,LSO,1982,457.424828349758,0.04360726937835935,11.877362225955869,0.9613237322309699,22,484,1488399.0
4707,LSO,1983,453.727382976197,0.019666984306788038,12.333855237451115,1.0529758122248989,23,529,1530331.0
4708,LSO,1984,465.772696708599,0.053871497312993455,11.696633265806144,0.9225411318820653,24,576,1573267.0
4709,LSO,1985,465.091680081189,0.025767637765628848,12.002190012899815,1.122690690586519,25,625,1616697.0
4710,LSO,1986,474.238856177272,0.04578427994521661,11.788272362657604,1.216763280057494,26,676,1659793.0
4711,LSO,1987,466.69262661081,0.007270785856803741,11.821416937577991,1.3756779365300875,27,729,1698939.0
4712,LSO,1988,496.665518029901,0.08251889242843191,11.153473679079042,1.4382745961119947,28,784,1733733.0
4713,LSO,1989,515.529422070878,0.05633538353827916,10.904278763496901,1.2922042163327214,29,841,1767091.0
4714,LSO,1990,536.999729514643,0.05869780980641082,11.273442329207366,0.9947918984873622,30,900,1798997.0
4715,LSO,1991,564.830547402898,0.06734651671794012,11.496253625613893,1.2614394757468645,31,961,1829509.0
4716,LSO,1992,594.696195194507,0.06725076115816009,12.164217983151811,0.6702602822751981,32,1024,1858507.0
4717,LSO,1993,606.763182495553,0.03449578436859113,11.779064844990511,1.1842874840011999,33,1089,1885478.0
4718,LSO,1994,634.577639619295,0.05807901394004489,10.974531916369653,0.9526389869605226,34,1156,1910642.0
4719,LSO,1995,647.518378333042,0.03237946650687107,11.628562249046249,1.1117403143860587,35,1225,1934079.0
4720,LSO,1996,676.409197901056,0.054460114429225825,10.738798042763689,1.3161655555870546,36,1296,1955098.0
4721,LSO,1997,695.244366693129,0.03636667884494571,11.128629261085761,1.1760609441884176,37,1369,1972579.0
4722,LSO,1998,701.291736722354,0.015259535215676578,11.969855788066804,1.1395366570515084,38,1444,1985639.0
4723,LSO,1999,701.589992063938,0.004748956853624975,12.303159277204799,0.9558442133053046,39,1521,1994243.0
4724,LSO,2000,727.180764976104,0.038023331330162335,11.333781212880492,1.2216416506830998,40,1600,1998630.0
4725,LSO,2001,752.76239875353,0.03499624678985214,11.5053657793446,1.239083787105198,41,1681,1999473.0
4726,LSO,2002,758.947156903086,0.007212288422760338,11.61815139709473,1.1476680225834182,42,1764,1997534.0
