# Input data: Maddison_CRU_dataset.csv
iteration,approach,approach_name,C_Delta_u,C_epsilon,C_j,C_k,C_v,Sigma_Delta_u_Delta_u,Sigma_Delta_u_epsilon,Sigma_Delta_u_j,Sigma_Delta_u_k,Sigma_Delta_u_v,Sigma_epsilon_epsilon,Sigma_j_epsilon,Sigma_j_j,Sigma_j_k,Sigma_k_epsilon,Sigma_k_k,Sigma_v_epsilon,Sigma_v_j,Sigma_v_k,Sigma_v_v,cov_epsilon_Delta_u,cov_epsilon_j,cov_epsilon_k,cov_epsilon_v,s_Delta_u,s_epsilon,s_j,s_k,s_v,sum_check,var_dy
2,approach4,4: Combined Quadratic Detrending,1.0295208125791648e-05,0.0032278419709668984,0.0004509718925320771,0.0003538016496753578,6.757196757286492e-06,1.679564327918566e-05,-1.3081363310504715e-06,2.5283416382728584e-08,-6.525718569776479e-06,1.3081363310502079e-06,0.004510205990117408,-1.2312035920661753e-05,0.0004509718925320771,5.834210871400595e-06,-2.393859845080627e-06,0.00035449315737373725,-0.0012663499870537165,6.4525416328784146e-06,2.3938598450770126e-06,0.0012629526460019975,-1.3081363310504715e-06,-1.2312035920661753e-05,-2.393859845080627e-06,-0.0012663499870537165,0.0025422351496737455,0.7970633731654878,0.11136021561698921,0.08736559560791671,0.0016685804599325907,0.004049667918057411,0.004049667918057411
3,approach4,4: Combined Quadratic Detrending,7.716039555148545e-06,0.0037159497825106787,0.0004389392107968671,0.00043422755870185217,-6.913415374391191e-05,1.2332929110333674e-05,-1.4524908917214999e-06,5.208566685958019e-08,-4.668975222044919e-06,1.452490891721711e-06,0.005802022450883821,6.297165940682349e-05,0.0004389392107968671,6.394483616367118e-06,-5.722187847234127e-06,0.0004325020503075301,-0.0021418696490410104,-6.941822869005019e-05,5.722187847234028e-06,0.002134979045248193,-1.4524908917214999e-06,6.297165940682349e-05,-5.722187847234127e-06,-0.0021418696490410104,0.001704185837708438,0.82071494679741,0.09694532814516384,0.0959046996316441,-0.015269160411926413,0.004527698437820635,0.004527698437820635
4,approach4,4: Combined Quadratic Detrending,4.923068681740546e-06,0.003623856188112165,0.000460271519386307,0.00038550401877354825,1.1868948087270315e-05,1.1319095539153704e-05,-8.100591702642238e-07,2.934744894539307e-08,-6.425374306358578e-06,8.100591702642494e-07,0.004595436385690922,-1.977754080178012e-05,0.000460271519386307,8.151176161960636e-06,-2.7143489629514763e-06,0.00038377821691794594,-0.0009482782486437616,1.159701719087405e-05,2.7143489629517312e-06,0.0009450257714069418,-8.100591702642238e-07,-1.977754080178012e-05,-2.7143489629514763e-06,-0.0009482782486437616,0.0010973258353887776,0.8077382778952146,0.10259207461182017,0.08592679623085317,0.0026455254267233326,0.004486423743041031,0.004486423743041031
5,approach4,4: Combined Quadratic Detrending,4.416940314750286e-06,0.0033475519790906417,0.0004153959087344708,0.00041232688988524077,-5.42386775088296e-05,9.932139236134952e-06,-5.591210311199126e-07,-6.593619770016377e-09,-5.508605301614568e-06,5.591210311198312e-07,0.0041438826936706875,4.329261713717625e-05,0.00041539590873447085,1.1339627207266624e-05,-2.869597724907764e-07,0.0004064958679795887,-0.0008387772509136115,-5.462565072467294e-05,2.8695977249077697e-07,0.0008383181433258441,-5.591210311199126e-07,4.329261713717625e-05,-2.869597724907764e-07,-0.0008387772509136115,0.0010706558216446297,0.8114386338213458,0.10069097979175803,0.09994705692581118,-0.01314732636055942,0.004125453040516274,0.004125453040516273
6,approach4,4: Combined Quadratic Detrending,6.625869342167884e-06,0.0037338575428285566,0.00041666548866437576,0.00042014861885592214,6.495119935264328e-05,1.2635339036341204e-05,-2.520025946608167e-07,5.171599199584539e-08,-6.061185686169438e-06,2.5200259466108827e-07,0.004866929031786505,-7.20183406051502e-05,0.0004166654886643757,7.3894513946011975e-06,-6.147955586841986e-07,0.00041882035314749056,-0.0010601863501994526,6.457717321855315e-05,6.147955586840505e-07,0.0010596935781801977,-2.520025946608167e-07,-7.20183406051502e-05,-6.147955586841986e-07,-0.0010601863501994526,0.0014272973602183154,0.804320873095691,0.08975509798841873,0.09050540896965886,0.013991322586012501,0.004642248719043666,0.004642248719043668
7,approach4,4: Combined Quadratic Detrending,2.235163922966752e-06,0.0035925874328835983,0.0004619840532971645,0.00036164738984380724,6.533847380012063e-05,9.675997647205593e-06,1.4193474515717838e-07,-9.375094272327501e-09,-7.431458629966634e-06,-1.4193474515705807e-07,0.004350763693382386,-7.502317634136248e-05,0.0004619840532971644,9.96660453165054e-06,-7.595907716217134e-07,0.00035911224394212336,-0.0006825354281309608,6.50659469039843e-05,7.5959077162168e-07,0.0006821902990006326,1.4193474515717838e-07,-7.502317634136248e-05,-7.595907716217134e-07,-0.0006825354281309608,0.0004984985179652192,0.8012385546093949,0.10303421754701748,0.08065658451745217,0.014572144808170264,0.004483792513747658,0.004483792513747658
8,approach4,4: Combined Quadratic Detrending,2.727609511733263e-06,0.0036067879931153558,0.0005081039994064473,0.0004104961271382787,-3.2839327496812115e-05,5.304026408114299e-06,-7.040807137973445e-07,8.824999756103516e-09,-2.5852418961371628e-06,7.040807137973672e-07,0.0041351806576329,2.5860422220606496e-05,0.0005081039994064473,7.0963648092956485e-06,-3.3713924820655744e-06,0.00040598500422512056,-0.0005501776135422876,-3.296561202965828e-05,3.371392482065213e-06,0.0005462284248792713,-7.040807137973445e-07,2.5860422220606496e-05,-3.3713924820655744e-06,-0.0005501776135422876,0.0006067723690398476,0.802350661189914,0.11303064684011882,0.0913172162195237,-0.007305296618596294,0.004495276401675003,0.004495276401675003
9,approach4,4: Combined Quadratic Detrending,1.239807972323332e-05,0.003877241841574072,0.00040733495276281686,0.00046633194307038416,-0.00011117807341666725,1.8100804533633442e-05,-2.123867637632341e-06,5.811643046508502e-08,-5.760841240865322e-06,2.1238676376324557e-06,0.006604457084624414,0.00010180818390031652,0.00040733495276281686,9.6596191602006e-06,-8.206143393676572e-06,0.00046243316515104914,-0.002818693415919349,-0.00011152591949098224,8.206143393676332e-06,0.0028087112509623553,-2.123867637632341e-06,0.00010180818390031652,-8.206143393676572e-06,-0.002818693415919349,0.002665033666573854,0.833433908468928,0.08755883063494865,0.10024054981292424,-0.02389832258337559,0.004652128743713839,0.004652128743713843
0,nocr0,nocr0: No Climate Response (Joint),0.0,0.002604683724674513,0.00037976901836617074,0.00040785336244638645,0.0,0.0,0.0,0.0,0.0,0.0,0.002604683724674504,9.57985990456636e-18,0.0005832060137960417,-0.0002034369954298806,-4.2649935898132447e-19,0.0006112903578762675,0.0,0.0,0.0,0.0,0.0,9.57985990456636e-18,-4.2649935898132447e-19,0.0,0.0,0.7678209582742034,0.11195010313246574,0.12022893859333089,0.0,0.0033923061054870703,0.0033923061054870703
1,nocr0,nocr0: No Climate Response (Joint),0.0,0.002803912429090663,0.0004009089369510591,0.00031925516852827554,0.0,0.0,0.0,0.0,0.0,0.0,0.002803912429090664,-2.3333239393390836e-19,0.000521618328450589,-0.00012070939149952973,-6.170530053894737e-19,0.00043996456002780586,0.0,0.0,0.0,0.0,0.0,-2.3333239393390836e-19,-6.170530053894737e-19,0.0,0.0,0.7956445898904949,0.11376283489256776,0.09059257521693707,0.0,0.0035240765345699978,0.0035240765345699986
2,nocr0,nocr0: No Climate Response (Joint),0.0,0.0032460428438011476,0.00043212256959347564,0.00037150250466278835,0.0,0.0,0.0,0.0,0.0,0.0,0.0032460428438011745,1.3633456666289374e-18,0.0004672060534106819,-3.5083483817207654e-05,-2.8057512912081984e-17,0.00040658598848002407,0.0,0.0,0.0,0.0,0.0,1.3633456666289374e-18,-2.8057512912081984e-17,0.0,0.0,0.8015577843622903,0.10670568015383368,0.0917365354838761,0.0,0.004049667918057411,0.004049667918057411
3,nocr0,nocr0: No Climate Response (Joint),0.0,0.0036485240911890713,0.00048533061457896635,0.00039384373205259866,0.0,0.0,0.0,0.0,0.0,0.0,0.003648524091189066,6.960717170749873e-18,0.0009220964925112141,-0.00043676587793225466,-1.873389975340603e-18,0.0008306096099848552,0.0,0.0,0.0,0.0,0.0,6.960717170749873e-18,-1.873389975340603e-18,0.0,0.0,0.8058231221214578,0.10719146189704623,0.08698541598149626,0.0,0.004527698437820636,0.004527698437820635
4,nocr0,nocr0: No Climate Response (Joint),0.0,0.0036451797548478697,0.0005426570884149206,0.00029858689977824095,0.0,0.0,0.0,0.0,0.0,0.0,0.003645179754847856,4.486139041579111e-17,0.0017340276930210242,-0.0011913706046061485,-3.087912354960936e-17,0.0014899575043844204,0.0,0.0,0.0,0.0,0.0,4.486139041579111e-17,-3.087912354960936e-17,0.0,0.0,0.8124911875526627,0.12095537994079254,0.0665534325065447,0.0,0.004486423743041031,0.004486423743041031
5,nocr0,nocr0: No Climate Response (Joint),0.0,0.003303185480238532,0.00039977054349119956,0.0004224970167865424,0.0,0.0,0.0,0.0,0.0,0.0,0.003303185480238519,1.2038475298736478e-17,0.00046426026220050033,-6.448971870931279e-05,1.0131876184243771e-18,0.0004869867354958542,0.0,0.0,0.0,0.0,0.0,1.2038475298736478e-17,1.0131876184243771e-18,0.0,0.0,0.8006843000751162,0.09690342843926081,0.10241227148562324,0.0,0.004125453040516274,0.004125453040516273
6,nocr0,nocr0: No Climate Response (Joint),0.0,0.003802865544172389,0.000420184336013474,0.00041919883885780507,0.0,0.0,0.0,0.0,0.0,0.0,0.0038028655441723716,-3.293284496191994e-18,0.000513694827365256,-9.351049135177874e-05,2.061172997015014e-17,0.0005127093302095632,0.0,0.0,0.0,0.0,0.0,-3.293284496191994e-18,2.061172997015014e-17,0.0,0.0,0.8191860829369355,0.09051310290415343,0.09030081415891103,0.0,0.004642248719043668,0.004642248719043668
7,nocr0,nocr0: No Climate Response (Joint),0.0,0.003666920457220521,0.0004376491631496905,0.0003792228933774457,0.0,0.0,0.0,0.0,0.0,0.0,0.0036669204572205437,-1.1714070911040694e-17,0.00053778147805697,-0.00010013231490726774,-1.0648779375154862e-17,0.0004793552082847241,0.0,0.0,0.0,0.0,0.0,-1.1714070911040694e-17,-1.0648779375154862e-17,0.0,0.0,0.8178167134133565,0.09760691686955274,0.08457636971709077,0.0,0.004483792513747658,0.004483792513747658
8,nocr0,nocr0: No Climate Response (Joint),0.0,0.003574946230396588,0.0004552518116290995,0.00046507835964931636,0.0,0.0,0.0,0.0,0.0,0.0,0.0035749462303966114,-1.7646372549252312e-17,0.0005272748167091776,-7.202300508006046e-05,-5.864754892081793e-18,0.0005371013647293827,0.0,0.0,0.0,0.0,0.0,-1.7646372549252312e-17,-5.864754892081793e-18,0.0,0.0,0.7952672785736853,0.10127337474942949,0.10345934667688547,0.0,0.0044952764016750035,0.004495276401675003
9,nocr0,nocr0: No Climate Response (Joint),0.0,0.0037785313911442076,0.00034643613501810974,0.0005271612175515263,0.0,0.0,0.0,0.0,0.0,0.0,0.0037785313911442107,-2.075485545033243e-17,0.0005530806779612703,-0.0002066445429431398,1.7839483612030947e-17,0.0007338057604946482,0.0,0.0,0.0,0.0,0.0,-2.075485545033243e-17,1.7839483612030947e-17,0.0,0.0,0.8122155682492498,0.07446830345919149,0.11331612829155885,0.0,0.004652128743713844,0.004652128743713843
0,approach5,5: Precomputed k Quadratic,2.198951661326899e-06,0.0025756027769616727,0.00041512124140255876,0.00037331528429514107,2.6067851166370845e-05,4.3460312535011e-06,-8.241899096395873e-08,-9.040093360864577e-08,-2.05878031144175e-06,8.452064384015365e-08,0.002930017710684345,-2.6415705492544972e-05,0.00041418861961744894,9.326217851098562e-07,1.5969423624715778e-06,0.00037331528429514134,-0.00032951375160163485,2.650610642615355e-05,-4.7078383613992664e-07,0.0003294617595341519,-8.241899096395873e-08,-2.6415705492544972e-05,1.5969423624715778e-06,-0.00032951375160163485,0.0006482173462383259,0.7592483392921481,0.12237139824472157,0.1100476409517708,0.007684404165121178,0.0033923061054870703,0.0033923061054870703
1,approach5,5: Precomputed k Quadratic,4.001032103473802e-06,0.0028096329447153774,0.000388240906788033,0.00032862000003860416,-6.418349075488247e-06,6.928824896957733e-06,-2.3308963469120046e-07,-9.157559274850388e-08,-2.8388279366987424e-06,2.3570037065451646e-07,0.003417910405654262,6.437785679111934e-06,0.0003910965766248418,-2.8556698368087092e-06,5.837098812089945e-06,0.0003286200000386044,-0.0006203192557953953,-6.346210086363515e-06,-1.4260103858270395e-07,0.0006201540174741988,-2.3308963469120046e-07,6.437785679111934e-06,5.837098812089945e-06,-0.0006203192557953953,0.0011353420007270076,0.797267856459367,0.11016812574287789,0.0932499611784685,-0.0018212853814400492,0.0035240765345700004,0.0035240765345699986
2,approach5,5: Precomputed k Quadratic,9.062368542226143e-06,0.0032428718407977366,0.00044020940987107355,0.0003604046380037311,-2.8803391573552217e-06,1.2517885614392912e-05,-1.0893948191365416e-06,-2.801819820920803e-08,-3.432145598359897e-06,1.094041543538876e-06,0.004295231020412379,7.201362914266106e-06,0.0004428869339270603,-2.677524055986721e-06,1.8973011402017373e-06,0.00036040463800373127,-0.0010603684488499745,-7.173344716056885e-06,4.2123685141446805e-06,0.0010593550443509926,-1.0893948191365416e-06,7.201362914266106e-06,1.8973011402017373e-06,-0.0010603684488499745,0.002237805352339428,0.800774756452947,0.10870259457773959,0.08899609679023111,-0.0007112531732569553,0.004049667918057412,0.004049667918057411
3,approach5,5: Precomputed k Quadratic,7.128999510897463e-06,0.00371765874010854,0.0004237746485183215,0.0004460136733108716,-6.687762362799334e-05,1.004897409885772e-05,-1.213940510523477e-06,-2.9109067606533524e-08,-2.8932997192757633e-06,1.2163747094455152e-06,0.005508223242888322,7.763568429074412e-05,0.00043235868367345415,-8.58403515513266e-06,8.319159874470607e-07,0.0004460136733108718,-0.0018678181625474495,-7.76065752231376e-05,1.0645418886961214e-05,0.001866685320546187,-1.213940510523477e-06,7.763568429074412e-05,8.319159874470607e-07,-0.0018678181625474495,0.0015745305498590008,0.8210923918992273,0.09359604097712422,0.09850781350304684,-0.014770776929256855,0.0045276984378206375,0.004527698437820635
4,approach5,5: Precomputed k Quadratic,4.7991011505973925e-06,0.0036383838513958243,0.0004330599996862893,0.00040782411549949803,2.356675308822008e-06,8.757412704368177e-06,-7.94394663787224e-07,-9.382146513475962e-08,-3.86776739093891e-06,7.976719660901096e-07,0.004459522709281676,4.958701844669541e-06,0.000433156063208179,-9.606352188967043e-08,-3.203030547293501e-06,0.00040782411549949825,-0.0008221001345194408,-4.864880379534825e-06,7.1668614601218824e-06,0.0008213571567815858,-7.94394663787224e-07,4.958701844669541e-06,-3.203030547293501e-06,-0.0008221001345194408,0.0010696941317773117,0.8109764168040042,0.09652677154225926,0.09090182712501935,0.0005252903969397646,0.004486423743041031,0.004486423743041031
5,approach5,5: Precomputed k Quadratic,3.955866465103578e-06,0.0033498240535800392,0.00040171673798089556,0.00042185728864367356,-5.1900906153438215e-05,7.481568161272851e-06,-5.0084701235121e-07,-4.1793453405346635e-08,-3.4870024707912127e-06,5.039412403784961e-07,0.003961188526853678,5.268266517978492e-05,0.00040024087774304004,1.4758602378556013e-06,1.3690735541057145e-06,0.0004218572886436738,-0.0006649153649951782,-5.264087172637961e-05,6.420686788296744e-07,0.0006645093206489114,-5.0084701235121e-07,5.268266517978492e-05,1.3690735541057145e-06,-0.0006649153649951782,0.0009588926176720043,0.8119893792708961,0.09737518135235479,0.10225720290610336,-0.012580656147026015,0.004125453040516274,0.004125453040516273
6,approach5,5: Precomputed k Quadratic,5.700993739256094e-06,0.003752959188336432,0.0003979593765618393,0.00043484413974873904,5.078502065740235e-05,9.063323219070768e-06,-2.362419581624508e-07,-5.6225795273331385e-08,-3.3106051434173202e-06,2.407434170384281e-07,0.004544695899768456,-4.9321998240585723e-05,0.00040385989707196045,-5.900520510120879e-06,7.908870785430509e-06,0.00043484413974873926,-0.0007500873420187066,4.93782240358588e-05,1.302254868107463e-06,0.0007499511403551044,-2.362419581624508e-07,-4.9321998240585723e-05,7.908870785430509e-06,-0.0007500873420187066,0.001228067276074457,0.8084356128832245,0.08572556117670088,0.09367101292201328,0.010939745741986952,0.004642248719043669,0.004642248719043668
7,approach5,5: Precomputed k Quadratic,1.900800862497844e-06,0.003615560705344734,0.000442648051226762,0.00037542754989285213,4.825540642081088e-05,6.467213240474482e-06,3.372764616409556e-08,-9.735395189956169e-08,-4.472409362115356e-06,-3.03767101258158e-08,0.004088109971165747,-4.649196823134801e-05,0.00044129443887364533,1.3536123531166922e-06,1.4913701776519297e-06,0.0003754275498928523,-0.00042758239541348134,4.6589322183247526e-05,1.6274268313465414e-06,0.00042765142952982396,3.372764616409556e-08,-4.649196823134801e-05,1.4913701776519297e-06,-0.00042758239541348134,0.0004239270342393945,0.8063621798419848,0.09872179630738233,0.08372991139571288,0.010762185420680382,0.004483792513747657,0.004483792513747658
8,approach5,5: Precomputed k Quadratic,2.504904645722244e-06,0.003610393376652325,0.00048203577098966503,0.0004348114733383488,-3.44691239510581e-05,3.862112146151044e-06,-5.247997605191594e-07,-3.102244817014257e-08,-1.3270692083661794e-06,5.256839166266818e-07,0.004039008541450272,4.1143435306806195e-05,0.00048521515490642785,-3.1793839167627757e-06,-2.1243617113376215e-06,0.000434811473338349,-0.0004671094386328963,-4.1112412858636115e-05,6.630814836466359e-06,0.00046659622878738124,-5.247997605191594e-07,4.1143435306806195e-05,-2.1243617113376215e-06,-0.0004671094386328963,0.0005572303951741169,0.8031526994217847,0.10723162002008414,0.09672630434389573,-0.0076678541809385575,0.0044952764016750035,0.004495276401675003
9,approach5,5: Precomputed k Quadratic,1.0846461229153883e-05,0.00387041053416159,0.00037825500549345896,0.0004921494794080818,-9.95327365784426e-05,1.365574296283587e-05,-1.601257195010907e-06,-5.3860777917979845e-08,-2.758415394596566e-06,1.604251633843466e-06,0.005955044210568417,0.00011569627314520406,0.00038103981604303854,-2.7848105495795637e-06,-1.0448555892323622e-05,0.000492149479408082,-0.002188280136464697,-0.00011564241236728603,1.599178183649954e-05,0.0021867937787831975,-1.601257195010907e-06,0.00011569627314520406,-1.0448555892323622e-05,-0.002188280136464697,0.002331504957555203,0.8319654823378341,0.08130794015633669,0.10579016758147447,-0.021395095033200775,0.004652128743713842,0.004652128743713843
0,approach5a,5a: Precomputed k Linear Temp,3.474003131418759e-06,0.003000789549389355,0.0,0.0003733152842951411,1.4727268671155388e-05,5.082805254491426e-06,-1.1926390172610665e-07,0.0,-1.6113671575254608e-06,1.2182893617890006e-07,0.003333702471568823,0.0,0.0,0.0,2.254538257043594e-06,0.00037331528429514134,-0.00033504819653478536,0.0,-6.431710995183484e-07,0.0003502968073692802,-1.1926390172610665e-07,0.0,2.254538257043594e-06,-0.00033504819653478536,0.001024083034782605,0.8845869022655605,0.0,0.11004764095177083,0.004341373747886125,0.0033923061054870703,0.0033923061054870703
1,approach5a,5a: Precomputed k Linear Temp,4.9812479970135925e-06,0.003205147920096945,0.0,0.00032862000003860416,-1.4672633562562952e-05,7.720180383914376e-06,-2.7603726077091787e-07,0.0,-2.741997570107422e-06,2.791024439775559e-07,0.0038866164319705477,0.0,0.0,0.0,2.509158941769915e-06,0.0003286200000386044,-0.000683701633554602,0.0,2.3283862833728678e-07,0.0006685170589197242,-2.7603726077091787e-07,0.0,2.509158941769915e-06,-0.000683701633554602,0.0014134902996995765,0.9095000885070254,0.0,0.0932499611784685,-0.0041635399851931085,0.00352407653457,0.0035240765345699986
2,approach5a,5a: Precomputed k Linear Temp,1.1718966565423728e-05,0.0036806832790096024,0.0,0.0003604046380037311,-3.1389655213442686e-06,1.5092077862942133e-05,-1.0684321933961177e-06,0.0,-3.3793605064558662e-06,1.074681402333581e-06,0.004865572546706875,0.0,0.0,0.0,-6.893728428591489e-07,0.00036040463800373127,-0.0011831314626610178,0.0,4.0687333493148255e-06,0.0011748490823880252,-1.0684321933961177e-06,0.0,-6.893728428591489e-07,-0.0011831314626610178,0.002893809270920468,0.9088852107101149,0.0,0.08899609679023111,-0.0007751167712660256,0.004049667918057413,0.004049667918057411
3,approach5a,5a: Precomputed k Linear Temp,1.1055370229376326e-05,0.004156663663632355,0.0,0.00044601367331087156,-8.603426935196697e-05,1.3518603860045407e-05,-1.4965078050772115e-06,0.0,-2.4665105469941257e-06,1.499784721402255e-06,0.00691511050188635,0.0,0.0,0.0,-1.0150054565917746e-05,0.0004460136733108718,-0.002746800275882999,0.0,1.2616565112911689e-05,0.002646649656696718,-1.4965078050772115e-06,0.0,-1.0150054565917746e-05,-0.002746800275882999,0.002441719646571189,0.9180522335390178,0.0,0.09850781350304683,-0.019001766688635464,0.004527698437820637,0.004527698437820635
4,approach5a,5a: Precomputed k Linear Temp,7.239292421324844e-06,0.004067667302395296,0.0,0.00040782411549949803,3.6930327249128743e-06,1.0659056599799802e-05,-7.169433979599213e-07,0.0,-3.4243451390133055e-06,7.215243584982698e-07,0.0049675584587471015,0.0,0.0,0.0,-2.751191371498881e-06,0.00040782411549949825,-0.000896423021582347,0.0,6.175536510511988e-06,0.0008932189934382496,-7.169433979599213e-07,0.0,-2.751191371498881e-06,-0.000896423021582347,0.0016135997926084967,0.9066614157222052,0.0,0.09090182712501935,0.0008231573601671489,0.004486423743041031,0.004486423743041031
5,approach5a,5a: Precomputed k Linear Temp,6.8044264395593445e-06,0.0037646926462935907,0.0,0.00042185728864367356,-6.790132086055025e-05,1.0398816832807686e-05,-6.912237712594532e-07,0.0,-3.5989069313627633e-06,6.957403093738741e-07,0.004770543297630699,0.0,0.0,0.0,2.580857782237921e-06,0.0004218572886436738,-0.0010077402853480865,0.0,1.0180491491245858e-06,0.0009381251750290378,-6.912237712594532e-07,0.0,2.580857782237921e-06,-0.0010077402853480865,0.0016493767769824902,0.9125525389139963,0.0,0.10225720290610336,-0.01645911859708209,0.004125453040516274,0.004125453040516273
6,approach5a,5a: Precomputed k Linear Temp,9.087940126938927e-06,0.004160315947226799,0.0,0.00043484413974873904,3.800069194119125e-05,1.2196217777401283e-05,-4.415790760008611e-07,0.0,-3.1144161156714226e-06,4.47717541209929e-07,0.005086209514262834,0.0,0.0,0.0,3.3869232502144527e-07,0.00043484413974873926,-0.0009257906802850556,0.0,2.7757237906497773e-06,0.0009605679308943871,-4.415790760008611e-07,0.0,3.3869232502144527e-07,-0.0009257906802850556,0.001957659030559461,0.8961854909152411,0.0,0.09367101292201328,0.00818583713218615,0.004642248719043668,0.004642248719043668
7,approach5a,5a: Precomputed k Linear Temp,3.64752902488443e-06,0.004066142871239878,0.0,0.00037542754989285213,3.8574563590043544e-05,8.182100975422596e-06,-5.722054426342564e-08,0.0,-4.539053260938489e-06,6.17018546637493e-08,0.004487212566247333,0.0,0.0,0.0,2.098234218195304e-06,0.0003754275498928523,-0.00042311070868138683,0.0,2.4408190427430023e-06,0.00045918275137402364,-5.722054426342564e-08,0.0,2.098234218195304e-06,-0.00042311070868138683,0.0008134919298118326,0.9068534859212969,0.0,0.08372991139571288,0.008603110753178458,0.0044837925137476585,0.004483792513747658
8,approach5a,5a: Precomputed k Linear Temp,4.272172150910625e-06,0.0041068107948699075,0.0,0.00043481147333834883,-5.061803868416448e-05,4.783499418898758e-06,-5.934384508455041e-07,0.0,-5.122562291746876e-07,5.943674120320583e-07,0.004886884289519943,0.0,0.0,0.0,-6.916818079237285e-06,0.000434811473338349,-0.0007725632381199527,0.0,7.429074308411777e-06,0.0007139217577153444,-5.934384508455041e-07,0.0,-6.916818079237285e-06,-0.0007725632381199527,0.0009503691807068314,0.9135835992953966,0.0,0.09672630434389574,-0.01126027281999912,0.004495276401675003,0.004495276401675003
9,approach5a,5a: Precomputed k Linear Temp,1.406620124971975e-05,0.004240024376829264,0.0,0.0004921494794080818,-9.41113137732266e-05,1.5801840696327376e-05,-1.6122798119656884e-06,0.0,-1.7399919937385995e-06,1.6166323590966635e-06,0.006462011443218476,0.0,0.0,0.0,-1.2108299803295196e-05,0.000492149479408082,-0.0022082664867739505,0.0,1.384829179703352e-05,0.0020986902488445936,-1.6122798119656884e-06,0.0,-1.2108299803295196e-05,-0.0022082664867739505,0.003023605326642477,0.9114159582446139,0.0,0.10579016758147447,-0.020229731152731717,0.004652128743713839,0.004652128743713843
0,approach5b,5b: Precomputed k GDP Only,4.940932415062116e-07,0.002603375486547863,0.00041512124140255876,0.0003733152842951411,0.0,2.0585654429605458e-08,3.899202985010379e-09,4.954588879601355e-07,-2.5850503868539757e-08,0.0,0.0026047738175140798,-4.954588879601851e-07,0.00041418861961744894,9.326217851098562e-07,-9.067712812415344e-07,0.00037331528429514134,0.0,0.0,0.0,0.0,3.899202985010379e-09,-4.954588879601851e-07,-9.067712812415344e-07,0.0,0.00014565113705600257,0.7674353096664512,0.12237139824472157,0.11004764095177083,0.0,0.003392306105487069,0.0033923061054870703
1,approach5b,5b: Precomputed k GDP Only,3.323716000446305e-07,0.0028068832561433175,0.00038824090678803304,0.00032862000003860416,0.0,3.976925341410918e-08,4.8163276281555945e-09,3.3376833365024633e-07,-4.5982314647880594e-08,0.0,0.0028043105559978835,-3.3376833365034337e-07,0.0003910965766248418,-2.8556698368087092e-06,2.9016521514563672e-06,0.0003286200000386044,0.0,0.0,0.0,0.0,4.8163276281555945e-09,-3.3376833365034337e-07,2.9016521514563672e-06,0.0,9.431452375797676e-05,0.7964875985548958,0.11016812574287792,0.0932499611784685,0.0,0.0035240765345699995,0.0035240765345699986
2,approach5b,5b: Precomputed k GDP Only,4.576752112433624e-07,0.0032485961949713623,0.00044020940987107355,0.00036040463800373105,0.0,2.5932601415351576e-08,1.0114581415855698e-08,4.512305887681714e-07,-2.9602560356016308e-08,0.0,0.003246330184362372,-4.512305887681913e-07,0.0004428869339270603,-2.677524055986721e-06,2.707126616342537e-06,0.00036040463800373127,0.0,0.0,0.0,0.0,1.0114581415855698e-08,-4.512305887681913e-07,2.707126616342537e-06,0.0,0.00011301549176479267,0.8021882931402643,0.10870259457773959,0.0889960967902311,0.0,0.00404966791805741,0.004049667918057411
3,approach5b,5b: Precomputed k GDP Only,1.8386856446504763e-07,0.003657726247426978,0.0004237746485183215,0.0004460136733108716,0.0,1.7711007433865146e-08,5.638918477470153e-09,2.0184854095171364e-07,-4.13299023980013e-08,0.0,0.0036492970919919216,-2.0184854095174075e-07,0.00043235868367345415,-8.58403515513266e-06,8.625365057530481e-06,0.0004460136733108718,0.0,0.0,0.0,0.0,5.638918477470153e-09,-2.0184854095174075e-07,8.625365057530481e-06,0.0,4.060971970420164e-05,0.8078555358001249,0.09359604097712422,0.09850781350304684,0.0,0.004527698437820636,0.004527698437820635
4,approach5b,5b: Precomputed k GDP Only,3.0205982256760407e-07,0.0036452375680326747,0.0004330599996862893,0.0004078241154994981,0.0,2.9442967923342457e-08,4.377771321107162e-09,3.206822803962896e-07,-5.244319707313515e-08,0.0,0.0036454053658227874,-3.2068228039632645e-07,0.000433156063208179,-9.606352188967043e-08,1.4850671896260594e-07,0.00040782411549949825,0.0,0.0,0.0,0.0,4.377771321107162e-09,-3.2068228039632645e-07,1.4850671896260594e-07,0.0,6.732752853230465e-05,0.8125040738041888,0.09652677154225926,0.09090182712501936,0.0,0.0044864237430410295,0.004486423743041031
5,approach5b,5b: Precomputed k GDP Only,7.959885366825405e-08,0.003301799415038037,0.00040171673798089556,0.00042185728864367356,0.0,2.5160070921873762e-08,4.870531455273056e-09,8.857345430008051e-08,-3.9005203008973275e-08,0.0,0.003303319972995729,-8.857345430014681e-08,0.00040024087774304004,1.4758602378556013e-06,-1.4368550348468738e-06,0.0004218572886436738,0.0,0.0,0.0,0.0,4.870531455273056e-09,-8.857345430014681e-08,-1.4368550348468738e-06,0.0,1.9294572713956475e-05,0.8003483211688283,0.09737518135235479,0.10225720290610336,0.0,0.004125453040516275,0.004125453040516273
