approach,coefficient,percentile,rank,country_iso,country_name,influence_coef,direction
approach0,h1,5,1,LBN,Lebanon,0.05052281906134547,increases
approach0,h1,5,2,ZWE,Zimbabwe,0.03030406846501054,increases
approach0,h1,5,3,POL,Poland,0.026781137012764043,increases
approach0,h1,5,4,ALB,Albania,0.025645660305075958,increases
approach0,h1,5,5,KWT,Kuwait,0.02481383911923013,increases
approach0,h1,5,6,BOL,"Bolivia, Plurinational State of",0.0234028420655598,increases
approach0,h1,5,7,TZA,"Tanzania, United Republic of",0.02335113009598204,increases
approach0,h1,5,8,TGO,Togo,0.023266553138165905,increases
approach0,h1,5,9,AFG,Afghanistan,0.022954784253896368,increases
approach0,h1,5,10,BEL,Belgium,0.02224630093989794,increases
approach0,h1,5,11,NER,Niger,0.021256128525156532,increases
approach0,h1,5,12,CAN,Canada,0.021174494660159228,increases
approach0,h1,5,13,CHL,Chile,0.021031246627388457,increases
approach0,h1,5,14,HTI,Haiti,0.02074888932782348,increases
approach0,h1,5,15,SVN,Slovenia,0.0193815336767345,increases
approach0,h1,5,16,ISL,Iceland,0.018734560459098687,increases
approach0,h1,5,17,ESP,Spain,0.018179735741648627,increases
approach0,h1,5,18,MKD,North Macedonia,0.01780150835944555,increases
approach0,h1,5,19,BDI,Burundi,0.01778044987009328,increases
approach0,h1,5,20,ZAF,South Africa,0.01762862103451532,increases
approach0,h1,5,21,TUN,Tunisia,0.017106012542412393,increases
approach0,h1,5,22,HKG,Hong Kong,0.016966326881401483,increases
approach0,h1,5,23,FRA,France,0.016415052307700885,increases
approach0,h1,5,24,GMB,Gambia,0.015973655149199566,increases
approach0,h1,5,25,KEN,Kenya,0.015953275211585703,increases
approach0,h1,5,26,MLI,Mali,0.015679701895588375,increases
approach0,h1,5,27,SEN,Senegal,0.015407488752575596,increases
approach0,h1,5,28,PAK,Pakistan,0.01521238250799166,increases
approach0,h1,5,29,CAF,Central African Republic,0.015125234104232117,increases
approach0,h1,5,30,SGP,Singapore,0.015010876129016627,increases
approach0,h1,5,31,RUS,Russian Federation,0.015002367039085931,increases
approach0,h1,5,32,GNB,Guinea-Bissau,0.01492472138518456,increases
approach0,h1,5,33,AGO,Angola,0.014857302357965424,increases
approach0,h1,5,34,NOR,Norway,0.014789063867225373,increases
approach0,h1,5,35,ITA,Italy,0.01442774680881655,increases
approach0,h1,5,36,YEM,Yemen,0.01432545672347472,increases
approach0,h1,5,37,ROU,Romania,0.014062354709058329,increases
approach0,h1,5,38,CMR,Cameroon,0.014050184486004664,increases
approach0,h1,5,39,CHE,Switzerland,0.013995319982672073,increases
approach0,h1,5,40,URY,Uruguay,0.013040213026055769,increases
approach0,h1,5,41,BFA,Burkina Faso,0.012677193306225583,increases
approach0,h1,5,42,EGY,Egypt,0.01257350308161349,increases
approach0,h1,5,43,CHN,China,0.012385613627690206,increases
approach0,h1,5,44,BGD,Bangladesh,0.012278840939469744,increases
approach0,h1,5,45,MWI,Malawi,0.012049428428057531,increases
approach0,h1,5,46,OMN,Oman,0.011680856949753845,increases
approach0,h1,5,47,GRC,Greece,0.011618046602637162,increases
approach0,h1,5,48,BRA,Brazil,0.011416312354070974,increases
approach0,h1,5,49,USA,United States,0.010988601004983625,increases
approach0,h1,5,50,AUT,Austria,0.010624299439834013,increases
approach0,h1,5,51,LUX,Luxembourg,0.010602997341859844,increases
approach0,h1,5,52,BHR,Bahrain,0.01055807472027524,increases
approach0,h1,5,53,DZA,Algeria,0.010174994866744256,increases
approach0,h1,5,54,ECU,Ecuador,0.010117748277002516,increases
approach0,h1,5,55,SLE,Sierra Leone,0.009918529831098978,increases
